semSort,id,card,semPath,businessTerm,dataType,SMESemSort,syntaxID,businessTerm_en,desc,businessTerm_ja,desc_ja,Syntax Sort,UBL syntax binding XPath,Card_consolidated,
5260,,,,,,412,UN01005628,OccurrenceDateTime,"The date, time, date time, or other date time value of an occurrence of this CI supply chain event.",配送イベントクラス,配送にかかわるイベントのクラス,412,,－,
5270,JC4d_JC23_09,,/JC00/JC44_JC4f/JC4d_JC23/JC4d_JC23_09,配送日,Code,413,UN01006039,DespatchAdviceReferencedCIReferencedDocument,The Cross Industry (CI) despatch advice document referenced from this CIIL supply chain trade delivery.,配送日,納入先へ発送した日時,413,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeDelivery/ ActualDeliveryCISupplyChainEvent/ OccurrenceDateTime,0..1,
5280,JC5e_JC13,n,/JC00/JC44_JC4f/JC5e_JC13,文書レベル出荷案内書,,414,UN01005579,CIReferencedDocument,"Written, printed or electronic matter that is referenced for Cross Industry (CI) purposes.",文書ヘッダ配送／参照出荷案内書グループ,この文書ヘッダが参照する出荷案内書（納品書、送り状等）のグループ,414,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeDelivery/ DespatchAdviceReferencedCIReferencedDocument[TypeCode='351'],0..n,
5290,,,,,,415,UN01005580,IssuerAssignedID,The issuer assigned identifier for this CI referenced document.,（文書ヘッダ参照）出荷案内書クラス,文書ヘッダが参照する出荷案内書のクラス,415,,－,
5300,JC5e_JC13_01,,/JC00/JC44_JC4f/JC5e_JC13/JC5e_JC13_01,出荷案内書ID,Code,416,UN01005588,RevisionID,The unique identifier for a revision of this CI referenced document.,（文書ヘッダ参照）出荷案内書ID,この文書ヘッダが参照する受注者が付番した出荷案内書ID,416,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeDelivery/ DespatchAdviceReferencedCIReferencedDocument[TypeCode='351']/ IssuerAssignedID,1..1,
5310,JC5e_JC13_02,,/JC00/JC44_JC4f/JC5e_JC13/JC5e_JC13_02,出荷案内書履歴ID,Code,417,UN01009672,TypeCode,The code specifying the type of CI referenced document.,（文書ヘッダ参照）出荷案内書履歴ID,この文書ヘッダが参照する出荷案内書の変更履歴を管理するID。,417,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeDelivery/ DespatchAdviceReferencedCIReferencedDocument[TypeCode='351']/ RevisionID,0..1,
5320,JC5e_JC13_03,,/JC00/JC44_JC4f/JC5e_JC13/JC5e_JC13_03,文書タイプコード,Code,418,UN01013318,CategoryCode,The code specifying the category of this CI referenced document.,（文書ヘッダ参照）文書タイプコード,"この文書ヘッダが参照する文書の文書タイプを識別するコード
＝「351」（Despatch advice）（デフォルト）",418,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeDelivery/ DespatchAdviceReferencedCIReferencedDocument[TypeCode='351']/ TypeCode,0..1,351
5330,JC5e_JC13_04,,/JC00/JC44_JC4f/JC5e_JC13/JC5e_JC13_04,出荷案内書類型コード,Code,419,UN01014899,SubtypeCode,A code specifying a subtype of this CI referenced document.,（文書ヘッダ参照）出荷案内書類型コード,"この文書ヘッダが参照する出荷案内書の類型（適格請求書等対応、適格請求書の補完、適格請求書非適合）を識別するコード
デフォルトは「適格請求書非適合」",419,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeDelivery/ DespatchAdviceReferencedCIReferencedDocument[TypeCode='351']/ CategoryCode,0..1,
5340,JC5e_JC13_05,,/JC00/JC44_JC4f/JC5e_JC13/JC5e_JC13_05,文書サブタイプコード,Code,420,UN01006040,ReceivingAdviceReferencedCIReferencedDocument,The Cross Industry (CI) receiving advice document referenced from this CIIL supply chain trade delivery.,（文書ヘッダ参照）文書サブタイプコード,"この文書ヘッダが参照する出荷案内書の文書サブタイプを識別するコード
＝[35101](一般納品書：デフォルト）",420,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeDelivery/ DespatchAdviceReferencedCIReferencedDocument[TypeCode='351']/ SubtypeCode,0..1,
5350,JC5f_JC13,n,/JC00/JC44_JC4f/JC5f_JC13,文書レベル出荷回答書,,421,UN01005579,CIReferencedDocument,"Written, printed or electronic matter that is referenced for Cross Industry (CI) purposes.",文書ヘッダ配送／参照出荷回答書グループ,この文書ヘッダが参照する出荷回答書のグループ,421,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeDelivery/ ReceivingAdviceReferencedCIReferencedDocument,0..n,
5360,,,,,,422,UN01005580,IssuerAssignedID,The issuer assigned identifier for this CI referenced document.,（文書ヘッダ参照）出荷回答書クラス,文書ヘッダが参照する出荷回答書のクラス,422,,－,
5370,JC5f_JC13_01,,/JC00/JC44_JC4f/JC5f_JC13/JC5f_JC13_01,出荷回答書ID,Code,423,UN01005588,RevisionID,The unique identifier for a revision of this CI referenced document.,（文書ヘッダ参照）出荷回答書ID,この文書ヘッダが参照する発注者が付番した出荷回答書ID,423,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeDelivery/ ReceivingAdviceReferencedCIReferencedDocument/ IssuerAssignedID,1..1,
5380,JC5f_JC13_02,,/JC00/JC44_JC4f/JC5f_JC13/JC5f_JC13_02,出荷回答書履歴ID,Code,424,UN01009672,TypeCode,The code specifying the type of CI referenced document.,（文書ヘッダ参照）出荷回答書履歴ID,この文書ヘッダが参照する出荷回答書の変更履歴を管理するID。,424,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeDelivery/ ReceivingAdviceReferencedCIReferencedDocument/ RevisionID,0..1,
5390,JC5f_JC13_03,,/JC00/JC44_JC4f/JC5f_JC13/JC5f_JC13_03,文書タイプコード,Code,425,UN01014899,SubtypeCode,A code specifying a subtype of this CI referenced document.,（文書ヘッダ参照）文書タイプコード,"この文書ヘッダが参照する出荷回答書の文書タイプを識別するコード
＝「632」（Goods receipt）（デフォルト）",425,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeDelivery/ ReceivingAdviceReferencedCIReferencedDocument/ TypeCode,0..1,
5400,JC5f_JC13_04,,/JC00/JC44_JC4f/JC5f_JC13/JC5f_JC13_04,文書サブタイプコード,Code,426,UN01005992,SpecifiedCIILSupplyChainTradeSettlement,The CIIL supply chain trade settlement specified for this CIIL supply chain trade line item.,（文書ヘッダ参照）文書サブタイプコード,この文書ヘッダが参照する出荷回答書の文書サブタイプを識別するコード＝[63201](出荷回答書：デフォルト）,426,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeDelivery/ ReceivingAdviceReferencedCIReferencedDocument/ SubtypeCode,0..1,
5410,,,,,,427,UN01005994,CIILSupplyChainTradeSettlement,The Cross Industry Invoice Line (CIIL) information that enables the financial reconciliation of a supply chain transaction with the item(s) that the financial transaction is intended to settle.,文書ヘッダ／決済グループ,"文書ヘッダの決済に関するグループ。
文書タイプが「統合文書」を指定する場合にこのグループは任意。「単一文書」を指定する場合はこのグループは実装しない",427,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement,0..1,
5420,,,,,,428,UN01014647,DirectionCode,The code specifying whether this CIIL supply chain trade settlement is an addition or a subtraction.,文書ヘッダ決済クラス,文書ヘッダの決済に関する情報からなるクラス。,428,,－,
5430,JC44_JC4f_03,,/JC00/JC44_JC4f/JC44_JC4f_03,文書レベル取引方向コード,Code,429,UN01005998,SpecifiedCITradeAllowanceCharge,A Cross Industry (CI) allowance or charge specified for this CIIL supply chain trade settlement.,文書ヘッダ取引方向コード,"この文書ヘッダの取引方向を識別するコード
デフォルトは「プラス」",429,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ DirectionCode,0..1,
5440,JC57_8_JC1b,n,/JC00/JC44_JC4f/JC57_8_JC1b,文書レベル返金,,430,UN01005706,CITradeAllowanceCharge,"A component of pricing, such as a service, promotion, allowance or charge, for Cross Industry (CI) trade purposes.",文書ヘッダ決済／文書ヘッダ返金グループ,文書ヘッダの返金グループ,430,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ SpecifiedCITradeAllowanceCharge[ChargeIndicator/ Indicator=false()],0..n,
5450,,,,,,431,UN01005707,ChargeIndicator,The indication of whether or not this CI trade allowance charge is a charge.,文書ヘッダ返金クラス,文書ヘッダ返金のクラス,431,, -,
5460,JC57_8_JC1b_01,,/JC00/JC44_JC4f/JC57_8_JC1b/JC57_8_JC1b_01,文書レベル追加請求判別子,Indicator,432,UN01005710,CalculationPercent,The percentage applied to calculate this CI trade allowance charge.,"文書ヘッダ返金・追加請求判別子
＝返金（Fault）","文書ヘッダ返金と文書ヘッダ追加請求を識別する判別子
属性：Fault=Allowance",432,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ SpecifiedCITradeAllowanceCharge[ChargeIndicator/ Indicator=false()]/ ChargeIndicator,1..1,false
5470,JC57_8_JC1b_02,,/JC00/JC44_JC4f/JC57_8_JC1b/JC57_8_JC1b_02,文書レベル返金計算率,Percentage,433,UN01005713,ActualAmount,An actual monetary value of this CI trade allowance charge.,文書ヘッダ返金計算率,この文書ヘッダ返金を計算するための率,433,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ SpecifiedCITradeAllowanceCharge[ChargeIndicator/ Indicator=false()]/ CalculationPercent,0..1,
5480,JC57_8_JC1b_03,,/JC00/JC44_JC4f/JC57_8_JC1b/JC57_8_JC1b_03,文書レベル返金金額,Amount,434,UN01005714,ReasonCode,The code specifying the reason for this CI trade allowance charge.,文書ヘッダ返金金額,この文書ヘッダ返金の請求金額,434,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ SpecifiedCITradeAllowanceCharge[ChargeIndicator/ Indicator=false()]/ ActualAmount,0..1,
5490,JC57_8_JC1b_04,,/JC00/JC44_JC4f/JC57_8_JC1b/JC57_8_JC1b_04,文書レベル返金理由コード,Code,435,UN01005715,Reason,"The reason, expressed as text, for this CI trade allowance charge.",文書ヘッダ返金理由コード,この文書ヘッダ返金の理由を識別するコード,435,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ SpecifiedCITradeAllowanceCharge[ChargeIndicator/ Indicator=false()]/ ReasonCode,0..1,
5500,JC57_8_JC1b_05,,/JC00/JC44_JC4f/JC57_8_JC1b/JC57_8_JC1b_05,文書レベル返金理由,Text,436,UN01008286,BasisAmount,The monetary value that is the basis on which this CI trade allowance or charge is calculated.,文書ヘッダ返金理由,この文書ヘッダ返金の理由（内容）の説明,436,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ SpecifiedCITradeAllowanceCharge[ChargeIndicator/ Indicator=false()]/ Reason,0..1,
5510,JC57_8_JC1b_06,,/JC00/JC44_JC4f/JC57_8_JC1b/JC57_8_JC1b_06,文書レベル返金計算根拠金額,Amount,437,UN01005716,CategoryCITradeTax,A tax category of this CI trade allowance charge.,文書ヘッダ返金計算根拠金額,この文書ヘッダ返金の計算根拠となる金額,437,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ SpecifiedCITradeAllowanceCharge[ChargeIndicator/ Indicator=false()]/ BasisAmount,0..1,
5520,,,,,,438,UN01005832,CITradeTax,"A Cross Industry (CI) trade related fiscal tax, duty or levy.",文書ヘッダ返金／文書ヘッダ返金税グループ,文書ヘッダ返金の税に関するグループ,438,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ SpecifiedCITradeAllowanceCharge[ChargeIndicator/ Indicator=false()]/ CategoryCITradeTax,0..n,
5530,,,,,,439,UN01005841,CategoryCode,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",文書ヘッダ返金税クラス,文書ヘッダ返金の税クラス,439,,－,
5540,JC57_8_JC1b_07,,/JC00/JC44_JC4f/JC57_8_JC1b/JC57_8_JC1b_07,文書レベル返金課税分類コード,Code,440,UN01007174,RateApplicablePercent,"The applicable rate of CI trade tax, expressed as a percentage.",文書ヘッダ返金課税分類コード,文書ヘッダ返金の課税分類コード,440,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ SpecifiedCITradeAllowanceCharge[ChargeIndicator/ Indicator=false()]/ CategoryCITradeTax/ CategoryCode,1..1,
5550,JC57_8_JC1b_08,,/JC00/JC44_JC4f/JC57_8_JC1b/JC57_8_JC1b_08,文書レベル返金税率,Percentage,441,UN01005998,SpecifiedCITradeAllowanceCharge,A Cross Industry (CI) allowance or charge specified for this CIIL supply chain trade settlement.,文書ヘッダ返金税率,文書ヘッダ返金の税率,441,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ SpecifiedCITradeAllowanceCharge[ChargeIndicator/ Indicator=false()]/ CategoryCITradeTax/ RateApplicablePercent,0..1,
5560,JC57_9_JC1b,n,/JC00/JC44_JC4f/JC57_9_JC1b,文書レベル追加請求,,442,UN01005706,CITradeAllowanceCharge,"A component of pricing, such as a service, promotion, allowance or charge, for Cross Industry (CI) trade purposes.",文書ヘッダ文書決済／文書ヘッダ追加請求グループ,文書ヘッダの文書ヘッダ追加請求のグループ,442,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ SpecifiedCITradeAllowanceCharge[ChargeIndicator/ Indicator=true()],0..n,
5570,,,,,,443,UN01005707,ChargeIndicator,The indication of whether or not this CI trade allowance charge is a charge.,文書ヘッダ追加請求クラス,文書ヘッダ返金・追加請求のクラス,443,, -,
5580,JC57_9_JC1b_01,,/JC00/JC44_JC4f/JC57_9_JC1b/JC57_9_JC1b_01,文書レベル追加請求判別子,Indicator,444,UN01005710,CalculationPercent,The percentage applied to calculate this CI trade allowance charge.,"文書ヘッダ返金・追加請求判別子
＝追加請求（True）","文書ヘッダ返金と文書ヘッダ追加請求を識別する判別子
True＝Charge",444,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ SpecifiedCITradeAllowanceCharge[ChargeIndicator/ Indicator=true()]/ ChargeIndicator,1..1,true
5590,JC57_9_JC1b_02,,/JC00/JC44_JC4f/JC57_9_JC1b/JC57_9_JC1b_02,文書レベル追加請求計算率,Percentage,445,UN01005713,ActualAmount,An actual monetary value of this CI trade allowance charge.,文書ヘッダ追加請求計算率,この文書ヘッダ追加請求を計算するための率,445,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ SpecifiedCITradeAllowanceCharge[ChargeIndicator/ Indicator=true()]/ CalculationPercent,0..1,
5600,JC57_9_JC1b_03,,/JC00/JC44_JC4f/JC57_9_JC1b/JC57_9_JC1b_03,文書レベル追加請求金額,Amount,446,UN01005714,ReasonCode,The code specifying the reason for this CI trade allowance charge.,文書ヘッダ追加請求金額,この文書ヘッダ追加請求の請求金額,446,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ SpecifiedCITradeAllowanceCharge[ChargeIndicator/ Indicator=true()]/ ActualAmount,0..1,
5610,JC57_9_JC1b_04,,/JC00/JC44_JC4f/JC57_9_JC1b/JC57_9_JC1b_04,文書レベル追加請求理由コード,Code,447,UN01005715,Reason,"The reason, expressed as text, for this CI trade allowance charge.",文書ヘッダ追加請求理由コード,この文書ヘッダ追加請求の理由を識別するコード,447,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ SpecifiedCITradeAllowanceCharge[ChargeIndicator/ Indicator=true()]/ ReasonCode,0..1,
5620,JC57_9_JC1b_05,,/JC00/JC44_JC4f/JC57_9_JC1b/JC57_9_JC1b_05,文書レベル追加請求理由,Text,448,UN01008286,BasisAmount,The monetary value that is the basis on which this CI trade allowance or charge is calculated.,文書ヘッダ追加請求理由,この文書ヘッダ追加請求の理由（内容）の説明,448,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ SpecifiedCITradeAllowanceCharge[ChargeIndicator/ Indicator=true()]/ Reason,0..1,
5630,JC57_9_JC1b_06,,/JC00/JC44_JC4f/JC57_9_JC1b/JC57_9_JC1b_06,文書レベル追加請求計算根拠金額,Amount,449,UN01005716,CategoryCITradeTax,A tax category of this CI trade allowance charge.,文書ヘッダ追加請求計算根拠金額,この文書ヘッダ追加請求の計算根拠となる金額,449,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ SpecifiedCITradeAllowanceCharge[ChargeIndicator/ Indicator=true()]/ BasisAmount,0..1,
5640,,,,,,450,UN01005832,CITradeTax,"A Cross Industry (CI) trade related fiscal tax, duty or levy.",文書ヘッダ返金／文書ヘッダ追加請求税グループ,文書ヘッダ追加請求の税に関するグループ,450,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ SpecifiedCITradeAllowanceCharge[ChargeIndicator/ Indicator=true()]/ CategoryCITradeTax,0..n,
5650,,,,,,451,UN01005841,CategoryCode,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",文書ヘッダ追加請求税クラス,文書ヘッダ追加請求の税クラス,451,,－,
5660,JC57_9_JC1b_07,,/JC00/JC44_JC4f/JC57_9_JC1b/JC57_9_JC1b_07,文書レベル追加請求課税分類コード,Code,452,UN01007174,RateApplicablePercent,"The applicable rate of CI trade tax, expressed as a percentage.",文書ヘッダ追加請求課税分類コード,文書ヘッダ追加請求の課税分類コード,452,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ SpecifiedCITradeAllowanceCharge[ChargeIndicator/ Indicator=true()]/ CategoryCITradeTax/ CategoryCode,1..1,
5670,JC57_9_JC1b_08,,/JC00/JC44_JC4f/JC57_9_JC1b/JC57_9_JC1b_08,文書レベル追加請求税率,Percentage,453,UN01005996,ApplicableCITradeTax,A Cross Industry (CI) tax applicable to this CIIL supply chain trade settlement.,文書ヘッダ追加請求税率,文書ヘッダ追加請求の税率,453,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ SpecifiedCITradeAllowanceCharge[ChargeIndicator/ Indicator=true()]/ CategoryCITradeTax/ RateApplicablePercent,0..1,
5680,JC55_a_JC2d,n,/JC00/JC44_JC4f/JC55_a_JC2d,文書レベル税,,454,UN01005832,CITradeTax,"A Cross Industry (CI) trade related fiscal tax, duty or levy.",文書ヘッダ決済／文書ヘッダ税グループ,文書ヘッダの税に関するグループ。,454,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ ApplicableCITradeTax[CurrencyCode=/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ InvoiceCurrencyCode],1..n,
5690,,,,,,455,UN01005833,CalculatedAmount,"A monetary value resulting from the calculation of this CI trade related tax, levy or duty.",文書ヘッダ税クラス,文書ヘッダの税に関する情報からなるクラス,455,, -,
5700,JC55_a_JC2d_01,,/JC00/JC44_JC4f/JC55_a_JC2d/JC55_a_JC2d_01,文書レベル課税分類税額,Amount,456,UN01005834,TypeCode,"The code specifying the type of CI trade related tax, levy or duty, such as a code for a Value Added Tax (VAT).",文書ヘッダ課税分類税額,"文書ヘッダの課税分類毎に端数処理計算した税額。
文書ヘッダ課税分類資産譲渡合計金額×税率
算出した税額は切り上げ、切り捨て、四捨五入のいずれかで処理し、税額は整数とする",456,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ ApplicableCITradeTax[CurrencyCode=/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ InvoiceCurrencyCode]/ CalculatedAmount,0..1,
5710,JC55_a_JC2d_02,,/JC00/JC44_JC4f/JC55_a_JC2d/JC55_a_JC2d_02,文書レベル税タイプコード,Code,457,UN01005839,BasisAmount,"A monetary value used as the basis on which this CI trade related tax, levy or duty is calculated.",文書ヘッダ税タイプコード,"税の種類を識別するコード。デフォルトは消費税
消費税：VAT。源泉徴収税：SWT",457,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ ApplicableCITradeTax[CurrencyCode=/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ InvoiceCurrencyCode]/ TypeCode,0..1,
5720,JC55_a_JC2d_03,,/JC00/JC44_JC4f/JC55_a_JC2d/JC55_a_JC2d_03,文書レベル課税分類譲渡資産合計金額（税抜き）,Amount,458,UN01005841,CategoryCode,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",文書ヘッダ課税分類譲渡資産合計金額（税抜き）,"明細文書明細行の課税分類毎の税抜き譲渡資産金額の合計金額
文書ヘッダ譲渡資産総合計金額（税抜き）＝∑明細行譲渡資産金額（税抜き）＋Σ文書ヘッダ追加請求金額ーΣ文書ヘッダ返金金額",458,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ ApplicableCITradeTax[CurrencyCode=/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ InvoiceCurrencyCode]/ BasisAmount,0..1,
5730,JC55_a_JC2d_04,,/JC00/JC44_JC4f/JC55_a_JC2d/JC55_a_JC2d_04,文書レベル課税分類コード,Code,459,UN01005842,CurrencyCode,"The code specifying the currency for this CI trade related tax, levy or duty.",文書ヘッダ課税分類コード,"文書ヘッダの課税分類（標準税率、軽減税率、不課税、非課税、免税等）を識別するコード
課税分類ごとにクラスを設ける",459,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ ApplicableCITradeTax[CurrencyCode=/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ InvoiceCurrencyCode]/ CategoryCode,1..1,
5740,JC55_a_JC2d_05,,/JC00/JC44_JC4f/JC55_a_JC2d/JC55_a_JC2d_05,文書レベル課税分類税通貨コード,Code,460,UN01005850,CategoryName,"A category name, expressed as text, of this CI trade related tax, levy or duty.",課税分類税通貨コード,"=「JPY」または「外貨」。デフォルトは「JPY」
文書通貨コード（UN01005914）の指定と合わせる。文書通貨コードが「外貨」を指定された場合は文書ヘッダ税クラス（外貨建て適格請求書用）とセットで利用する",460,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ ApplicableCITradeTax[CurrencyCode=/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ InvoiceCurrencyCode]/ CurrencyCode,0..1,
5750,JC55_a_JC2d_06,,/JC00/JC44_JC4f/JC55_a_JC2d/JC55_a_JC2d_06,文書レベル課税分類名,Text,461,UN01007174,RateApplicablePercent,"The applicable rate of CI trade tax, expressed as a percentage.",文書ヘッダ課税分類名,文書ヘッダの課税分類（標準税率、軽減税率、不課税、非課税、免税等）の名称,461,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ ApplicableCITradeTax[CurrencyCode=/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ InvoiceCurrencyCode]/ CategoryName,0..1,
5760,JC55_a_JC2d_07,,/JC00/JC44_JC4f/JC55_a_JC2d/JC55_a_JC2d_07,文書レベル税率,Percentage,462,UN01013040,GrandTotalAmount,The monetary value of the grand total of the basis plus tax for this CI trade tax.,文書ヘッダ税率,文書ヘッダヘッダの課税分類毎の税額計算のための率。,462,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ ApplicableCITradeTax[CurrencyCode=/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ InvoiceCurrencyCode]/ RateApplicablePercent,0..1,
5770,JC55_a_JC2d_08,,/JC00/JC44_JC4f/JC55_a_JC2d/JC55_a_JC2d_08,文書レベル課税分類譲渡資産合計金額(税込み),Amount,463,UN01013096,CalculationMethodCode,"The code specifying the method by which this CI trade related tax, levy or duty is calculated, such as codes for ""tax calculated after line total summation"", ""tax calculated before line total summation"", ""tax back calculated based on grand total"".",文書ヘッダ課税分類譲渡資産合計金額(税込み),明細行の課税分類毎の税額を含む譲渡資産金額の合計金額,463,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ ApplicableCITradeTax[CurrencyCode=/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ ApplicableCIIHSupplyChainTradeSettlement/ InvoiceCurrencyCode]/ GrandTotalAmount,0..1,
