semSort,鑑ヘッダ\n文書ヘッダ\n明細行,core_id,table_id,seq,level,繰返し,項目名,項目種,Object Class,Property,Representation,Associated Class,項目定義,UN_CCL_ID,項目種,行番号,SME ID,項目名,項目定義,既定値,繰返し,Level,SME CII XPath,PINT syntax sort,Id,Card.,Level,Business Term,Business Term ja,Description,説明,既定値,UBL XPath
4500,文書ヘッダ,,,,,,,,,,,,,JPS2200015,ASBIE,4080,IID294,,,,0..n,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:InvoiceReferencedCIReferencedDocument/ram:AttachedSpecifiedBinaryFile,,,,,,,,,,
4510,文書ヘッダ,NC46-07,NC46,07,3,0..1,文書ヘッダ参照文書説明,BBIE,Document_ReferencedDocument,Description,Text,,,UN01006026,BBIE,4090,,,,,0..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:InvoiceReferencedCIReferencedDocument/ram:AttachedSpecifiedBinaryFile/ram:Description,1370,IBT-123,0..1,2,Supporting document description,添付書類の説明,A description of the supporting document.,添付書類の説明。,,/Invoice/cac:AdditionalDocumentReference[not(cbc:DocumentTypeCode='130')]/cbc:DocumentDescription
4520,文書ヘッダ,NC46-08,NC46,08,3,0..1,文書ヘッダ参照文書外部ファイルロケーション,BBIE,Document_ReferencedDocument,URIID,Code,,,UN01006020,BBIE,4100,,,,,0.1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:InvoiceReferencedCIReferencedDocument/ram:AttachedSpecifiedBinaryFile/ram:URIID,1410,IBT-124,0..1,2,External document location,外部ドキュメントのロケーション,The URL (Uniform Resource Locator) that identifies where the external document is located.,外部ドキュメントの所在を示すURL（ユニフォームリソースロケータ）,,/Invoice/cac:AdditionalDocumentReference[not(cbc:DocumentTypeCode='130')]/cac:Attachment/cac:ExternalReference/cbc:URI
4530,文書ヘッダ,NC46-09,NC46,09,3,0..1,文書ヘッダ参照文書添付バイナリファイル,BBIE,Document_ReferencedDocument,AttachmentBinaryObject,Code,,この文書ヘッダが参照するインボイス文書のサブタイプを識別するコード,UN01011455,BBIE,4110,,,,,1..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:InvoiceReferencedCIReferencedDocument/ram:AttachedBinaryObject,1380,IBT-125,0..1,2,Attached document,添付書類,An attached document embedded as binary object or sent together with the invoice.,バイナリオブジェクトとして埋め込まれた、または請求書と一緒に送られた添付書類。,,/Invoice/cac:AdditionalDocumentReference[not(cbc:DocumentTypeCode='130')]/cac:Attachment/cbc:EmbeddedDocumentBinaryObject
4540,文書ヘッダ,NC46-10,NC46,10,3,0..1,文書ヘッダ参照文書添付バイナリファイルmimeコード,BBIE,Document_ReferencedDocument,AttachmentBinaryObjectMIMECode,Code,,,UN01006021,attribute,4120,,,,,0..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:InvoiceReferencedCIReferencedDocument/ram:AttachedBinaryObject/@mimeCode,1390,ibt-125-1,1..1,3,Attached document Mime code,添付書類MIMEコード,Allowed mime codes:\napplication/pdf\nimage/png\nimage/jpeg\ntext/csv\napplication/vnd.openxmlformats-officedocument.spreadsheetml.sheet\napplication/vnd.oasis.opendocument. spreadsheet,許可されているMIMEコード:\napplication/pdf\nimage/png\nimage/jpeg\ntext/csv\napplication/vnd.openxmlformats-officedocument.spreadsheetml.sheet\napplication/vnd.oasis.opendocument. Spreadsheet,,/Invoice/cac:AdditionalDocumentReference[not(cbc:DocumentTypeCode='130')]/cac:Attachment/cbc:EmbeddedDocumentBinaryObject/@mimeCode
4550,文書ヘッダ,NC46-11,NC46,11,3,0..1,文書ヘッダ参照文書添付バイナリファイルファイル名,BBIE,Document_ReferencedDocument,AttachmentBinaryObjectFileName,Code,,,UN01006019,attribute,4130,,,,,0..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:InvoiceReferencedCIReferencedDocument/ram:AttachedSpecifiedBinaryFile/@fileName,1400,ibt-125-2,1..1,3,Attached document Filename,添付書類ファイル名,,,,/Invoice/cac:AdditionalDocumentReference[not(cbc:DocumentTypeCode='130')]/cac:Attachment/cbc:EmbeddedDocumentBinaryObject/@filename
4560,文書ヘッダ,NC39-NC47,NC39,NC47,2,0..n,文書ヘッダ付加文書,ASBIE,InvoiceDocument,AdditionalReferenced,__,Additional_ReferencedDocument,文書ヘッダ決済の付加文書に関するグループ,UN01006005,ASBIE,4340,ICL70,文書ヘッダ決済／付加文書グループ,文書ヘッダ決済の付加文書に関するグループ,,0..1,5,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:AdditionalReferencedCIReferencedDocument,,,,,,,,,,
4570,文書ヘッダ,NC47-01,NC47,01,3,1..1,文書ヘッダ付加文書番号,BBIE,Additional_ReferencedDocument,IssuerAssignedID,Document Reference,,この文書ヘッダ付加文書の文書番号,UN01005580,BBIE,4350,IID295,文書ヘッダ付加文書番号,この文書ヘッダ付加文書の文書番号,?,1..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:AdditionalReferencedCIReferencedDocument/ram:IssuerAssignedID,,,,,,,,,,
4580,文書ヘッダ,NC47-02,NC47,02,3,0..1,文書ヘッダ参照付加文書発行日,BBIE,Additional_ReferencedDocument,IssueDateTime,Date,,この文書ヘッダ付加文書に記載の発行日付,UN01005582,BBIE,4360,IID296,文書ヘッダ参照付加文書発行日,この文書ヘッダ付加文書に記載の発行日付,,0..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:AdditionalReferencedCIReferencedDocument/ram:IssueDateTime/udt:DateTimeString,,,,,,,,,,
4590,文書ヘッダ,NC47-03,NC47,03,3,0..1,文書ヘッダ付加文書参照タイプコード,BBIE,Additional_ReferencedDocument,ReferenceTypeCode,Code,,この文書ヘッダ付加文書の参照タイプを識別するコード。\nデフォルト属性＝null,UN01005586,BBIE,4370,IID297,文書ヘッダ付加文書参照タイプコード,この文書ヘッダ付加文書の参照タイプを識別するコード。\nデフォルト属性＝null,,0..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:AdditionalReferencedCIReferencedDocument/ram:ReferenceTypeCode,,,,,,,,,,
4600,文書ヘッダ,NC47-04,NC47,04,3,0..1,文書ヘッダ付加文書履歴番号,BBIE,Additional_ReferencedDocument,RevisionID,Code,,この文書ヘッダ付加文書の変更履歴を管理する番号。,UN01005588,BBIE,4380,IID298,文書ヘッダ付加文書履歴番号,この文書ヘッダ付加文書の変更履歴を管理する番号。,,0..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:AdditionalReferencedCIReferencedDocument/ram:RevisionID,,,,,,,,,,
4610,文書ヘッダ,NC47-05,NC47,05,3,0..1,文書ヘッダ付加文書説明,BBIE,Additional_ReferencedDocument,Information,Text,,この文書ヘッダ付加文書の説明,UN01006415,BBIE,4390,IID299,文書ヘッダ付加文書説明,この文書ヘッダ付加文書の説明,,0..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:AdditionalReferencedCIReferencedDocument/ram:Information,,,,,,,,,,
4620,文書ヘッダ,NC47-06,NC47,06,3,0..1,文書ヘッダ付加文書タイプ,BBIE,Additional_ReferencedDocument,TypeCode,Code,,この文書ヘッダ付加文書のタイプを識別するコード\n属性＝「758」(Tender：入札書)の場合\n　　　　→JP-PINT[IBT-017]へマッピング,UN01009672,BBIE,4400,IID300,文書ヘッダ付加文書タイプ,この文書ヘッダ付加文書のタイプを識別するコード\n属性＝「758」(Tender：入札書)の場合\n　　　　→JP-PINT[IBT-017]へマッピング,?,1..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:AdditionalReferencedCIReferencedDocument/ram:TypeCode,,,,,,,,,,
4630,文書ヘッダ,NC47-07,NC47,07,3,0..1,文書ヘッダ付加文書添付ファイル,BBIE,Additional_ReferencedDocument,AttachmentBinaryObject,Code,,この文書ヘッダ付加文書の添付バイナリファイルの有無を識別するコード\nなしの場合はNULL（デファクト）\nありの場合はヘッダの添付バイナリファイル識別子（UN01006015）を指定する。,UN01011455,BBIE,4410,IID301,文書ヘッダ付加文書添付ファイル,この文書ヘッダ付加文書の添付バイナリファイルの有無を識別するコード\nなしの場合はNULL（デファクト）\nありの場合はヘッダの添付バイナリファイル識別子（UN01006015）を指定する。,,0..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:AdditionalReferencedCIReferencedDocument/ram:AttachmentBinaryObject,,,,,,,,,,
4640,文書ヘッダ,NC47-08,NC47,08,3,0..1,文書ヘッダ付加文書サブタイプコード,BBIE,Additional_ReferencedDocument,SubtypeCode,Code,,この文書ヘッダ付加文書のサブタイプを識別するコード,UN01014899,BBIE,4420,IID302,文書ヘッダ付加文書サブタイプコード,この文書ヘッダ付加文書のサブタイプを識別するコード,?,1..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:AdditionalReferencedCIReferencedDocument/ram:SubtypeCode,,,,,,,,,,
4650,文書ヘッダ,,,,,,,,,,,,,UN01005991,ASBIE,4430,,文書ヘッダ／配送グループ,文書ヘッダの配送に関する情報からなるグループ。,,0..1,4,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeDelivery,,,,,,,,,,
4660,文書ヘッダ,NC39-NC48,NC39,NC48,2,0..n,出荷回答書,ASBIE,InvoiceDocument,ReceivingAdviceReferenced,__,ReceivingAdvice_ReferencedDocument,この文書ヘッダが参照する出荷回答書のグループ,UN01006040,ASBIE,4440,ICL56,文書ヘッダ配送／参照出荷回答書グループ,この文書ヘッダが参照する出荷回答書のグループ,,0..n,5,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeDelivery/ram:ReceivingAdviceReferencedCIReferencedDocument,1250,,0..1,,,,,,,/Invoice/cac:DespatchDocumentReference
4670,文書ヘッダ,NC48-01,NC48,01,3,1..1,文書ヘッダ参照出荷回答書番号,BBIE,ReceivingAdvice_ReferencedDocument,IssuerAssignedID,Document Reference,,この文書ヘッダが参照する発注者が付番した出荷回答書番号,UN01005580,BBIE,4450,IID235,（文書ヘッダ参照）出荷回答書番号,この文書ヘッダが参照する発注者が付番した出荷回答書番号,,1..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeDelivery/ram:ReceivingAdviceReferencedCIReferencedDocument/ram:IssuerAssignedID,1260,IBT-016,0..1,1,Despatch advice reference,出荷案内書参照,An identifier of a referenced despatch advice.,参照する出荷案内書に売り手が付番した番号。,,/Invoice/cac:DespatchDocumentReference/cbc:ID
4680,文書ヘッダ,NC48-02,NC48,02,3,0..1,文書ヘッダ参照出荷回答書履歴番号,BBIE,ReceivingAdvice_ReferencedDocument,RevisionID,Code,,この文書ヘッダが参照する出荷回答書の変更履歴を管理する番号。,UN01005588,BBIE,4460,IID236,（文書ヘッダ参照）出荷回答書履歴番号,この文書ヘッダが参照する出荷回答書の変更履歴を管理する番号。,,0..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeDelivery/ram:ReceivingAdviceReferencedCIReferencedDocument/ram:RevisionID,,,,,,,,,,
4690,文書ヘッダ,NC48-03,NC48,03,3,0..1,文書ヘッダ参照出荷回答書タイプコード,BBIE,ReceivingAdvice_ReferencedDocument,TypeCode,Code,,この文書ヘッダが参照する出荷回答書のタイプを識別するコード\n＝「632」（Goods receipt）（デフォルト）,UN01009672,BBIE,4470,IID237,（文書ヘッダ参照）出荷回答書タイプコード,この文書ヘッダが参照する出荷回答書のタイプを識別するコード\n＝「632」（Goods receipt）（デフォルト）,?,1..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeDelivery/ram:ReceivingAdviceReferencedCIReferencedDocument/ram:TypeCode,,,,,,,,,,
4700,文書ヘッダ,NC48-04,NC48,04,3,0..1,文書ヘッダ参照文書サブタイプコード,BBIE,ReceivingAdvice_ReferencedDocument,SubtypeCode,Code,,この文書ヘッダが参照する出荷回答書のサブタイプを識別するコード\n＝[63201](出荷回答書：デフォルト）,UN01014899,BBIE,4480,IID238,（文書ヘッダ参照）文書サブタイプコード,この文書ヘッダが参照する出荷回答書のサブタイプを識別するコード\n＝[63201](出荷回答書：デフォルト）,?,1..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeDelivery/ram:ReceivingAdviceReferencedCIReferencedDocument/ram:SubtypeCode,,,,,,,,,,
4710,文書ヘッダ,NC39-NC49,NC39,NC49,2,0..n,参照納品書,ASBIE,InvoiceDocument,DespatchAdviceReferenced,__,DespatchAdvice_ReferencedDocument,明細文書が参照する納品書のクラス,UN01006041,ASBIE,4490,ICL55,文書ヘッダ配送／参照納品書グループ,この文書ヘッダが参照する納品書（出荷案内書、送り状等）のグループ,,0..n,5,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeDelivery/ram:DespatchAdviceReferencedCIReferencedDocument,3080,,0..n,,,,,,,/Invoice/cac:InvoiceLine/cac:DespatchLineReference
4720,文書ヘッダ,,,,,,,,,,,,,,,,,,,,,,,3090,,1..1,,,,,,NA,/Invoice/cac:InvoiceLine/cac:DespatchLineReference/cbc:LineID
4730,文書ヘッダ,NC49-01,NC49,01,3,1..1,参照納品書番号,BBIE,DespatchAdvice_ReferencedDocument,IssuerAssignedID,Document Reference,,この明細文書が参照する売り手が付番した納品書番号,UN01005580,BBIE,4500,IID230,（参照）納品書番号,この明細文書が参照する受注者が付番した納品書番号,,1..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeDelivery/ram:DespatchAdviceReferencedCIReferencedDocument/ram:IssuerAssignedID,3100,IBT-184,1..1,2,Despatch advice reference,出荷案内書参照,An identifier for a referenced despatch advice.,この請求書が参照する出荷案内書を参照するためのID。,,/Invoice/cac:InvoiceLine/cac:DespatchLineReference/cac:DocumentReference/cbc:ID
4740,文書ヘッダ,NC49-02,NC49,02,3,0..1,参照納品書履歴番号,BBIE,DespatchAdvice_ReferencedDocument,RevisionID,Code,,この明細文書が参照する納品書の変更履歴を管理する番号。,UN01005588,BBIE,4510,IID231,（参照）納品書履歴番号,この明細文書が参照する納品書の変更履歴を管理する番号。,,0..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeDelivery/ram:DespatchAdviceReferencedCIReferencedDocument/ram:RevisionID,,,,,,,,,,
4750,文書ヘッダ,NC49-03,NC49,03,3,1..1,参照納品書タイプコード,BBIE,DespatchAdvice_ReferencedDocument,TypeCode,Code,,この明細文書が参照する納品書のタイプを識別するコード\nデフォルトは「納品書」,UN01009672,BBIE,4520,IID232,（参照）納品書タイプコード,この明細文書が参照する納品書のタイプを識別するコード\nデフォルトは「納品書」,?,1..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeDelivery/ram:DespatchAdviceReferencedCIReferencedDocument/ram:TypeCode,,,,,,,,,,
4760,文書ヘッダ,NC49-04,NC49,04,3,1..1,参照納品書類型コード,BBIE,DespatchAdvice_ReferencedDocument,CategoryCode,Code,,この明細文書が参照する納品書の類型（適格請求書等対応、適格請求書等部分対応、適格請求書非適合）を識別するコード\nデフォルトは「適格請求書非適合」,UN01013318,BBIE,4530,IID233,（参照）納品書類型コード,この明細文書が参照する納品書の類型（適格請求書等対応、適格請求書等部分対応、適格請求書非適合）を識別するコード\nデフォルトは「適格請求書非適合」,?,1..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeDelivery/ram:DespatchAdviceReferencedCIReferencedDocument/ram:CategoryCode,,,,,,,,,,
4770,文書ヘッダ,NC49-05,NC49,05,3,1..1,参照文書サブタイプコード,BBIE,DespatchAdvice_ReferencedDocument,SubtypeCode,Code,,この明細文書が参照する納品書のサブタイプを識別するコード\nデフォルトは「納品書」,UN01014899,BBIE,4540,IID234,（参照）文書サブタイプコード,この明細文書が参照する納品書のサブタイプを識別するコード\nデフォルトは「納品書」,?,1..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeDelivery/ram:DespatchAdviceReferencedCIReferencedDocument/ram:SubtypeCode,,,,,,,,,,
4780,文書ヘッダ,NC39-NC50,NC39,NC50,2,0..1,納入先,ASBIE,InvoiceDocument,ShipTo,__,ShipTo_ Party,納入先に関する情報のグループ,UN01005980,ASBIE,4550,ICL52,文書ヘッダ配送／納入先グループ,この文書ヘッダの納入先に関するグループ,,0..1,5,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeDelivery/ram:ShipToCITradeParty,2130,IBG-13,0..1,1,DELIVERY INFORMATION,納入先,A group of business terms providing information about where and when the goods and services invoiced are delivered.,財又はサービスが何時何処に納入されたかに係る情報を提供するビジネス用語のグループ。,,/Invoice/cac:Delivery
4790,文書ヘッダ,NC50-01,NC50,01,3,0..1,配送日,BBIE,ShipTo_ Party,OccurrenceDateTime,Date,,納入先へ発送した日時,UN01005628,BBIE,4560,IID229,配送日,納入先へ発送した日時,,0..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeDelivery/ram:ActualDeliveryCISupplyChainEvent/ram:OccurrenceDateTime/udt:DateTimeString,2140,IBT-072,0..1,2,Actual delivery date,実際納入日,the date on which the supply of goods or services was made or completed.,財又はサービスが納入された、あるいはすべて提供された日付。,,/Invoice/cac:Delivery/cbc:ActualDeliveryDate
4800,文書ヘッダ,NC50-02,NC50,02,3,0..1,納入先コード,BBIE,ShipTo_ Party,ID,Identifier,,納入先の企業/工場・事業所・事業部門等を表す発注者が付与したコード。,UN01005757,BBIE,4570,IID221,納入先コード,納入先の企業/工場・事業所・事業部門等を表す発注者が付与したコード。,,0..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeDelivery/ram:ShipToCITradeParty/ram:ID,2150,IBT-071,0..1,2,Deliver to location identifier,納入先ID,An identifier for the location at which the goods and services are delivered.,財又はサービスが納入された納入先の場所ID。,,/Invoice/cac:Delivery/cac:DeliveryLocation/cbc:ID
4810,文書ヘッダ,NC50-03,NC50,03,3,0..1,納入先コードスキーマID,BBIE,ShipTo_ Party,IDSchemeID,Code,,コードの発番機関コード,,,,,,,,,,,2160,IBT-071-1,0..1,2,Deliver to location identifier Scheme identifier,スキーマID,"The identification scheme identifier of the Deliver to location identifier. If used	 the identification scheme shall be chosen from the entries of the list published by the ISO/IEC 6523 maintenance agency.",納入された住所IDを発行した組織の識別スキーマID。使用する場合、識別スキーマは、ISO/IEC 6523 の保守機関によって公開されたリストから選択しなければならない。,,/Invoice/cac:Delivery/cac:DeliveryLocation/cbc:ID/@schemeID
4820,文書ヘッダ,NC50-04,NC50,04,3,0..1,納入先国際企業コード,BBIE,ShipTo_ Party,GlobalID,Identifier,,納入先企業を表す国際企業コード。中小企業共通EDIでは法人番号を利用,UN01005758,BBIE,4580,IID222,納入先国際企業コード,納入先企業を表す国際企業コード。中小企業共通EDIでは法人番号を利用,,0..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeDelivery/ram:ShipToCITradeParty/ram:GlobalID,,,,,,,,,,
4830,文書ヘッダ,NC50-05,NC50,05,3,0..1,納入先国際企業コードスキーマID,BBIE,ShipTo_ Party,GlobalIDSchemeID,Code,,コードの発番機関コード,,,,,,,,,,,,,,,,,,,,
4840,文書ヘッダ,NC50-06,NC50,06,3,0..1,納入先名称,BBIE,ShipTo_ Party,Name,Text,,納入先の企業/工場・事業所・事業部門等の名称,UN01005759,BBIE,4590,IID223,納入先名称,納入先の企業/工場・事業所・事業部門等の名称,,0..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeDelivery/ram:ShipToCITradeParty/ram:Name,2250,IBT-070,0..1,2,Deliver to party name,納入先名称,The name of the party to which the goods and services are delivered.,財又はサービスが納入された納入先の名称。,,/Invoice/cac:Delivery/cac:DeliveryParty/cac:PartyName/cbc:Name
4850,文書ヘッダ,NC50-NC51,NC50,NC51,3,0..1,納入先住所,ASBIE,ShipTo_ Party,Postal,__,ShipTo_Address,住所に関する情報のグループ,UN01005762,ASBIE,4600,ICL53,納入先／住所グループ,納入先企業の住所情報に関するグループ。,,0..1,6,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeDelivery/ram:ShipToCITradeParty/ram:PostalCITradeAddress,2170,IBG-15,0..1,2,DELIVER TO ADDRESS,納入先住所,A group of business terms providing information about the address to which goods and services invoiced were or are delivered.,請求する財又はサービスの納入先の住所に関する情報を提供するビジネス用語のグループ。,,/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address
4860,文書ヘッダ,NC51-01,NC51,01,4,0..1,納入先郵便番号,BBIE,ShipTo_Address,PostcodeCode,Code,,納入先の郵便番号,UN01005689,BBIE,4610,IID224,納入先郵便番号,納入先の郵便番号,,0..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeDelivery/ram:ShipToCITradeParty/ram:PostalCITradeAddress/ram:PostcodeCode,2210,IBT-078,0..1,3,Deliver to post code,納入先郵便番号,The identifier for an addressable group of properties according to the relevant postal service.,納入先の住所の郵便番号。,,/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:PostalZone
4870,文書ヘッダ,NC51-02,NC51,02,4,0..1,納入先住所1,BBIE,ShipTo_Address,LineOne,Text,,納入先の住所1行目,UN01005692,BBIE,4620,IID225,納入先住所1,納入先の住所1行目,,0..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeDelivery/ram:ShipToCITradeParty/ram:PostalCITradeAddress/ram:LineOne,2180,IBT-075,0..1,3,Deliver to address line 1,納入先住所欄1,The main address line in an address.,納入先の住所の主な記載欄。,,/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:StreetName
4880,文書ヘッダ,NC51-03,NC51,03,4,0..1,納入先住所2,BBIE,ShipTo_Address,LineTwo,Text,,納入先の住所2行目。,UN01005693,BBIE,4630,IID226,納入先住所2,納入先の住所2行目。,,0..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeDelivery/ram:ShipToCITradeParty/ram:PostalCITradeAddress/ram:LineTwo,2190,IBT-076,0..1,3,Deliver to address line 2,納入先住所欄2,An additional address line in an address that can be used to give further details supplementing the main line.,納入先の住所の主な記載内容に加えて詳細な情報のために使用する追加記載欄。,,/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:AdditionalStreetName
4890,文書ヘッダ,NC51-04,NC51,04,4,0..1,納入先住所3,BBIE,ShipTo_Address,LineThree,Text,,納入先の住所3行目。,UN01005694,BBIE,4640,IID227,納入先住所3,納入先の住所3行目。,,0..1,7,/rsm:SMEinvoice/rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeDelivery/ram:ShipToCITradeParty/ram:PostalCITradeAddress/ram:LineThree,2230,IBT-165,0..1,3,Deliver to address line 3,納入先住所欄3,An additional address line in an address that can be used to give further details supplementing the main line.,納入先の住所の上記の記載内容に加えてより詳細な情報のために使用する追加記載欄。,,/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cac:AddressLine/cbc:Line
4900,文書ヘッダ,NC51-05,NC51,05,4,0..1,納入先住所 市区町村,BBIE,ShipTo_Address,CityName,Text,,納入先が所在する市、町、村の通称。,,,,,,,,,,,2200,IBT-077,0..1,3,Deliver to city,納入先住所 市区町村,"The common name of the city	 town or village	 where the deliver to address is located.",納入先が所在する市、町、村の通称。,,/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:CityName
4910,文書ヘッダ,NC51-06,NC51,06,4,0..1,納入先住所 都道府県,BBIE,ShipTo_Address,CountrySubentity,Text,,納入先の住所の地方区分。,,,,,,,,,,,2220,IBT-079,0..1,3,Deliver to country subdivision,納入先住所 都道府県,The subdivision of a country.,納入先の住所の地方区分。,,/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:CountrySubentity
