UniqueID,Acronym,name,type,DictionaryEntryName,Definition
UN01005680,ABIE,CITradeAccountingAccountType,,CI_ Trade_ Accounting Account. Details,"A specific Cross Industry (CI) trade account for recording debits and credits to general accounting, cost accounting or budget accounting."
UN01005687,ABIE,CITradeAddressType,,CI_ Trade_ Address. Details,The place at which a particular Cross Industry (CI) trade related organization or person may be found or reached.
UN01005706,ABIE,CITradeAllowanceChargeType,,CI_ Trade_ Allowance Charge. Details,"A component of pricing, such as a service, promotion, allowance or charge, for Cross Industry (CI) trade purposes."
UN01005718,ABIE,CITradeContactType,,CI_ Trade_ Contact. Details,A person or a department that acts as a point of contact with another person or department in a Cross Industry (CI) trading relationship.
UN01005735,ABIE,CITradeCountryType,,CI_ Trade_ Country. Details,A geopolitical area used or referenced for Cross Industry (CI) trade purposes.
UN01005738,ABIE,CITradeCurrencyExchangeType,,CI_ Trade_ Currency Exchange. Details,The conversion of one currency to another for Cross Industry (CI) trade purposes.
UN01005756,ABIE,CITradePartyType,,CI_ Trade_ Party. Details,"An individual, a group, or a body having a role in a Cross Industry (CI) trade business function."
UN01005779,ABIE,CITradePaymentTermsType,,CI_ Trade_ Payment Terms. Details,Conditions by which payment has been or will be made for Cross Industry (CI) trade purposes.
UN01005790,ABIE,CITradePriceType,,CI_ Trade_ Price. Details,A sum of money for which something is or may be bought or sold for Cross Industry (CI) trade purposes.
UN01005809,ABIE,CITradeProductType,,CI_ Trade_ Product. Details,Any tangible output or service produced by human or mechanical effort or by a natural process for Cross Industry (CI) trade purposes.
UN01005670,ABIE,CITradeSettlementPaymentMeansType,,CI_ Trade Settlement_ Payment Means. Details,The means by which a payment will be or has been made for Cross Industry (CI) trade settlement purposes.
UN01005832,ABIE,CITradeTaxType,,CI_ Trade_ Tax. Details,"A Cross Industry (CI) trade related fiscal tax, duty or levy."
UN01005857,ABIE,CIUniversalCommunicationType,,CI_ Universal_ Communication. Details,The exchange of messages or information for Cross Industry (CI) purposes.
UN01000371,ABIE,ProcuringProjectType,,Procuring_ Project. Details,"An endeavour carefully planned to achieve a procurement of goods, works and service."
UN01006014,ABIE,SpecifiedBinaryFileType,,Specified_ Binary File. Details,A specified computer file or program stored in a binary format.
UN01004493,ABIE,TradeSettlementFinancialCardType,,Trade Settlement_ Financial Card. Details,A card used to represent a financial account for a trade settlement.
