Semmantic Sort,ID,Section,PINT Cardinality,Aligned,Aligned Cardinality,Level,Business Term,名称,Semantic datatype,Desc,定義,Explanation,解説,Example,Syntax Sort,UBL element,UBL datatype,UBL syntax binding,selectors,UBL syntax binding XPath,Restricted syntax cardinality,UBL Occurrence
1790,ibt-058,Shared,0..1,,0..1,2,Buyer contact email address,買い手連絡先電子メールアドレス,Text,An e-mail address for the contact point.,買い手の連絡先電子メールアドレス。,,,purchaser@△yamabussan.co.jp,2170,cbc:ElectronicMail,udt:TextType,ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:Contact/cbc:ElectronicMail,,/ubl:Invoice/cac:AccountingCustomerParty/cac:Party/cac:Contact/cbc:ElectronicMail,0..1,0..1
1800,ibg-10,Shared,0..1,,0..1,0,PAYEE,支払先,,"A group of business terms providing information about the Payee	 i.e. the role that receives the payment.",支払先に係る情報を提供するビジネス用語のグループ。,,,,2180,cac:PayeeParty,cac:PartyType,ubl:Invoice/cac:PayeeParty,,/ubl:Invoice/cac:PayeeParty,0..1,0..1
,,,,,,,,,,,,,,,2190,cac:PartyIdentification,cac:PartyIdentificationType,ubl:Invoice/cac:PayeeParty/cac:PartyIdentification,,/ubl:Invoice/cac:PayeeParty/cac:PartyIdentification,0..1,0..n
1820,ibt-060,Shared,0..1,,0..1,1,Payee identifier,支払先ID,Identifier,An identifier for the Payee.,支払先のID。,,,123456:000124:0147:1,2200,cbc:ID,udt:IdentifierType,ubl:Invoice/cac:PayeeParty/cac:PartyIdentification/cbc:ID,,/ubl:Invoice/cac:PayeeParty/cac:PartyIdentification/cbc:ID,1..1,1..1
1830,ibt-060-1,Shared,0..1,,0..1,1,Payee identifier Scheme identifier,スキーマID,Code,"If used	 the identification scheme shall be chosen from the entries of the list published by the ISO/IEC 6523 maintenance agency.",使用する場合、識別スキーマは、ISO/ IEC 6523 保守機関として公開されたリストから選択しなければならない。,,この欄には発番機関がISO/IEC 6523 保守機関として登録された番号を記載する。,0147,2210,@schemeID,xsd:normalizedString,ubl:Invoice/cac:PayeeParty/cac:PartyIdentification/cbc:ID/@schemeID,,/ubl:Invoice/cac:PayeeParty/cac:PartyIdentification/cbc:ID/@schemeID,0..1,0..1
,,,,,,,,,,,,,,,2220,cac:PartyName,cac:PartyNameType,ubl:Invoice/cac:PayeeParty/cac:PartyName,,/ubl:Invoice/cac:PayeeParty/cac:PartyName,1..1,0..n
1810,ibt-059,Shared,1..1,,1..1,1,Payee name,支払先名称,Text,The name of the Payee.,支払先の名称。,,,Payee party,2230,cbc:Name,udt:NameType,ubl:Invoice/cac:PayeeParty/cac:PartyName/cbc:Name,,/ubl:Invoice/cac:PayeeParty/cac:PartyName/cbc:Name,1..1,1..1
,,,,,,,,,,,,,,,2240,cac:PartyLegalEntity,cac:PartyLegalEntityType,ubl:Invoice/cac:PayeeParty/cac:PartyLegalEntity,,/ubl:Invoice/cac:PayeeParty/cac:PartyLegalEntity,0..1,0..n
1840,ibt-061,Shared,0..1,,0..1,1,Payee legal registration identifier,支払先登録企業ID,Identifier,An identifier issued by an official registrar that identifies the Payee as a legal entity or person.,公的登録機関が発行した公的識別子としての支払先の国際企業ID。,,,123456:000124:0147:1,2250,cbc:CompanyID,udt:IdentifierType,ubl:Invoice/cac:PayeeParty/cac:PartyLegalEntity/cbc:CompanyID,,/ubl:Invoice/cac:PayeeParty/cac:PartyLegalEntity/cbc:CompanyID,1..1,0..1
1850,ibt-061-1,Shared,0..1,,0..1,2,Payee legal registration identifier Scheme identifier,スキーマID,Code,"If used	 the identification scheme shall be chosen from the entries of the list published by the ISO/IEC 6523 maintenance agency.",使用する場合、公的機登録機関の識別スキーマは、ISO/IEC6523保守機関として公開されているリストから選択しなければならない。,,この欄には発番機関がISO/IEC 6523 保守機関として登録された番号を記載する。,0147,2260,@schemeID,xsd:normalizedString,ubl:Invoice/cac:PayeeParty/cac:PartyLegalEntity/cbc:CompanyID/@schemeID,,/ubl:Invoice/cac:PayeeParty/cac:PartyLegalEntity/cbc:CompanyID/@schemeID,0..1,0..1
1860,ibg-11,Aligned,0..1,,0..1,0,SELLER TAX REPRESENTATIVE PARTY,売り手税務代理人,,A group of business terms providing information about the Seller’s tax representative.,売り手の税務代理人に係る情報を提供するビジネス用語のグループ。,Tax representative party for the seller is relevant for sellers delivering goods and services in a country without having a permanent establishment in that country. In such cases information on the tax representative shall be included in the invoice.,売り手の税務代理人は、その国に恒久的施設を持たずに商品やサービスを提供する売り手に関連している。 そのような場合、税務代理人に関する情報が請求書に含まれるものとする。,,2270,cac:TaxRepresentativeParty,cac:PartyType,ubl:Invoice/cac:TaxRepresentativeParty,,/ubl:Invoice/cac:TaxRepresentativeParty,0..1,0..1
,,,,,,,,,,,,,,,2280,cac:PartyName,cac:PartyNameType,ubl:Invoice/cac:TaxRepresentativeParty/cac:PartyName,,/ubl:Invoice/cac:TaxRepresentativeParty/cac:PartyName,1..1,0..n
1870,ibt-062,Aligned,1..1,,1..1,1,Seller tax representative name,売り手税務代理人名称,Text,The full name of the Seller’s tax representative party.,売り手の税務代理人の名称。,,,,2290,cbc:Name,udt:NameType,ubl:Invoice/cac:TaxRepresentativeParty/cac:PartyName/cbc:Name,,/ubl:Invoice/cac:TaxRepresentativeParty/cac:PartyName/cbc:Name,1..1,1..1
1890,ibg-12,Aligned,1..1,,1..1,1,SELLER TAX REPRESENTATIVE POSTAL ADDRESS,売り手税務代理人住所,,A group of business terms providing information about the postal address for the tax representative party.,税務代理人の住所に関する情報を提供するビジネス用語のグループ。,,,,2300,cac:PostalAddress,cac:AddressType,ubl:Invoice/cac:TaxRepresentativeParty/cac:PostalAddress,,/ubl:Invoice/cac:TaxRepresentativeParty/cac:PostalAddress,1..1,0..1
1900,ibt-064,Aligned,0..1,,0..1,2,Tax representative address line 1,税務代理人住所欄1,Text,The main address line in an address.,税務代理人の住所の主な記載欄。,,,,2310,cbc:StreetName,udt:NameType,ubl:Invoice/cac:TaxRepresentativeParty/cac:PostalAddress/cbc:StreetName,,/ubl:Invoice/cac:TaxRepresentativeParty/cac:PostalAddress/cbc:StreetName,0..1,0..1
1910,ibt-065,Aligned,0..1,,0..1,2,Tax representative address line 2,税務代理人住所欄2,Text,An additional address line in an address that can be used to give further details supplementing the main line.,税務代理人の住所の主な記載内容に加えて詳細な情報のために使用する追加記載欄。,,,,2320,cbc:AdditionalStreetName,udt:NameType,ubl:Invoice/cac:TaxRepresentativeParty/cac:PostalAddress/cbc:AdditionalStreetName,,/ubl:Invoice/cac:TaxRepresentativeParty/cac:PostalAddress/cbc:AdditionalStreetName,0..1,0..1
1930,ibt-066,Aligned,0..1,,0..1,2,Tax representative city,税務代理人住所 市区町村,Text,"The common name of the city	 town or village	 where the tax representative address is located.",税務代理人が所在する市、町、村の通称。,,,,2330,cbc:CityName,udt:NameType,ubl:Invoice/cac:TaxRepresentativeParty/cac:PostalAddress/cbc:CityName,,/ubl:Invoice/cac:TaxRepresentativeParty/cac:PostalAddress/cbc:CityName,0..1,0..1
1940,ibt-067,Aligned,0..1,,0..1,2,Tax representative post code,税務代理人郵便番号,Text,The identifier for an addressable group of properties according to the relevant postal service.,税務代理人の住所の郵便番号。,,,,2340,cbc:PostalZone,udt:TextType,ubl:Invoice/cac:TaxRepresentativeParty/cac:PostalAddress/cbc:PostalZone,,/ubl:Invoice/cac:TaxRepresentativeParty/cac:PostalAddress/cbc:PostalZone,0..1,0..1
1950,ibt-068,Aligned,0..1,,0..1,2,Tax representative country subdivision,税務代理人住所 都道府県,Text,The subdivision of a country.,税務代理人の住所の地方区分。,,日本の場合は、都道府県。,,2350,cbc:CountrySubentity,udt:TextType,ubl:Invoice/cac:TaxRepresentativeParty/cac:PostalAddress/cbc:CountrySubentity,,/ubl:Invoice/cac:TaxRepresentativeParty/cac:PostalAddress/cbc:CountrySubentity,0..1,0..1
,,,,,,,,,,,,,,,2360,cac:AddressLine,cac:AddressLineType,ubl:Invoice/cac:TaxRepresentativeParty/cac:PostalAddress/cac:AddressLine,,/ubl:Invoice/cac:TaxRepresentativeParty/cac:PostalAddress/cac:AddressLine,0..1,0..n
1920,ibt-164,Aligned,0..1,,0..1,2,Tax representative address line 3,税務代理人住所欄3,Text,An additional address line in an address that can be used to give further details supplementing the main line.,税務代理人の住所の上記の記載内容に加えてより詳細な情報のために使用する追加記載欄。,,,,2370,cbc:Line,udt:TextType,ubl:Invoice/cac:TaxRepresentativeParty/cac:PostalAddress/cac:AddressLine/cbc:Line,,/ubl:Invoice/cac:TaxRepresentativeParty/cac:PostalAddress/cac:AddressLine/cbc:Line,1..1,1..1
,,,,,,,,,,,,,,,2380,cac:Country,cac:CountryType,ubl:Invoice/cac:TaxRepresentativeParty/cac:PostalAddress/cac:Country,,/ubl:Invoice/cac:TaxRepresentativeParty/cac:PostalAddress/cac:Country,1..1,0..1
1960,ibt-069,Aligned,1..1,,1..1,2,Tax representative country code,税務代理人国コード,Code,A code that identifies the country.,税務代理人の住所の国コード。,,ISO 3166で規定されたアルファベット2文字のコード。,,2390,cbc:IdentificationCode,udt:CodeType,ubl:Invoice/cac:TaxRepresentativeParty/cac:PostalAddress/cac:Country/cbc:IdentificationCode,,/ubl:Invoice/cac:TaxRepresentativeParty/cac:PostalAddress/cac:Country/cbc:IdentificationCode,1..1,0..1
,,,,,,,,,,,,,,,2400,cac:PartyTaxScheme,cac:PartyTaxSchemeType,ubl:Invoice/cac:TaxRepresentativeParty/cac:PartyTaxScheme,,/ubl:Invoice/cac:TaxRepresentativeParty/cac:PartyTaxScheme,1..1,0..n
1880,ibt-063,Aligned,1..1,,1..1,1,Seller tax representative TAX identifier,売り手税務代理人税ID,Identifier,The TAX identifier of the Seller’s tax representative party.,売り手の税務代理人の税ID。,,日本の場合は、国税庁が発行する税務代理人の適格請求書発行事業者登録番号(T+法人番号)。,,2410,cbc:CompanyID,udt:IdentifierType,ubl:Invoice/cac:TaxRepresentativeParty/cac:PartyTaxScheme/cbc:CompanyID,,/ubl:Invoice/cac:TaxRepresentativeParty/cac:PartyTaxScheme/cbc:CompanyID,1..1,0..1
,,,,,,,,,,,,,,,2420,cac:TaxScheme,cac:TaxSchemeType,ubl:Invoice/cac:TaxRepresentativeParty/cac:PartyTaxScheme/cac:TaxScheme,,/ubl:Invoice/cac:TaxRepresentativeParty/cac:PartyTaxScheme/cac:TaxScheme,1..1,1..1
,,,,,,,,,,,,,,,2430,cbc:ID,udt:IdentifierType,ubl:Invoice/cac:TaxRepresentativeParty/cac:PartyTaxScheme/cac:TaxScheme/cbc:ID,,/ubl:Invoice/cac:TaxRepresentativeParty/cac:PartyTaxScheme/cac:TaxScheme/cbc:ID,1..1,0..1
1970,ibg-13,Shared,0..1,,0..1,0,DELIVERY INFORMATION,納入先,,A group of business terms providing information about where and when the goods and services invoiced are delivered.,財又はサービスが何時何処に納入されたかに係る情報を提供するビジネス用語のグループ。,"Delivery details may be given at document level. 
Place and date of delivery is recommended	 and should be sent unless this does not affect the ability to ensure the correctness of the invoice. 
The delivery element contains information on name	 address and delivery location identifier /*/cac:Delivery/cac:DeliveryLocation/cbc:ID which may be used if the place of delivery is defined through an identifier. For example GLN (Global Location Number)issued by GS1.","配達の詳細を文書 レベルで指定できる。
配達の場所と日付の記載が推奨されており、これが請求書の正確性を保証する能力に影響しない限り、送信する必要がある。
このグループには、名前、住所、および配送場所識別子 /*/cac:Delivery/cac:DeliveryLocation/cbc:ID に関する情報が含まれ、 たとえば、GS1 が発行する GLN (Global Location Number)などの識別子によって配送場所が定義されている場合に使用できる。",,2440,cac:Delivery,cac:DeliveryType,ubl:Invoice/cac:Delivery,,/ubl:Invoice/cac:Delivery,0..1,0..n
2010,ibt-072,Shared,0..1,,0..1,1,Actual delivery date,実際納入日,Date,the date on which the supply of goods or services was made or completed.,財又はサービスが納入された、あるいはすべて提供された日付。,The date is described in the Christian era and is YYYY-MM-DD. ,日付表示は西暦表示で、YYYY-MM-DD となる。,2023-10-18,2450,cbc:ActualDeliveryDate,udt:DateType,ubl:Invoice/cac:Delivery/cbc:ActualDeliveryDate,,/ubl:Invoice/cac:Delivery/cbc:ActualDeliveryDate,0..1,0..1
,,,,,,,,,,,,,,,2460,cac:DeliveryLocation,cac:LocationType,ubl:Invoice/cac:Delivery/cac:DeliveryLocation,,/ubl:Invoice/cac:Delivery/cac:DeliveryLocation,0..1,0..1
1990,ibt-071,Shared,0..1,,0..1,1,Deliver to location identifier,納入先ID,Identifier,An identifier for the location at which the goods and services are delivered.,財又はサービスが納入された納入先の場所ID。,,,123456:000123:0147:1,2470,cbc:ID,udt:IdentifierType,ubl:Invoice/cac:Delivery/cac:DeliveryLocation/cbc:ID,,/ubl:Invoice/cac:Delivery/cac:DeliveryLocation/cbc:ID,0..1,0..1
2000,ibt-071-1,Shared,0..1,,0..1,1,Deliver to location identifier Scheme identifier,スキーマID,Code,"The identification scheme identifier of the Deliver to location identifier. If used	 the identification scheme shall be chosen from the entries of the list published by the ISO/IEC 6523 maintenance agency.",納入された住所IDを発行した組織の識別スキーマID。使用する場合、識別スキーマは、ISO/IEC 6523 の保守機関によって公開されたリストから選択しなければならない。,"For example	 0147 Standard Company Code. Partner identification code which is registered with JIPDEC/ECPC. Issuing agency: JIPDEC	 Japan. It consists of company identification number (6 digit) + sub-number (6 digit). Company identification number (6 digit) is issued by JIPDEC	 on the other hand	 sub-number (6 digit)	 which is for identifying branch or division inside company	 is issued and managed by each company.",この欄には発番機関がISO/IEC 6523 保守機関として登録された番号を記載する。,0147,2480,@schemeID,xsd:normalizedString,ubl:Invoice/cac:Delivery/cac:DeliveryLocation/cbc:ID/@schemeID,,/ubl:Invoice/cac:Delivery/cac:DeliveryLocation/cbc:ID/@schemeID,0..1,0..1
2050,ibg-15,Shared,0..1,,0..1,1,DELIVER TO ADDRESS,納入先住所,,A group of business terms providing information about the address to which goods and services invoiced were or are delivered.,請求する財又はサービスの納入先の住所に関する情報を提供するビジネス用語のグループ。,,,,2490,cac:Address,cac:AddressType,ubl:Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address,,/ubl:Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address,0..1,0..1
2060,ibt-075,Shared,0..1,,0..1,2,Deliver to address line 1,納入先住所欄1,Text,The main address line in an address.,納入先の住所の主な記載欄。,,,北xx条西XX-X,2500,cbc:StreetName,udt:NameType,ubl:Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:StreetName,,/ubl:Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:StreetName,0..1,0..1
2070,ibt-076,Shared,0..1,,0..1,2,Deliver to address line 2,納入先住所欄2,Text,An additional address line in an address that can be used to give further details supplementing the main line.,納入先の住所の主な記載内容に加えて詳細な情報のために使用する追加記載欄。,,,札幌第3倉庫,2510,cbc:AdditionalStreetName,udt:NameType,ubl:Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:AdditionalStreetName,,/ubl:Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:AdditionalStreetName,0..1,0..1
2090,ibt-077,Shared,0..1,,0..1,2,Deliver to city,納入先住所 市区町村,Text,"The common name of the city	 town or village	 where the deliver to address is located.",納入先が所在する市、町、村の通称。,,,札幌市,2520,cbc:CityName,udt:NameType,ubl:Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:CityName,,/ubl:Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:CityName,0..1,0..1
2100,ibt-078,Shared,0..1,,0..1,2,Deliver to post code,納入先郵便番号,Text,The identifier for an addressable group of properties according to the relevant postal service.,納入先の住所の郵便番号。,,,001-xxxx,2530,cbc:PostalZone,udt:TextType,ubl:Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:PostalZone,,/ubl:Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:PostalZone,0..1,0..1
2110,ibt-079,Shared,0..1,,0..1,2,Deliver to country subdivision,納入先住所 都道府県,Text,The subdivision of a country.,納入先の住所の地方区分。,,日本の場合は、都道府県。,北海道,2540,cbc:CountrySubentity,udt:TextType,ubl:Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:CountrySubentity,,/ubl:Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:CountrySubentity,0..1,0..1
,,,,,,,,,,,,,,,2550,cac:AddressLine,cac:AddressLineType,ubl:Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cac:AddressLine,,/ubl:Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cac:AddressLine,0..1,0..n
2080,ibt-165,Shared,0..1,,0..1,2,Deliver to address line 3,納入先住所欄3,Text,An additional address line in an address that can be used to give further details supplementing the main line.,納入先の住所の上記の記載内容に加えてより詳細な情報のために使用する追加記載欄。,,,Gate 15,2560,cbc:Line,udt:TextType,ubl:Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cac:AddressLine/cbc:Line,,/ubl:Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cac:AddressLine/cbc:Line,1..1,1..1
,,,,,,,,,,,,,,,2570,cac:Country,cac:CountryType,ubl:Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cac:Country,,/ubl:Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cac:Country,1..1,0..1
2120,ibt-080,Shared,1..1,,1..1,2,Deliver to country code,納入先国コード,Code,A code that identifies the country.,納入先の住所の国コード。,,ISO 3166で規定されたアルファベット2文字のコード。,JP,2580,cbc:IdentificationCode,udt:CodeType,ubl:Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cac:Country/cbc:IdentificationCode,,/ubl:Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cac:Country/cbc:IdentificationCode,1..1,0..1
,,,,,,,,,,,,,,,2590,cac:DeliveryParty,cac:PartyType,ubl:Invoice/cac:Delivery/cac:DeliveryParty,,/ubl:Invoice/cac:Delivery/cac:DeliveryParty,0..1,0..1
,,,,,,,,,,,,,,,2600,cac:PartyName,cac:PartyNameType,ubl:Invoice/cac:Delivery/cac:DeliveryParty/cac:PartyName,,/ubl:Invoice/cac:Delivery/cac:DeliveryParty/cac:PartyName,1..1,0..n
1980,ibt-070,Shared,0..1,,0..1,1,Deliver to party name,納入先名称,Text,The name of the party to which the goods and services are delivered.,財又はサービスが納入された納入先の名称。,,,株式会社 △山物産 札幌支社,2610,cbc:Name,udt:NameType,ubl:Invoice/cac:Delivery/cac:DeliveryParty/cac:PartyName/cbc:Name,,/ubl:Invoice/cac:Delivery/cac:DeliveryParty/cac:PartyName/cbc:Name,1..1,1..1
2130,ibg-16,Aligned,0..n,,0..n,0,PAYMENT INSTRUCTIONS,支払指示,,A group of business terms providing information about the payment.,取引条件のうち支払に関する情報を提供するビジネス用語のグループ。,,,,2620,cac:PaymentMeans,cac:PaymentMeansType,ubl:Invoice/cac:PaymentMeans,,/ubl:Invoice/cac:PaymentMeans,0..n,0..n
2140,ibt-178,Aligned,0..1,,0..1,1,Payment Instructions ID,支払指示ID,Identifier,An identifier for the payment instructions.,各支払指示に対して割り当てられるID。,,,,2630,cbc:ID,udt:IdentifierType,ubl:Invoice/cac:PaymentMeans/cbc:ID,,/ubl:Invoice/cac:PaymentMeans/cbc:ID,0..1,0..1
2150,ibt-081,Aligned,1..1,,1..1,1,Payment means type code,支払手段タイプコード,Code,"The means	 expressed as code	 for how a payment is expected to be or has been settled.",取引決済手段のタイプを識別するコード。,,,30,2640,cbc:PaymentMeansCode,udt:CodeType,ubl:Invoice/cac:PaymentMeans/cbc:PaymentMeansCode,,/ubl:Invoice/cac:PaymentMeans/cbc:PaymentMeansCode,1..1,1..1
2160,ibt-082,Shared,0..1,,0..1,1,Payment means text,支払手段内容説明,Text,A textual description of the means/methods by which the payment is expected to be or has been settled.,取引決済手段を説明するテキスト。,,,Credit transfer,2650,@name,xsd:string,ubl:Invoice/cac:PaymentMeans/cbc:PaymentMeansCode/@name,,/ubl:Invoice/cac:PaymentMeans/cbc:PaymentMeansCode/@name,0..1,0..1
2170,ibt-083,Aligned,0..n,,0..n,1,Remittance information,送金情報,Text,A textual value used for payment routing or to establish a link between the payment and the Invoice.,支払と請求書とを紐づけるために使用されるテキスト。,,,,2660,cbc:PaymentID,udt:IdentifierType,ubl:Invoice/cac:PaymentMeans/cbc:PaymentID,,/ubl:Invoice/cac:PaymentMeans/cbc:PaymentID,0..n,0..n
2180,ibt-083-1,Aligned,0..1,,0..1,2,Remittance information Scheme identifier,スキーマID,Code,The identification of the identification scheme. As example ABA,スキーマID、例えば、ABA。,,,,2670,@schemeID,xsd:normalizedString,ubl:Invoice/cac:PaymentMeans/cbc:PaymentID/@schemeID,,/ubl:Invoice/cac:PaymentMeans/cbc:PaymentID/@schemeID,0..1,0..1
2320,ibg-18,Shared,0..1,,0..1,1,PAYMENT CARD INFORMATION,支払カード情報,,A group of business terms providing information about card used for payment contemporaneous with invoice issuance.,請求書発行と同時に支払に使用されるカードに関する情報を提供するビジネス用語のグループ。,,買い手がクレジットカードやデビットカードなどの支払いカードを使用することを選択した場合にのみ使用。,,2680,cac:CardAccount,cac:CardAccountType,ubl:Invoice/cac:PaymentMeans/cac:CardAccount,,/ubl:Invoice/cac:PaymentMeans/cac:CardAccount,0..1,0..1
2330,ibt-087,Shared,1..1,,1..1,2,Payment card primary account number,支払カード番号,Text,The Primary Account Number (PAN) of the card used for payment.,支払に使用するカードの支払カード番号。,,"カード支払セキュリティ基準に従って、請求書にはカードの主要口座番号を完全に含めない。
現時点では、PCI Security Standards Council は、最初の6桁と最後の4桁が表示される最大桁数であると定義。",,2690,cbc:PrimaryAccountNumberID,udt:IdentifierType,ubl:Invoice/cac:PaymentMeans/cac:CardAccount/cbc:PrimaryAccountNumberID,,/ubl:Invoice/cac:PaymentMeans/cac:CardAccount/cbc:PrimaryAccountNumberID,1..1,1..1
,,,,,,,,,,,,,,,2700,cbc:NetworkID,udt:IdentifierType,ubl:Invoice/cac:PaymentMeans/cac:CardAccount/cbc:NetworkID,,/ubl:Invoice/cac:PaymentMeans/cac:CardAccount/cbc:NetworkID,1..1,1..1
2340,ibt-088,Shared,0..1,,0..1,2,Payment card holder name,カード名義人氏名,Text,The name of the payment card holder.,支払カード所有者の氏名。,,,,2710,cbc:HolderName,udt:NameType,ubl:Invoice/cac:PaymentMeans/cac:CardAccount/cbc:HolderName,,/ubl:Invoice/cac:PaymentMeans/cac:CardAccount/cbc:HolderName,0..1,0..1
2190,ibg-17,Aligned,0..1,,0..1,1,CREDIT TRANSFER,銀行振込,,A group of business terms to specify credit transfer payments.,銀行振込による支払を指定する情報を提供するビジネス用語のグループ。,,,,2720,cac:PayeeFinancialAccount,cac:FinancialAccountType,ubl:Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount,,/ubl:Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount,0..1,0..1
2200,ibt-084,Shared,1..1,,1..1,2,Payment account identifier,支払先口座ID,Identifier,"A unique identifier of the financial payment account	 at a payment service provider	 to which payment should be made.",支払先となる金融機関の口座ID。IBAN(SEPA支払いの場合)など。,,,1234:567:1:3242394,2730,cbc:ID,udt:IdentifierType,ubl:Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cbc:ID,,/ubl:Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cbc:ID,1..1,0..1
2210,ibt-084-1,Aligned,0..1,,0..1,2,Payment account identifier Scheme identifier,スキーマID,Code,The identification of the identification scheme. As example IBAN,口座IDを発行する発番組織のスキーマID、例えば、IBAN。,,,,2740,@schemeID,xsd:normalizedString,ubl:Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cbc:ID/@schemeID,,/ubl:Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cbc:ID/@schemeID,0..1,0..1
2220,ibt-085,Shared,0..1,,0..1,2,Payment account name,支払先口座名義人名,Text,"The name of the payment account	 at a payment service provider	 to which payment should be made.",支払先口座の口座名義人名。,,,ｶ)ﾏﾙﾏﾙｼﾖｳｼﾞ,2750,cbc:Name,udt:NameType,ubl:Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cbc:Name,,/ubl:Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cbc:Name,0..1,0..1
,,,,,,,,,,,,,,,2760,cac:FinancialInstitutionBranch,cac:BranchType,ubl:Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch,,/ubl:Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch,0..1,0..1
2230,ibt-086,Shared,0..1,,0..1,2,Payment service provider identifier,支払先金融機関ID,Identifier,An identifier for the payment service provider where a payment account is located.,支払先口座がある金融機関ID。,,,,2770,cbc:ID,udt:IdentifierType,ubl:Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cbc:ID,,/ubl:Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cbc:ID,1..1,0..1
2240,ibg-34,0,0..1,,0..1,1,FINANCIAL INSTITUTION ADDRESS,住所,,The address of the financial institution or its branch that holds the payment account.,支払い先口座がある金融機関やその支店の住所を提供するビジネス用語のグループ。,,,,2780,cac:Address,cac:AddressType,ubl:Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address,,/ubl:Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address,0..1,0..1
2250,ibt-169,Aligned,0..1,,0..1,2,Account address line 1,支払先口座住所欄1,Text,The main address line in an address.,税務代理人の住所の主な記載欄。,,,,2790,cbc:StreetName,udt:NameType,ubl:Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cbc:StreetName,,/ubl:Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cbc:StreetName,0..1,0..1
2260,ibt-170,Aligned,0..1,,0..1,2,Account address line 2,支払先口座住所欄2,Text,An additional address line in an address that can be used to give further details supplementing the main line.,税務代理人の住所の主な記載内容に加えて詳細な情報のために使用する追加記載欄。,,,,2800,cbc:AdditionalStreetName,udt:NameType,ubl:Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cbc:AdditionalStreetName,,/ubl:Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cbc:AdditionalStreetName,0..1,0..1
2270,ibt-171,Aligned,0..1,,0..1,2,Account city,支払先口座住所 市区町村,Text,"The common name of the city	 town or village	 where the account address is located.",税務代理人の住所の上記の記載内容に加えてより詳細な情報のために使用する追加記載欄。,,,,2810,cbc:CityName,udt:NameType,ubl:Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cbc:CityName,,/ubl:Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cbc:CityName,0..1,0..1
2280,ibt-172,Aligned,0..1,,0..1,2,Account post code,支払先口座郵便番号,Text,The identifier for an addressable group of properties according to the relevant postal service.,税務代理人が所在する市、町、村の通称。,,,,2820,cbc:PostalZone,udt:TextType,ubl:Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cbc:PostalZone,,/ubl:Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cbc:PostalZone,0..1,0..1
