seq,part,UNID,kind,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,term,desc,card,n,code,level,ABIEcode,XPath,d1,d2,d3,d4,SemPath
370,ヘッダ部（文書）,UN01014645,BBIE,,,,,,CIIL_ Document Line_ Document. Category. Code,,,,,,,明細文書類型コード,この明細文書の取引類型（資産譲渡、補完、返金・追加請求、相殺、調整、参照等）を識別するコード。デフォルトは資産譲渡,0..1,,JC44_JC4f_02,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ AssociatedCIILDocumentLineDocument/ CategoryCode,JC44_JC4f,,,,/JC00/JC44_JC4f/JC44_JC4f_02
371,ヘッダ部（文書）,UN01005957,ASBIE,,,,,,CIIL_ Document Line_ Document. Included. CI_ Note,,,,,,,文書ヘッダ／注釈グループ,文書ヘッダの注釈に関するグループ,0..n,n,JC47_JC10,2,05957_05557,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ AssociatedCIILDocumentLineDocument/ IncludedCINote,JC44_JC4f,JC47_JC10,,,/JC00/JC44_JC4f/JC47_JC10
372,ヘッダ部（文書）,UN01005557,ABIE,,,,,,,CI_ Note. Details,,,,,,文書ヘッダ注釈クラス,文書ヘッダの注釈を記述するクラス, -,,,,,,,,,,
373,ヘッダ部（文書）,UN01005558,BBIE,,,,,,,,CI_ Note. Subject. Text,,,,,文書ヘッダ注釈表題,文書ヘッダの注釈内容の表題を示す。一部に利用制限あり。標準仕様書３．３．５項参照。,0..1,,JC47_JC10_01,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ AssociatedCIILDocumentLineDocument/ IncludedCINote/ Subject,JC44_JC4f,JC47_JC10,,,/JC00/JC44_JC4f/JC47_JC10/JC47_JC10_01
374,ヘッダ部（文書）,UN01005560,BBIE,,,,,,,,CI_ Note. Content. Text,,,,,文書ヘッダ注釈内容,文書ヘッダの注釈表題毎の内容情報を入力するフリースペース。一部に利用制限あり。標準仕様書３．３．５項参照,0..1,,JC47_JC10_02,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ AssociatedCIILDocumentLineDocument/ IncludedCINote/ Content,JC44_JC4f,JC47_JC10,,,/JC00/JC44_JC4f/JC47_JC10/JC47_JC10_02
375,ヘッダ部（文書）,UN01005562,BBIE,,,,,,,,CI_ Note. Identification. Identifier,,,,,文書ヘッダ注釈ID,文書ヘッダ注釈の識別ID共通EDIプロバイダがシリアル番号をセット。標準仕様書３．３．５項参照,0..1,,JC47_JC10_03,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ AssociatedCIILDocumentLineDocument/ IncludedCINote/ ID,JC44_JC4f,JC47_JC10,,,/JC00/JC44_JC4f/JC47_JC10/JC47_JC10_03
376,ヘッダ部（文書）,UN01014895,ASBIE,,,,,,CIIL_ Document Line_ Document. Reference. CI_ Referenced_ Document,,,,,,,明細文書／統合文書ヘッダグループ,この統合文書が統合する明細文書に関するグループ。文書タイプが「統合文書」を指定する場合にこのグループは必須。「単一文書」の場合はこのクラスは実装しない。,0..1,n,JC77_JC13,2,14895_05579,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ AssociatedCIILDocumentLineDocument/ ReferenceCIReferencedDocument,JC44_JC4f,JC77_JC13,,,/JC00/JC44_JC4f/JC77_JC13
377,ヘッダ部（文書）,UN01005579,ABIE,,,,,,,CI_ Referenced_ Document. Details,,,,,,明細統合文書クラス,この統合文書が統合する明細文書に関する情報からなるクラス, -,,,,,,,,,,
378,ヘッダ部（文書）,UN01005580,BBIE,,,,,,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,,,,,統合明細文書ID,この統合文書が統合する明細文書の文書ID,1..1,,JC77_JC13_01,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ AssociatedCIILDocumentLineDocument/ ReferenceCIReferencedDocument/ IssuerAssignedID,JC44_JC4f,JC77_JC13,,,/JC00/JC44_JC4f/JC77_JC13/JC77_JC13_01
379,ヘッダ部（文書）,UN01005582,BBIE,,,,,,,,CI_ Referenced_ Document. Issue. Date Time,,,,,統合明細文書発行日,この統合文書が統合する明細文書の発行日,0..1,,JC77_JC13_02,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ AssociatedCIILDocumentLineDocument/ ReferenceCIReferencedDocument/ IssueDateTime,JC44_JC4f,JC77_JC13,,,/JC00/JC44_JC4f/JC77_JC13/JC77_JC13_02
380,ヘッダ部（文書）,UN01005588,BBIE,,,,,,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,,,,,統合明細文書履歴ID,この統合文書が統合する明細文書の変更履歴を管理するID。,0..1,,JC77_JC13_03,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ AssociatedCIILDocumentLineDocument/ ReferenceCIReferencedDocument/ RevisionID,JC44_JC4f,JC77_JC13,,,/JC00/JC44_JC4f/JC77_JC13/JC77_JC13_03
381,ヘッダ部（文書）,UN01009672,BBIE,,,,,,,,CI_ Referenced_ Document. Type. Code,,,,,統合明細文書タイプコード,この統合文書が統合する明細文書の文書タイプを識別するコード,0..1,,JC77_JC13_04,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ AssociatedCIILDocumentLineDocument/ ReferenceCIReferencedDocument/ TypeCode,JC44_JC4f,JC77_JC13,,,/JC00/JC44_JC4f/JC77_JC13/JC77_JC13_04
382,ヘッダ部（文書）,UN01014899,BBIE,,,,,,,,CI_ Referenced_ Document. Subtype. Code,,,,,統合明細文書サブタイプコード,この統合文書が統合する明細文書の文書サブタイプを識別するコード,0..1,,JC77_JC13_05,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ AssociatedCIILDocumentLineDocument/ ReferenceCIReferencedDocument/ SubtypeCode,JC44_JC4f,JC77_JC13,,,/JC00/JC44_JC4f/JC77_JC13/JC77_JC13_05
383,ヘッダ部（文書）,UN01005990,ASBIE,,,,CIIL_ Supply Chain_ Trade Line Item. Specified. CIIL_ Supply Chain_ Trade Agreement,,,,,,,,,文書ヘッダ／契約グループ,文書ヘッダの契約に関するグループ。,0..1,,,,,,,,,,
384,ヘッダ部（文書）,UN01005958,ABIE,,,,,CIIL_ Supply Chain_ Trade Agreement. Details,,,,,,,,文書ヘッダ契約クラス,文書ヘッダの契約に関する情報からなるクラス。,－,,,,,,,,,,
385,ヘッダ部（文書）,UN01005960,ASBIE,,,,,,CIIL_ Supply Chain_ Trade Agreement. Seller Order_ Referenced. CI_ Referenced_ Document,,,,,,,文書ヘッダ契約／参照受注書グループ,文書ヘッダが参照する受注書に関するグループ。,0..1,1,JC49_JC13,2,05960_05579,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeAgreement/ SellerOrderReferencedCIReferencedDocument,JC44_JC4f,JC49_JC13,,,/JC00/JC44_JC4f/JC49_JC13
386,ヘッダ部（文書）,UN01005579,ABIE,,,,,,,CI_ Referenced_ Document. Details,,,,,,（文書ヘッダ参照）受注書クラス,文書ヘッダ契約が参照する受注書に関する情報からなるクラス。,－,,,,,,,,,,
387,ヘッダ部（文書）,UN01005580,BBIE,,,,,,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,,,,,（文書ヘッダ参照）受注書ID,この文書ヘッダが参照する受注書に記載の文書ID,1..1,,JC49_JC13_01,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeAgreement/ SellerOrderReferencedCIReferencedDocument/ IssuerAssignedID,JC44_JC4f,JC49_JC13,,,/JC00/JC44_JC4f/JC49_JC13/JC49_JC13_01
388,ヘッダ部（文書）,UN01005588,BBIE,,,,,,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,,,,,（文書ヘッダ参照）受注書履歴ID,この文書ヘッダが参照する受注書の変更履歴を管理するID。,0..1,,JC49_JC13_02,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeAgreement/ SellerOrderReferencedCIReferencedDocument/ RevisionID,JC44_JC4f,JC49_JC13,,,/JC00/JC44_JC4f/JC49_JC13/JC49_JC13_02
389,ヘッダ部（文書）,UN01005961,ASBIE,,,,,,CIIL_ Supply Chain_ Trade Agreement. Buyer Order_ Referenced. CI_ Referenced_ Document,,,,,,,文書ヘッダ契約／参照注文書グループ,文書ヘッダが参照する注文書に関するグループ。,0..1,1,JC4a_JC13,2,05961_05579,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeAgreement/ BuyerOrderReferencedCIReferencedDocument,JC44_JC4f,JC4a_JC13,,,/JC00/JC44_JC4f/JC4a_JC13
390,ヘッダ部（文書）,UN01005579,ABIE,,,,,,,CI_ Referenced_ Document. Details,,,,,,（文書ヘッダ参照）注文書クラス,文書ヘッダが参照する注文書に関する情報からなるクラス。,－,,,,,,,,,,
391,ヘッダ部（文書）,UN01005580,BBIE,,,,,,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,,,,,（文書ヘッダ参照）注文書ID,この文書ヘッダが参照する注文書に記載の文書ID。,1..1,,JC4a_JC13_01,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeAgreement/ BuyerOrderReferencedCIReferencedDocument/ IssuerAssignedID,JC44_JC4f,JC4a_JC13,,,/JC00/JC44_JC4f/JC4a_JC13/JC4a_JC13_01
392,ヘッダ部（文書）,UN01005588,BBIE,,,,,,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,,,,,（文書ヘッダ参照）注文書履歴ID,この文書ヘッダが参照する注文書の変更履歴を管理するID。,0..1,,JC4a_JC13_02,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeAgreement/ BuyerOrderReferencedCIReferencedDocument/ RevisionID,JC44_JC4f,JC4a_JC13,,,/JC00/JC44_JC4f/JC4a_JC13/JC4a_JC13_02
393,ヘッダ部（文書）,UN01005963,ASBIE,,,,,,CIIL_ Supply Chain_ Trade Agreement. Contract_ Referenced. CI_ Referenced_ Document,,,,,,,文書ヘッダ契約／参照契約書グループ,文書ヘッダが参照する契約書に関するグループ。,0..1,1,JC4b_JC13,2,05963_05579,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeAgreement/ ContractReferencedCIReferencedDocument,JC44_JC4f,JC4b_JC13,,,/JC00/JC44_JC4f/JC4b_JC13
394,ヘッダ部（文書）,UN01005579,ABIE,,,,,,,CI_ Referenced_ Document. Details,,,,,,（文書ヘッダ参照）契約文書クラス,文書ヘッダが参照する契約文書に関る情報からなるクラス。,－,,,,,,,,,,
395,ヘッダ部（文書）,UN01005580,BBIE,,,,,,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,,,,,（文書ヘッダ参照）契約文書ID,この文書ヘッダが参照する契約書に記載の文書ID,1..1,,JC4b_JC13_01,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeAgreement/ ContractReferencedCIReferencedDocument/ IssuerAssignedID,JC44_JC4f,JC4b_JC13,,,/JC00/JC44_JC4f/JC4b_JC13/JC4b_JC13_01
396,ヘッダ部（文書）,UN01005588,BBIE,,,,,,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,,,,,（文書ヘッダ参照）契約書履歴ID,この文書が参照する契約書の変更履歴を管理するID。,0..1,,JC4b_JC13_02,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeAgreement/ ContractReferencedCIReferencedDocument/ RevisionID,JC44_JC4f,JC4b_JC13,,,/JC00/JC44_JC4f/JC4b_JC13/JC4b_JC13_02
397,ヘッダ部（文書）,UN01005991,ASBIE,,,,CIIL_ Supply Chain_ Trade Line Item. Specified. CIIL_ Supply Chain_ Trade Delivery,,,,,,,,,文書ヘッダ／配送グループ,文書ヘッダの配送に関する情報からなるグループ。,0..1,,,,,,,,,,
398,ヘッダ部（文書）,UN01005968,ABIE,,,,,CIIL_ Supply Chain_ Trade Delivery. Details,,,,,,,,文書ヘッダ配送クラス,文書ヘッダの配送に関する情報からなるクラス。,－,,,,,,,,,,
399,ヘッダ部（文書）,UN01005980,ASBIE,,,,,,CIIL_ Supply Chain_ Trade Delivery. Ship To. CI_ Trade_ Party,,,,,,,文書ヘッダ配送／納入先グループ,この文書ヘッダの納入先に関するグループ,0..1,1,JC4d_JC23,2,05980_05756,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeDelivery/ ShipToCITradeParty,JC44_JC4f,JC4d_JC23,,,/JC00/JC44_JC4f/JC4d_JC23
400,ヘッダ部（文書）,UN01005756,ABIE,,,,,,,CI_ Trade_ Party. Details,,,,,,納入先クラス,納入先に関する情報からなるクラス。,－,,,,,,,,,,
401,ヘッダ部（文書）,UN01005757,BBIE,,,,,,,,CI_ Trade_ Party. Identification. Identifier,,,,,納入先ID,納入先の企業/工場・事業所・事業部門等を表す発注者が付与したID。,0..1,,JC4d_JC23_01,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeDelivery/ ShipToCITradeParty/ ID,JC44_JC4f,JC4d_JC23,,,/JC00/JC44_JC4f/JC4d_JC23/JC4d_JC23_01
402,ヘッダ部（文書）,UN01005758,BBIE,,,,,,,,CI_ Trade_ Party. Global_ Identification. Identifier,,,,,納入先国際企業ID,納入先企業を表す国際企業ID。,0..1,,JC4d_JC23_02,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeDelivery/ ShipToCITradeParty/ GlobalID,JC44_JC4f,JC4d_JC23,,,/JC00/JC44_JC4f/JC4d_JC23/JC4d_JC23_02
403,ヘッダ部（文書）,UN01005759,BBIE,,,,,,,,CI_ Trade_ Party. Name. Text,,,,,納入先名称,納入先の企業/工場・事業所・事業部門等の名称,0..1,,JC4d_JC23_03,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeDelivery/ ShipToCITradeParty/ Name,JC44_JC4f,JC4d_JC23,,,/JC00/JC44_JC4f/JC4d_JC23/JC4d_JC23_03
404,ヘッダ部（文書）,UN01005762,ASBIE,,,,,,,,CI_ Trade_ Party. Postal. CI_ Trade_ Address,,,,,納入先／住所グループ,納入先企業の住所情報に関するグループ。,0..1,,,,,,,,,,
405,ヘッダ部（文書）,UN01005687,ABIE,,,,,,,,,CI_ Trade_ Address. Details,,,,納入先住所クラス,住所に関する情報からなるクラス。,－,,,,,,,,,,
406,ヘッダ部（文書）,UN01005689,BBIE,,,,,,,,,,CI_ Trade_ Address. Postcode. Code,,,納入先郵便番号,納入先の郵便番号,0..1,,JC4d_JC23_04,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeDelivery/ ShipToCITradeParty/ PostalCITradeAddress/ PostcodeCode,JC44_JC4f,JC4d_JC23,,,/JC00/JC44_JC4f/JC4d_JC23/JC4d_JC23_04
407,ヘッダ部（文書）,UN01005692,BBIE,,,,,,,,,,CI_ Trade_ Address. Line One. Text,,,納入先住所1,納入先の住所1行目,0..1,,JC4d_JC23_05,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeDelivery/ ShipToCITradeParty/ PostalCITradeAddress/ LineOne,JC44_JC4f,JC4d_JC23,,,/JC00/JC44_JC4f/JC4d_JC23/JC4d_JC23_05
408,ヘッダ部（文書）,UN01005693,BBIE,,,,,,,,,,CI_ Trade_ Address. Line Two. Text,,,納入先住所2,納入先の住所2行目。,0..1,,JC4d_JC23_06,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeDelivery/ ShipToCITradeParty/ PostalCITradeAddress/ LineTwo,JC44_JC4f,JC4d_JC23,,,/JC00/JC44_JC4f/JC4d_JC23/JC4d_JC23_06
409,ヘッダ部（文書）,UN01005694,BBIE,,,,,,,,,,CI_ Trade_ Address. Line Three. Text,,,納入先住所3,納入先の住所3行目。,0..1,,JC4d_JC23_07,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeDelivery/ ShipToCITradeParty/ PostalCITradeAddress/ LineThree,JC44_JC4f,JC4d_JC23,,,/JC00/JC44_JC4f/JC4d_JC23/JC4d_JC23_07
410,ヘッダ部（文書）,UN01005700,BBIE,,,,,,,,,,CI_ Trade_ Address. Country. Identifier,,,納入先国ID,納入先の国ID。デフォルトは「JP」,0..1,,JC4d_JC23_08,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeDelivery/ ShipToCITradeParty/ PostalCITradeAddress/ CountryID,JC44_JC4f,JC4d_JC23,,,/JC00/JC44_JC4f/JC4d_JC23/JC4d_JC23_08
411,ヘッダ部（文書）,UN01005986,ASBIE,,,,,,CIIL_ Supply Chain_ Trade Delivery. Actual_ Delivery. CI_ Supply Chain_ Event,,,,,,,文書ヘッダ配送／イベントグループ,この文書ヘッダの発送イベントのグループ,0..1,,,,,,,,,,
412,ヘッダ部（文書）,UN01005626,ABIE,,,,,,,CI_ Supply Chain_ Event. Details,,,,,,配送イベントクラス,配送にかかわるイベントのクラス,－,,,,,,,,,,
413,ヘッダ部（文書）,UN01005628,BBIE,,,,,,,,CI_ Supply Chain_ Event. Occurrence. Date Time,,,,,配送日,納入先へ発送した日時,0..1,,JC4d_JC23_09,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeDelivery/ ActualDeliveryCISupplyChainEvent/ OccurrenceDateTime,JC44_JC4f,JC4d_JC23,,,/JC00/JC44_JC4f/JC4d_JC23/JC4d_JC23_09
414,ヘッダ部（文書）,UN01006039,ASBIE,,,,,,CIIL_ Supply Chain_ Trade Delivery. Despatch Advice_ Referenced. CI_ Referenced_ Document,,,,,,,文書ヘッダ配送／参照出荷案内書グループ,この文書ヘッダが参照する出荷案内書（納品書、送り状等）のグループ,0..n,n,JC5e_JC13,2,06039_05579,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeDelivery/ DespatchAdviceReferencedCIReferencedDocument,JC44_JC4f,JC5e_JC13,,,/JC00/JC44_JC4f/JC5e_JC13
415,ヘッダ部（文書）,UN01005579,ABIE,,,,,,,CI_ Referenced_ Document. Details,,,,,,（文書ヘッダ参照）出荷案内書クラス,文書ヘッダが参照する出荷案内書のクラス,－,,,,,,,,,,
416,ヘッダ部（文書）,UN01005580,BBIE,,,,,,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,,,,,（文書ヘッダ参照）出荷案内書ID,この文書ヘッダが参照する受注者が付番した出荷案内書ID,1..1,,JC5e_JC13_01,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeDelivery/ DespatchAdviceReferencedCIReferencedDocument/ IssuerAssignedID,JC44_JC4f,JC5e_JC13,,,/JC00/JC44_JC4f/JC5e_JC13/JC5e_JC13_01
417,ヘッダ部（文書）,UN01005588,BBIE,,,,,,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,,,,,（文書ヘッダ参照）出荷案内書履歴ID,この文書ヘッダが参照する出荷案内書の変更履歴を管理するID。,0..1,,JC5e_JC13_02,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeDelivery/ DespatchAdviceReferencedCIReferencedDocument/ RevisionID,JC44_JC4f,JC5e_JC13,,,/JC00/JC44_JC4f/JC5e_JC13/JC5e_JC13_02
418,ヘッダ部（文書）,UN01009672,BBIE,,,,,,,,CI_ Referenced_ Document. Type. Code,,,,,（文書ヘッダ参照）文書タイプコード,この文書ヘッダが参照する文書の文書タイプを識別するコード ＝「351」（Despatch advice）（デフォルト）,0..1,,JC5e_JC13_03,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeDelivery/ DespatchAdviceReferencedCIReferencedDocument/ TypeCode,JC44_JC4f,JC5e_JC13,,,/JC00/JC44_JC4f/JC5e_JC13/JC5e_JC13_03
419,ヘッダ部（文書）,UN01013318,BBIE,,,,,,,,CI_ Referenced_ Document. Category. Code,,,,,（文書ヘッダ参照）出荷案内書類型コード,この文書ヘッダが参照する出荷案内書の類型（適格請求書等対応、適格請求書の補完、適格請求書非適合）を識別するコード デフォルトは「適格請求書非適合」,0..1,,JC5e_JC13_04,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeDelivery/ DespatchAdviceReferencedCIReferencedDocument/ CategoryCode,JC44_JC4f,JC5e_JC13,,,/JC00/JC44_JC4f/JC5e_JC13/JC5e_JC13_04
420,ヘッダ部（文書）,UN01014899,BBIE,,,,,,,,CI_ Referenced_ Document. Subtype. Code,,,,,（文書ヘッダ参照）文書サブタイプコード,この文書ヘッダが参照する出荷案内書の文書サブタイプを識別するコード＝[35101](一般納品書：デフォルト）,0..1,,JC5e_JC13_05,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeDelivery/ DespatchAdviceReferencedCIReferencedDocument/ SubtypeCode,JC44_JC4f,JC5e_JC13,,,/JC00/JC44_JC4f/JC5e_JC13/JC5e_JC13_05
421,ヘッダ部（文書）,UN01006040,ASBIE,,,,,,CIIL_ Supply Chain_ Trade Delivery. Receiving Advice_ Referenced. CI_ Referenced_ Document,,,,,,,文書ヘッダ配送／参照出荷回答書グループ,この文書ヘッダが参照する出荷回答書のグループ,0..n,n,JC5f_JC13,2,06040_05579,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeDelivery/ ReceivingAdviceReferencedCIReferencedDocument,JC44_JC4f,JC5f_JC13,,,/JC00/JC44_JC4f/JC5f_JC13
422,ヘッダ部（文書）,UN01005579,ABIE,,,,,,,CI_ Referenced_ Document. Details,,,,,,（文書ヘッダ参照）出荷回答書クラス,文書ヘッダが参照する出荷回答書のクラス,－,,,,,,,,,,
423,ヘッダ部（文書）,UN01005580,BBIE,,,,,,,,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,,,,,（文書ヘッダ参照）出荷回答書ID,この文書ヘッダが参照する発注者が付番した出荷回答書ID,1..1,,JC5f_JC13_01,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeDelivery/ ReceivingAdviceReferencedCIReferencedDocument/ IssuerAssignedID,JC44_JC4f,JC5f_JC13,,,/JC00/JC44_JC4f/JC5f_JC13/JC5f_JC13_01
424,ヘッダ部（文書）,UN01005588,BBIE,,,,,,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,,,,,（文書ヘッダ参照）出荷回答書履歴ID,この文書ヘッダが参照する出荷回答書の変更履歴を管理するID。,0..1,,JC5f_JC13_02,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeDelivery/ ReceivingAdviceReferencedCIReferencedDocument/ RevisionID,JC44_JC4f,JC5f_JC13,,,/JC00/JC44_JC4f/JC5f_JC13/JC5f_JC13_02
425,ヘッダ部（文書）,UN01009672,BBIE,,,,,,,,CI_ Referenced_ Document. Type. Code,,,,,（文書ヘッダ参照）文書タイプコード,この文書ヘッダが参照する出荷回答書の文書タイプを識別するコード＝「632」（Goods receipt）（デフォルト）,0..1,,JC5f_JC13_03,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeDelivery/ ReceivingAdviceReferencedCIReferencedDocument/ TypeCode,JC44_JC4f,JC5f_JC13,,,/JC00/JC44_JC4f/JC5f_JC13/JC5f_JC13_03
426,ヘッダ部（文書）,UN01014899,BBIE,,,,,,,,CI_ Referenced_ Document. Subtype. Code,,,,,（文書ヘッダ参照）文書サブタイプコード,この文書ヘッダが参照する出荷回答書の文書サブタイプを識別するコード＝[63201](出荷回答書：デフォルト）,0..1,,JC5f_JC13_04,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeDelivery/ ReceivingAdviceReferencedCIReferencedDocument/ SubtypeCode,JC44_JC4f,JC5f_JC13,,,/JC00/JC44_JC4f/JC5f_JC13/JC5f_JC13_04
427,ヘッダ部（文書）,UN01005992,ASBIE,,,,CIIL_ Supply Chain_ Trade Line Item. Specified. CIIL_ Supply Chain_ Trade Settlement,,,,,,,,,文書ヘッダ／決済グループ,文書ヘッダの決済に関するグループ。文書タイプが「統合文書」を指定する場合にこのグループは任意。「単一文書」を指定する場合はこのグループは実装しない,0..1,1,JC53_JC52,2,05992_05991,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement,JC44_JC4f,JC53_JC52,,,/JC00/JC44_JC4f/JC53_JC52
428,ヘッダ部（文書）,UN01005994,ABIE,,,,,CIIL_ Supply Chain_ Trade Settlement. Details,,,,,,,,文書ヘッダ決済クラス,文書ヘッダの決済に関する情報からなるクラス。,－,,,,,,,,,,
429,ヘッダ部（文書）,UN01014647,BBIE,,,,,,CIIL_ Supply Chain_ Trade Settlement. Direction. Code,,,,,,,文書ヘッダ取引方向コード,この文書ヘッダの取引方向を識別するコード デフォルトは「プラス」,0..1,,JC53_JC52_01,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SpecifiedCIILSupplyChainTradeSettlement/ DirectionCode,JC44_JC4f,JC53_JC52,,,/JC00/JC44_JC4f/JC53_JC52/JC53_JC52_01
