GL02,GL02-GL55,GL55-GL60d,GL55-GL60c,GL55-GL61,GL02-01,GL64-01,GL64-02,GL64-03,GL64-04,GL57-01,GL57-02,GL55-03,GL55-04,GL69-02,GL56-02,GL63-01d,GL63-02d,GL63-03d,GL56-01d,GL60-01d,GL60-02d,GL60-03d,GL63-01c,GL63-02c,GL63-03c,GL56-01c,GL60-01c,GL60-02c,GL60-03c,GL61-01,GL61-02,GL61-03
0001-20090930-125-1380-1-3221,1,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,,,,,,,,
0001-20090930-125-1380-1-3221,1,1,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,,,,,,,,
0001-20090930-125-1380-1-3221,2,,,,,,,,,,,account,09年9月30日伝票No320株式会社　畠山商事,2009-09-30,ISO4217:JPY,741,支払手数料,CommissionExpense,600,部門,020,東京,152,売掛金,AccountsReceivableTradeGross,600,部門,000,共通部門,customer,024,㈱畠山商事
0001-20090930-125-1380-1-3221,3,,,,,,,,,,,account,09年9月30日伝票No320株式会社　畠山商事,2009-09-30,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,30,部門,020,東京,152,売掛金,AccountsReceivableTradeGross,30,部門,000,共通部門,customer,024,㈱畠山商事
0001-20090930-126-1381-1-3223,,,,,1381-3223,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20090930-126-1381-1-3223,1,,,,,,,,,,,account,09年9月30日伝票No321株式会社　千代サービス,2009-09-30,ISO4217:JPY,131,普通預金,OrdinaryDeposit,581910,,,,152,売掛金,AccountsReceivableTradeGross,581910,部門,000,共通部門,customer,029,㈱千代ｻｰﾋﾞｽ
0001-20090930-126-1381-1-3223,1,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,,,,,,,,
0001-20090930-126-1381-1-3223,1,1,,,,,,,,,,,,,,,,,,補助科目,50,福岡　北九州,,,,,,,,,,
0001-20090930-126-1381-1-3223,2,,,,,,,,,,,account,09年9月30日伝票No321株式会社　千代サービス,2009-09-30,ISO4217:JPY,741,支払手数料,CommissionExpense,200,部門,050,九州,152,売掛金,AccountsReceivableTradeGross,200,部門,000,共通部門,customer,029,㈱千代ｻｰﾋﾞｽ
0001-20090930-126-1381-1-3223,3,,,,,,,,,,,account,09年9月30日伝票No321株式会社　千代サービス,2009-09-30,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,10,部門,050,九州,152,売掛金,AccountsReceivableTradeGross,10,部門,000,共通部門,customer,029,㈱千代ｻｰﾋﾞｽ
0001-20090930-127-1382-1-3225,,,,,1382-3225,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20090930-127-1382-1-3225,1,,,,,,,,,,,account,09年9月30日伝票No455合同会社　エイム商事,2009-09-30,ISO4217:JPY,111,現金,CashHand,454018,部門,000,000,152,売掛金,AccountsReceivableTradeGross,454018,部門,000,共通部門,customer,010,(同)ｴｲﾑ商事
0001-20090930-128-1383-1-3227,,,,,1383-3227,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20090930-128-1383-1-3227,1,,,,,,,,,,,account,収入印紙,2009-09-30,ISO4217:JPY,738,租税公課,TaxesOtherThanIncomeTaxes,2000,部門,010,010,111,現金,CashHand,2000,部門,000,共通部門,,,
0001-20090930-128-1383-1-3227,2,,,,,,,,,,,account,09年9月1日～09年9月30日分仕入,2009-09-30,ISO4217:JPY,541,商品仕入高,CostMerchandisePurchaseMerchandiseGross,221616,部門,010,札幌,312,買掛金,NotesPayableCustomerTradeAccountsPayable,221616,部門,000,共通部門,,,
0001-20090930-128-1383-1-3227,3,,,,,,,,,,,account,09年9月1日～09年9月30日分仕入,2009-09-30,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,11079,部門,010,札幌,312,買掛金,NotesPayableCustomerTradeAccountsPayable,11079,部門,000,共通部門,,,
0001-20090930-129-1384-1-3229,,,,,1384-3229,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20090930-129-1384-1-3229,0,,,,,,,,,,,account,09年9月1日～09年9月30日分仕入,2009-09-30,ISO4217:JPY,541,商品仕入高,CostMerchandisePurchaseMerchandiseGross,2732116,部門,020,東京,,,,,,,,,,
0001-20090930-129-1384-1-3229,1,,,,,,,,,,,account,09年9月1日～09年9月30日分仕入,2009-09-30,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,136586,部門,020,東京,,,,,,,,,,
0001-20090930-129-1384-1-3229,2,,,,,,,,,,,account,09年9月1日～09年9月30日分仕入,2009-09-30,ISO4217:JPY,,,,,,,,312,買掛金,NotesPayableCustomerTradeAccountsPayable,2868702,部門,000,共通部門,vendor,014,(同)ｳｪｽﾄ
0001-20090930-129-1384-1-3229,3,,,,,,,,,,,account,09年9月1日～09年9月30日分仕入,2009-09-30,ISO4217:JPY,541,商品仕入高,CostMerchandisePurchaseMerchandiseGross,3003696,部門,020,東京,,,,,,,,vendor,002,㈱Pole
0001-20090930-129-1384-1-3229,4,,,,,,,,,,,account,09年9月1日～09年9月30日分仕入,2009-09-30,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,150151,部門,020,東京,,,,,,,,vendor,002,㈱Pole
0001-20090930-129-1384-1-3229,5,,,,,,,,,,,account,09年9月1日～09年9月30日分仕入,2009-09-30,ISO4217:JPY,,,,,,,,312,買掛金,NotesPayableCustomerTradeAccountsPayable,3153847,部門,000,共通部門,vendor,003,㈱ﾁｪｯｸ
0001-20090930-129-1384-1-3229,6,,,,,,,,,,,account,09年9月1日～09年9月30日分仕入,2009-09-30,ISO4217:JPY,541,商品仕入高,CostMerchandisePurchaseMerchandiseGross,1254752,部門,020,東京,,,,,,,,vendor,003,㈱ﾁｪｯｸ
0001-20090930-129-1384-1-3229,7,,,,,,,,,,,account,09年9月1日～09年9月30日分仕入,2009-09-30,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,62724,部門,020,東京,,,,,,,,vendor,003,㈱ﾁｪｯｸ
0001-20090930-129-1384-1-3229,8,,,,,,,,,,,account,09年9月1日～09年9月30日分仕入,2009-09-30,ISO4217:JPY,,,,,,,,312,買掛金,NotesPayableCustomerTradeAccountsPayable,1317476,部門,000,共通部門,vendor,013,ﾅｶﾑﾗ産業㈱
0001-20090930-129-1384-1-3229,9,,,,,,,,,,,account,09年9月1日～09年9月30日分仕入,2009-09-30,ISO4217:JPY,541,商品仕入高,CostMerchandisePurchaseMerchandiseGross,5652232,部門,020,東京,,,,,,,,vendor,013,ﾅｶﾑﾗ産業㈱
0001-20090930-129-1384-1-3229,10,,,,,,,,,,,account,09年9月1日～09年9月30日分仕入,2009-09-30,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,282567,部門,020,東京,,,,,,,,,,
0001-20090930-129-1384-1-3229,11,,,,,,,,,,,account,09年9月1日～09年9月30日分仕入,2009-09-30,ISO4217:JPY,,,,,,,,312,買掛金,NotesPayableCustomerTradeAccountsPayable,5934799,部門,000,共通部門,vendor,001,㈱Y2
0001-20090930-129-1384-1-3229,12,,,,,,,,,,,account,09年9月1日～09年9月30日分仕入,2009-09-30,ISO4217:JPY,541,商品仕入高,CostMerchandisePurchaseMerchandiseGross,4080572,部門,020,東京,,,,,,,,vendor,001,㈱Y2
0001-20090930-129-1384-1-3229,13,,,,,,,,,,,account,09年9月1日～09年9月30日分仕入,2009-09-30,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,204013,部門,020,東京,,,,,,,,vendor,001,㈱Y2
0001-20090930-129-1384-1-3229,14,,,,,,,,,,,account,09年9月1日～09年9月30日分仕入,2009-09-30,ISO4217:JPY,,,,,,,,312,買掛金,NotesPayableCustomerTradeAccountsPayable,4284585,部門,000,共通部門,vendor,011,㈱まつむら
0001-20090930-129-1384-1-3229,15,,,,,,,,,,,account,09年9月1日～09年9月30日分仕入,2009-09-30,ISO4217:JPY,541,商品仕入高,CostMerchandisePurchaseMerchandiseGross,301464,部門,020,東京,,,,,,,,vendor,011,㈱まつむら
0001-20090930-129-1384-1-3229,16,,,,,,,,,,,account,09年9月1日～09年9月30日分仕入,2009-09-30,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,15073,部門,020,東京,,,,,,,,vendor,011,㈱まつむら
0001-20090930-129-1384-1-3229,17,,,,,,,,,,,account,09年9月1日～09年9月30日分仕入,2009-09-30,ISO4217:JPY,,,,,,,,312,買掛金,NotesPayableCustomerTradeAccountsPayable,316537,部門,000,共通部門,vendor,012,㈱有江
0001-20090930-129-1384-1-3229,18,,,,,,,,,,,account,09年9月1日～09年9月30日分仕入,2009-09-30,ISO4217:JPY,541,商品仕入高,CostMerchandisePurchaseMerchandiseGross,301056,部門,020,東京,,,,,,,,vendor,012,㈱有江
0001-20090930-129-1384-1-3229,19,,,,,,,,,,,account,09年9月1日～09年9月30日分仕入,2009-09-30,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,15052,部門,020,東京,,,,,,,,vendor,012,㈱有江
0001-20090930-129-1384-1-3229,20,,,,,,,,,,,account,09年9月1日～09年9月30日分仕入,2009-09-30,ISO4217:JPY,,,,,,,,312,買掛金,NotesPayableCustomerTradeAccountsPayable,316108,部門,000,共通部門,vendor,008,㈱山下
0001-20090930-129-1384-1-3229,21,,,,,,,,,,,account,09年9月1日～09年9月30日分仕入,2009-09-30,ISO4217:JPY,541,商品仕入高,CostMerchandisePurchaseMerchandiseGross,373464,部門,020,東京,,,,,,,,vendor,008,㈱山下
0001-20090930-129-1384-1-3229,22,,,,,,,,,,,account,09年9月1日～09年9月30日分仕入,2009-09-30,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,18670,部門,020,東京,,,,,,,,vendor,008,㈱山下
0001-20090930-129-1384-1-3229,23,,,,,,,,,,,account,09年9月1日～09年9月30日分仕入,2009-09-30,ISO4217:JPY,,,,,,,,312,買掛金,NotesPayableCustomerTradeAccountsPayable,392134,部門,000,共通部門,vendor,002,㈱Pole
0001-20090930-130-1385-1-3231,,,,,1385-3231,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20090930-130-1385-1-3231,0,,,,,,,,,,,account,09年9月1日～09年9月30日分仕入,2009-09-30,ISO4217:JPY,541,商品仕入高,CostMerchandisePurchaseMerchandiseGross,1732656,部門,030,名古屋,,,,,,,,,,
0001-20090930-130-1385-1-3231,1,,,,,,,,,,,account,09年9月1日～09年9月30日分仕入,2009-09-30,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,86616,部門,030,名古屋,,,,,,,,,,
0001-20090930-130-1385-1-3231,2,,,,,,,,,,,account,09年9月1日～09年9月30日分仕入,2009-09-30,ISO4217:JPY,,,,,,,,312,買掛金,NotesPayableCustomerTradeAccountsPayable,1819272,部門,000,共通部門,vendor,009,斉藤産業㈱
0001-20090930-130-1385-1-3231,3,,,,,,,,,,,account,09年9月1日～09年9月30日分仕入,2009-09-30,ISO4217:JPY,541,商品仕入高,CostMerchandisePurchaseMerchandiseGross,1122288,部門,030,名古屋,,,,,,,,vendor,009,斉藤産業㈱
0001-20090930-130-1385-1-3231,4,,,,,,,,,,,account,09年9月1日～09年9月30日分仕入,2009-09-30,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,56088,部門,030,名古屋,,,,,,,,vendor,009,斉藤産業㈱
0001-20090930-130-1385-1-3231,5,,,,,,,,,,,account,09年9月1日～09年9月30日分仕入,2009-09-30,ISO4217:JPY,,,,,,,,312,買掛金,NotesPayableCustomerTradeAccountsPayable,1178376,部門,000,共通部門,vendor,015,㈱はなまる商事
0001-20090930-130-1385-1-3231,6,,,,,,,,,,,account,09年9月1日～09年9月30日分仕入,2009-09-30,ISO4217:JPY,541,商品仕入高,CostMerchandisePurchaseMerchandiseGross,3282912,部門,030,名古屋,,,,,,,,vendor,015,㈱はなまる商事
0001-20090930-130-1385-1-3231,7,,,,,,,,,,,account,09年9月1日～09年9月30日分仕入,2009-09-30,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,164123,部門,030,名古屋,,,,,,,,vendor,015,㈱はなまる商事
0001-20090930-130-1385-1-3231,8,,,,,,,,,,,account,09年9月1日～09年9月30日分仕入,2009-09-30,ISO4217:JPY,,,,,,,,312,買掛金,NotesPayableCustomerTradeAccountsPayable,3447035,部門,000,共通部門,vendor,007,㈱ｻﾝｾｯﾄ
0001-20090930-130-1385-1-3231,9,,,,,,,,,,,account,09年9月1日～09年9月30日分仕入,2009-09-30,ISO4217:JPY,541,商品仕入高,CostMerchandisePurchaseMerchandiseGross,110808,部門,030,名古屋,,,,,,,,vendor,007,㈱ｻﾝｾｯﾄ
0001-20090930-130-1385-1-3231,10,,,,,,,,,,,account,09年9月1日～09年9月30日分仕入,2009-09-30,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,5539,部門,030,名古屋,,,,,,,,,,
0001-20090930-130-1385-1-3231,11,,,,,,,,,,,account,09年9月1日～09年9月30日分仕入,2009-09-30,ISO4217:JPY,,,,,,,,312,買掛金,NotesPayableCustomerTradeAccountsPayable,116347,部門,000,共通部門,vendor,002,㈱Pole
0001-20090930-130-1385-1-3231,12,,,,,,,,,,,account,09年9月1日～09年9月30日分仕入,2009-09-30,ISO4217:JPY,541,商品仕入高,CostMerchandisePurchaseMerchandiseGross,70560,部門,030,名古屋,,,,,,,,vendor,002,㈱Pole
0001-20090930-130-1385-1-3231,13,,,,,,,,,,,account,09年9月1日～09年9月30日分仕入,2009-09-30,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,3528,部門,030,名古屋,,,,,,,,vendor,002,㈱Pole
0001-20090930-130-1385-1-3231,14,,,,,,,,,,,account,09年9月1日～09年9月30日分仕入,2009-09-30,ISO4217:JPY,,,,,,,,312,買掛金,NotesPayableCustomerTradeAccountsPayable,74088,部門,000,共通部門,vendor,008,㈱山下
0001-20090930-131-1386-1-3233,,,,,1386-3233,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20090930-131-1386-1-3233,0,,,,,,,,,,,account,09年9月1日～09年9月30日分仕入,2009-09-30,ISO4217:JPY,541,商品仕入高,CostMerchandisePurchaseMerchandiseGross,3552888,部門,040,大阪,,,,,,,,,,
0001-20090930-131-1386-1-3233,1,,,,,,,,,,,account,09年9月1日～09年9月30日分仕入,2009-09-30,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,177624,部門,040,大阪,,,,,,,,,,
0001-20090930-131-1386-1-3233,2,,,,,,,,,,,account,09年9月1日～09年9月30日分仕入,2009-09-30,ISO4217:JPY,,,,,,,,312,買掛金,NotesPayableCustomerTradeAccountsPayable,3730512,部門,000,共通部門,vendor,005,小藤丸㈱
0001-20090930-131-1386-1-3233,3,,,,,,,,,,,account,09年9月1日～09年9月30日分仕入,2009-09-30,ISO4217:JPY,541,商品仕入高,CostMerchandisePurchaseMerchandiseGross,899208,部門,040,大阪,,,,,,,,vendor,005,小藤丸㈱
0001-20090930-131-1386-1-3233,4,,,,,,,,,,,account,09年9月1日～09年9月30日分仕入,2009-09-30,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,44937,部門,040,大阪,,,,,,,,vendor,005,小藤丸㈱
0001-20090930-131-1386-1-3233,5,,,,,,,,,,,account,09年9月1日～09年9月30日分仕入,2009-09-30,ISO4217:JPY,,,,,,,,312,買掛金,NotesPayableCustomerTradeAccountsPayable,944145,部門,000,共通部門,vendor,004,㈱ｱﾀｯﾁ
0001-20090930-131-1386-1-3233,6,,,,,,,,,,,account,09年9月1日～09年9月30日分仕入,2009-09-30,ISO4217:JPY,541,商品仕入高,CostMerchandisePurchaseMerchandiseGross,2905936,部門,040,大阪,,,,,,,,vendor,004,㈱ｱﾀｯﾁ
0001-20090930-131-1386-1-3233,7,,,,,,,,,,,account,09年9月1日～09年9月30日分仕入,2009-09-30,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,145286,部門,040,大阪,,,,,,,,vendor,004,㈱ｱﾀｯﾁ
0001-20090930-131-1386-1-3233,8,,,,,,,,,,,account,09年9月1日～09年9月30日分仕入,2009-09-30,ISO4217:JPY,,,,,,,,312,買掛金,NotesPayableCustomerTradeAccountsPayable,3051222,部門,000,共通部門,vendor,010,鈴木販売㈱
0001-20090930-131-1386-1-3233,9,,,,,,,,,,,account,09年9月1日～09年9月30日分仕入,2009-09-30,ISO4217:JPY,541,商品仕入高,CostMerchandisePurchaseMerchandiseGross,3319040,部門,040,大阪,,,,,,,,vendor,010,鈴木販売㈱
0001-20090930-131-1386-1-3233,10,,,,,,,,,,,account,09年9月1日～09年9月30日分仕入,2009-09-30,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,165944,部門,040,大阪,,,,,,,,,,
0001-20090930-131-1386-1-3233,11,,,,,,,,,,,account,09年9月1日～09年9月30日分仕入,2009-09-30,ISO4217:JPY,,,,,,,,312,買掛金,NotesPayableCustomerTradeAccountsPayable,3484984,部門,000,共通部門,vendor,006,㈱ﾊﾅﾀﾞ
0001-20090930-131-1386-1-3233,12,,,,,,,,,,,account,09年9月1日～09年9月30日分仕入,2009-09-30,ISO4217:JPY,541,商品仕入高,CostMerchandisePurchaseMerchandiseGross,385776,部門,040,大阪,,,,,,,,vendor,006,㈱ﾊﾅﾀﾞ
0001-20090930-131-1386-1-3233,13,,,,,,,,,,,account,09年9月1日～09年9月30日分仕入,2009-09-30,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,19284,部門,040,大阪,,,,,,,,vendor,006,㈱ﾊﾅﾀﾞ
0001-20090930-131-1386-1-3233,14,,,,,,,,,,,account,09年9月1日～09年9月30日分仕入,2009-09-30,ISO4217:JPY,,,,,,,,312,買掛金,NotesPayableCustomerTradeAccountsPayable,405060,部門,000,共通部門,vendor,002,㈱Pole
0001-20090930-131-1386-1-3233,15,,,,,,,,,,,account,09年9月1日～09年9月30日分仕入,2009-09-30,ISO4217:JPY,541,商品仕入高,CostMerchandisePurchaseMerchandiseGross,23520,部門,040,大阪,,,,,,,,vendor,002,㈱Pole
0001-20090930-131-1386-1-3233,16,,,,,,,,,,,account,09年9月1日～09年9月30日分仕入,2009-09-30,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,1176,部門,040,大阪,,,,,,,,vendor,002,㈱Pole
0001-20090930-131-1386-1-3233,17,,,,,,,,,,,account,09年9月1日～09年9月30日分仕入,2009-09-30,ISO4217:JPY,,,,,,,,312,買掛金,NotesPayableCustomerTradeAccountsPayable,24696,部門,000,共通部門,vendor,008,㈱山下
0001-20090930-132-1387-1-3235,,,,,1387-3235,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20090930-132-1387-1-3235,0,,,,,,,,,,,account,09年9月1日～09年9月30日分仕入,2009-09-30,ISO4217:JPY,541,商品仕入高,CostMerchandisePurchaseMerchandiseGross,90288,部門,050,九州,312,買掛金,NotesPayableCustomerTradeAccountsPayable,90288,部門,000,共通部門,,,
0001-20090930-132-1387-1-3235,1,,,,,,,,,,,account,09年9月1日～09年9月30日分仕入,2009-09-30,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,4513,部門,050,九州,312,買掛金,NotesPayableCustomerTradeAccountsPayable,4513,部門,000,共通部門,,,
0001-20090930-133-1388-1-3237,,,,,1388-3237,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20090930-133-1388-1-3237,1,,,,,,,,,,,account,09年9月30日伝票No231株式会社　Pole,2009-09-30,ISO4217:JPY,312,買掛金,NotesPayableCustomerTradeAccountsPayable,1318601,部門,000,000,131,普通預金,OrdinaryDeposit,1318601,,,,vendor,002,㈱Pole
0001-20090930-133-1388-1-3237,1,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090930-133-1388-1-3237,1,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
0001-20090930-134-1389-1-3239,,,,,1389-3239,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20090930-134-1389-1-3239,1,,,,,,,,,,,account,09年9月30日伝票No232小藤丸株式会社,2009-09-30,ISO4217:JPY,312,買掛金,NotesPayableCustomerTradeAccountsPayable,3841014,部門,000,000,301,支払手形,NotesPayableCustomerTradeAccountsPayable,3841014,部門,000,共通部門,vendor,005,小藤丸㈱
0001-20090930-135-1390-1-3241,,,,,1390-3241,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20090930-135-1390-1-3241,1,,,,,,,,,,,account,09年9月30日伝票No234株式会社　サンセット,2009-09-30,ISO4217:JPY,312,買掛金,NotesPayableCustomerTradeAccountsPayable,3639444,部門,000,000,131,普通預金,OrdinaryDeposit,3639444,,,,vendor,007,㈱ｻﾝｾｯﾄ
0001-20090930-135-1390-1-3241,1,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090930-135-1390-1-3241,1,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
0001-20090930-136-1391-1-3243,,,,,1391-3243,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20090930-136-1391-1-3243,1,,,,,,,,,,,account,09年9月30日伝票No236斉藤産業株式会社,2009-09-30,ISO4217:JPY,312,買掛金,NotesPayableCustomerTradeAccountsPayable,1819272,部門,000,000,301,支払手形,NotesPayableCustomerTradeAccountsPayable,1819272,部門,000,共通部門,vendor,009,斉藤産業㈱
0001-20090930-137-1392-1-3245,,,,,1392-3245,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20090930-137-1392-1-3245,1,,,,,,,,,,,account,09年9月30日伝票No242鈴木販売株式会社,2009-09-30,ISO4217:JPY,312,買掛金,NotesPayableCustomerTradeAccountsPayable,3148603,部門,000,000,301,支払手形,NotesPayableCustomerTradeAccountsPayable,3148603,部門,000,共通部門,vendor,010,鈴木販売㈱
0001-20090930-138-1393-1-3247,,,,,1393-3247,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20090930-138-1393-1-3247,1,,,,,,,,,,,account,09年9月30日伝票No243株式会社　有江,2009-09-30,ISO4217:JPY,312,買掛金,NotesPayableCustomerTradeAccountsPayable,336571,部門,000,000,131,普通預金,OrdinaryDeposit,336571,,,,vendor,012,㈱有江
0001-20090930-138-1393-1-3247,1,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090930-138-1393-1-3247,1,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
0001-20090930-139-1394-1-3249,,,,,1394-3249,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20090930-139-1394-1-3249,1,,,,,,,,,,,account,09年9月30日伝票No245ナカムラ産業株式会社,2009-09-30,ISO4217:JPY,312,買掛金,NotesPayableCustomerTradeAccountsPayable,1317476,部門,000,000,131,普通預金,OrdinaryDeposit,1317476,,,,vendor,013,ﾅｶﾑﾗ産業㈱
0001-20090930-139-1394-1-3249,1,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090930-139-1394-1-3249,1,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
0001-20090930-140-1395-1-3251,,,,,1395-3251,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20090930-140-1395-1-3251,1,,,,,,,,,,,account,09年9月30日伝票No247合同会社　ウェスト,2009-09-30,ISO4217:JPY,312,買掛金,NotesPayableCustomerTradeAccountsPayable,2953512,部門,000,000,131,普通預金,OrdinaryDeposit,2953512,,,,vendor,014,(同)ｳｪｽﾄ
0001-20090930-140-1395-1-3251,1,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090930-140-1395-1-3251,1,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
0001-20090930-141-1396-1-3253,,,,,1396-3253,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20090930-141-1396-1-3253,1,,,,,,,,,,,account,09年9月30日伝票No248株式会社　はなまる商事,2009-09-30,ISO4217:JPY,312,買掛金,NotesPayableCustomerTradeAccountsPayable,1178376,部門,000,000,131,普通預金,OrdinaryDeposit,1178376,,,,vendor,015,㈱はなまる商事
0001-20090930-141-1396-1-3253,1,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090930-141-1396-1-3253,1,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
0001-20090930-142-1397-1-3255,,,,,1397-3255,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20090930-142-1397-1-3255,1,,,,,,,,,,,account,手形満期　かめだデパート,2009-09-30,ISO4217:JPY,121,当座預金,CheckingAccounts,6024279,,,,150,受取手形,NotesReceivableGross,6024279,部門,000,共通部門,,,
0001-20090930-142-1397-1-3255,1,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,,,,,,,,
0001-20090930-142-1397-1-3255,1,1,,,,,,,,,,,,,,,,,,補助科目,001,みずほ銀行,,,,,,,,,,
0001-20090930-143-1398-1-3257,,,,,1398-3257,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
0001-20090930-143-1398-1-3257,1,,,,,,,,,,,account,手形期日落日　小藤丸,2009-09-30,ISO4217:JPY,301,支払手形,NotesPayableCustomerTradeAccountsPayable,3766486,部門,000,000,121,当座預金,CheckingAccounts,3766486,,,,,,
0001-20090930-143-1398-1-3257,1,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090930-143-1398-1-3257,1,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,001,みずほ銀行,,,
