-,I,B,T,-,1,1,5,	,1,.,.,1,	,A,m,o,u,n,t, ,d,u,e, ,f,o,r, ,p,a,y,m,e,n,t,	,1,.,.,1,	,•,c,b,c,:,P,a,y,a,b,l,e,A,m,o,u,n,t
-,	,	,	,1,.,.,1,	,•, ,•,@,c,u,r,r,e,n,c,y,I,D
-,I,B,G,-,2,5,	,1,.,.,n,	,I,N,V,O,I,C,E, ,L,I,N,E,	,1,.,.,n,	,c,a,c,:,I,n,v,o,i,c,e,L,i,n,e
-,I,B,T,-,1,2,6,	,1,.,.,1,	,I,n,v,o,i,c,e, ,l,i,n,e, ,i,d,e,n,t,i,f,i,e,r,	,1,.,.,1,	,•,c,b,c,:,I,D
-,I,B,T,-,1,2,7,	,0,.,.,1,	,I,n,v,o,i,c,e, ,l,i,n,e, ,n,o,t,e,	,0,.,.,1,	,•,c,b,c,:,N,o,t,e
-,I,B,T,-,1,2,9,	,1,.,.,1,	,I,n,v,o,i,c,e,d, ,q,u,a,n,t,i,t,y,	,1,.,.,1,	,•,c,b,c,:,I,n,v,o,i,c,e,d,Q,u,a,n,t,i,t,y
-,I,B,T,-,1,3,0,	,1,.,.,1,	,I,n,v,o,i,c,e,d, ,q,u,a,n,t,i,t,y, ,u,n,i,t, ,o,f, ,m,e,a,s,u,r,e, ,c,o,d,e,	,1,.,.,1,	,•, ,•,@,u,n,i,t,C,o,d,e
-,I,B,T,-,1,3,1,	,1,.,.,1,	,I,n,v,o,i,c,e, ,l,i,n,e, ,n,e,t, ,a,m,o,u,n,t,	,1,.,.,1,	,•,c,b,c,:,L,i,n,e,E,x,t,e,n,s,i,o,n,A,m,o,u,n,t
-,	,	,	,1,.,.,1,	,•, ,•,@,c,u,r,r,e,n,c,y,I,D
-,I,B,T,-,1,3,3,	,0,.,.,1,	,I,n,v,o,i,c,e, ,l,i,n,e, ,B,u,y,e,r, ,a,c,c,o,u,n,t,i,n,g, ,r,e,f,e,r,e,n,c,e,	,0,.,.,1,	,•,c,b,c,:,A,c,c,o,u,n,t,i,n,g,C,o,s,t
-,I,B,G,-,2,6,	,0,.,.,1,	,I,N,V,O,I,C,E, ,L,I,N,E, ,P,E,R,I,O,D,	,0,.,.,1,	,•,c,a,c,:,I,n,v,o,i,c,e,P,e,r,i,o,d
-,I,B,T,-,1,3,4,	,0,.,.,1,	,I,n,v,o,i,c,e, ,l,i,n,e, ,p,e,r,i,o,d, ,s,t,a,r,t, ,d,a,t,e,	,0,.,.,1,	,•, ,•,c,b,c,:,S,t,a,r,t,D,a,t,e
-,I,B,T,-,1,3,5,	,0,.,.,1,	,I,n,v,o,i,c,e, ,l,i,n,e, ,p,e,r,i,o,d, ,e,n,d, ,d,a,t,e,	,0,.,.,1,	,•, ,•,c,b,c,:,E,n,d,D,a,t,e
-,	,	,	,0,.,.,1,	,•,c,a,c,:,O,r,d,e,r,L,i,n,e,R,e,f,e,r,e,n,c,e
-,I,B,T,-,1,3,2,	,0,.,.,1,	,R,e,f,e,r,e,n,c,e,d, ,p,u,r,c,h,a,s,e, ,o,r,d,e,r, ,l,i,n,e, ,r,e,f,e,r,e,n,c,e,	,1,.,.,1,	,•, ,•,c,b,c,:,L,i,n,e,I,D
-,	,	,	,0,.,.,1,	,•, ,•,c,a,c,:,O,r,d,e,r,R,e,f,e,r,e,n,c,e
-,I,B,T,-,1,8,3,	,0,.,.,1,	,P,u,r,c,h,a,s,e, ,o,r,d,e,r, ,r,e,f,e,r,e,n,c,e,	,1,.,.,1,	,•, ,•, ,•,c,b,c,:,I,D
-,	,	,	,0,.,.,1,	,•,c,a,c,:,D,e,s,p,a,t,c,h,L,i,n,e,R,e,f,e,r,e,n,c,e
-,	,	,	,1,.,.,1,	,•, ,•,c,b,c,:,L,i,n,e,I,D
-,	,	,	,0,.,.,1,	,•, ,•,c,a,c,:,D,o,c,u,m,e,n,t,R,e,f,e,r,e,n,c,e
-,I,B,T,-,1,8,4,	,0,.,.,1,	,D,e,s,p,a,t,c,h, ,a,d,v,i,c,e, ,r,e,f,e,r,e,n,c,e,	,1,.,.,1,	,•, ,•, ,•,c,b,c,:,I,D
-,I,B,G,-,3,6,	,0,.,.,1,	,L,I,N,E, ,D,O,C,U,M,E,N,T, ,R,E,F,E,R,E,N,C,E,	,0,.,.,1,	,•,c,a,c,:,D,o,c,u,m,e,n,t,R,e,f,e,r,e,n,c,e,[,c,b,c,:,D,o,c,u,m,e,n,t,T,y,p,e,C,o,d,e, ,!,=, ,1,3,0,]
-,I,B,T,-,1,8,8,	,1,.,.,1,	,I,n,v,o,i,c,e, ,l,i,n,e, ,d,o,c,u,m,e,n,t, ,i,d,e,n,t,i,f,i,e,r,	,1,.,.,1,	,•, ,•,c,b,c,:,I,D
-,I,B,T,-,1,8,9,	,0,.,.,1,	,D,o,c,u,m,e,n,t, ,t,y,p,e, ,c,o,d,e,	,0,.,.,1,	,•, ,•,c,b,c,:,D,o,c,u,m,e,n,t,T,y,p,e,C,o,d,e
-,	,	,	,0,.,.,1,	,•,c,a,c,:,D,o,c,u,m,e,n,t,R,e,f,e,r,e,n,c,e,[,c,b,c,:,D,o,c,u,m,e,n,t,T,y,p,e,C,o,d,e, ,=, ,1,3,0,]
-,I,B,T,-,1,2,8,	,0,.,.,1,	,I,n,v,o,i,c,e, ,l,i,n,e, ,o,b,j,e,c,t, ,i,d,e,n,t,i,f,i,e,r,	,1,.,.,1,	,•, ,•,c,b,c,:,I,D
-,I,B,T,-,1,2,8,-,1,	,0,.,.,1,	,S,c,h,e,m,e, ,i,d,e,n,t,i,f,i,e,r,	,0,.,.,1,	,•, ,•, ,•,@,s,c,h,e,m,e,I,D
-,	,	,	,1,.,.,1,	,•, ,•,c,b,c,:,D,o,c,u,m,e,n,t,T,y,p,e,C,o,d,e
-,I,B,G,-,2,7,	,0,.,.,n,	,I,N,V,O,I,C,E, ,L,I,N,E, ,A,L,L,O,W,A,N,C,E,S,	,0,.,.,n,	,•,c,a,c,:,A,l,l,o,w,a,n,c,e,C,h,a,r,g,e,[,c,b,c,:,C,h,a,r,g,e,I,n,d,i,c,a,t,o,r, ,=, ,f,a,l,s,e,]
-,	,	,	,1,.,.,1,	,•, ,•,c,b,c,:,C,h,a,r,g,e,I,n,d,i,c,a,t,o,r
-,I,B,T,-,1,4,0,	,0,.,.,1,	,I,n,v,o,i,c,e, ,l,i,n,e, ,a,l,l,o,w,a,n,c,e, ,r,e,a,s,o,n, ,c,o,d,e,	,0,.,.,1,	,•, ,•,c,b,c,:,A,l,l,o,w,a,n,c,e,C,h,a,r,g,e,R,e,a,s,o,n,C,o,d,e
-,I,B,T,-,1,3,9,	,0,.,.,1,	,I,n,v,o,i,c,e, ,l,i,n,e, ,a,l,l,o,w,a,n,c,e, ,r,e,a,s,o,n,	,0,.,.,1,	,•, ,•,c,b,c,:,A,l,l,o,w,a,n,c,e,C,h,a,r,g,e,R,e,a,s,o,n
-,I,B,T,-,1,3,8,	,0,.,.,1,	,I,n,v,o,i,c,e, ,l,i,n,e, ,a,l,l,o,w,a,n,c,e, ,p,e,r,c,e,n,t,a,g,e,	,0,.,.,1,	,•, ,•,c,b,c,:,M,u,l,t,i,p,l,i,e,r,F,a,c,t,o,r,N,u,m,e,r,i,c
-,I,B,T,-,1,3,6,	,1,.,.,1,	,I,n,v,o,i,c,e, ,l,i,n,e, ,a,l,l,o,w,a,n,c,e, ,a,m,o,u,n,t,	,1,.,.,1,	,•, ,•,c,b,c,:,A,m,o,u,n,t
-,	,	,	,1,.,.,1,	,•, ,•, ,•,@,c,u,r,r,e,n,c,y,I,D
-,I,B,T,-,1,3,7,	,0,.,.,1,	,I,n,v,o,i,c,e, ,l,i,n,e, ,a,l,l,o,w,a,n,c,e, ,b,a,s,e, ,a,m,o,u,n,t,	,0,.,.,1,	,•, ,•,c,b,c,:,B,a,s,e,A,m,o,u,n,t
-,	,	,	,1,.,.,1,	,•, ,•, ,•,@,c,u,r,r,e,n,c,y,I,D
-,I,B,G,-,2,8,	,0,.,.,n,	,I,N,V,O,I,C,E, ,L,I,N,E, ,C,H,A,R,G,E,S,	,0,.,.,n,	,•,c,a,c,:,A,l,l,o,w,a,n,c,e,C,h,a,r,g,e,[,c,b,c,:,C,h,a,r,g,e,I,n,d,i,c,a,t,o,r, ,=, ,t,r,u,e,]
-,	,	,	,1,.,.,1,	,•, ,•,c,b,c,:,C,h,a,r,g,e,I,n,d,i,c,a,t,o,r
-,I,B,T,-,1,4,5,	,0,.,.,1,	,I,n,v,o,i,c,e, ,l,i,n,e, ,c,h,a,r,g,e, ,r,e,a,s,o,n, ,c,o,d,e,	,0,.,.,1,	,•, ,•,c,b,c,:,A,l,l,o,w,a,n,c,e,C,h,a,r,g,e,R,e,a,s,o,n,C,o,d,e
-,I,B,T,-,1,4,4,	,0,.,.,1,	,I,n,v,o,i,c,e, ,l,i,n,e, ,c,h,a,r,g,e, ,r,e,a,s,o,n,	,0,.,.,1,	,•, ,•,c,b,c,:,A,l,l,o,w,a,n,c,e,C,h,a,r,g,e,R,e,a,s,o,n
-,I,B,T,-,1,4,3,	,0,.,.,1,	,I,n,v,o,i,c,e, ,l,i,n,e, ,c,h,a,r,g,e, ,p,e,r,c,e,n,t,a,g,e,	,0,.,.,1,	,•, ,•,c,b,c,:,M,u,l,t,i,p,l,i,e,r,F,a,c,t,o,r,N,u,m,e,r,i,c
-,I,B,T,-,1,4,1,	,1,.,.,1,	,I,n,v,o,i,c,e, ,l,i,n,e, ,c,h,a,r,g,e, ,a,m,o,u,n,t,	,1,.,.,1,	,•, ,•,c,b,c,:,A,m,o,u,n,t
-,	,	,	,1,.,.,1,	,•, ,•, ,•,@,c,u,r,r,e,n,c,y,I,D
-,I,B,T,-,1,4,2,	,0,.,.,1,	,I,n,v,o,i,c,e, ,l,i,n,e, ,c,h,a,r,g,e, ,b,a,s,e, ,a,m,o,u,n,t,	,0,.,.,1,	,•, ,•,c,b,c,:,B,a,s,e,A,m,o,u,n,t
-,	,	,	,1,.,.,1,	,•, ,•, ,•,@,c,u,r,r,e,n,c,y,I,D
-,I,B,G,-,3,1,	,1,.,.,1,	,I,T,E,M, ,I,N,F,O,R,M,A,T,I,O,N,	,1,.,.,1,	,•,c,a,c,:,I,t,e,m
-,I,B,T,-,1,5,4,	,0,.,.,1,	,I,t,e,m, ,d,e,s,c,r,i,p,t,i,o,n,	,0,.,.,1,	,•, ,•,c,b,c,:,D,e,s,c,r,i,p,t,i,o,n
-,I,B,T,-,1,5,3,	,1,.,.,1,	,I,t,e,m, ,n,a,m,e,	,1,.,.,1,	,•, ,•,c,b,c,:,N,a,m,e
-,	,	,	,0,.,.,1,	,•, ,•,c,a,c,:,B,u,y,e,r,s,I,t,e,m,I,d,e,n,t,i,f,i,c,a,t,i,o,n
-,I,B,T,-,1,5,6,	,0,.,.,1,	,I,t,e,m, ,B,u,y,e,r,',s, ,i,d,e,n,t,i,f,i,e,r,	,1,.,.,1,	,•, ,•, ,•,c,b,c,:,I,D
-,	,	,	,0,.,.,1,	,•, ,•,c,a,c,:,S,e,l,l,e,r,s,I,t,e,m,I,d,e,n,t,i,f,i,c,a,t,i,o,n
-,I,B,T,-,1,5,5,	,0,.,.,1,	,I,t,e,m, ,S,e,l,l,e,r,',s, ,i,d,e,n,t,i,f,i,e,r,	,1,.,.,1,	,•, ,•, ,•,c,b,c,:,I,D
-,	,	,	,0,.,.,1,	,•, ,•,c,a,c,:,S,t,a,n,d,a,r,d,I,t,e,m,I,d,e,n,t,i,f,i,c,a,t,i,o,n
-,I,B,T,-,1,5,7,	,0,.,.,1,	,I,t,e,m, ,s,t,a,n,d,a,r,d, ,i,d,e,n,t,i,f,i,e,r,	,1,.,.,1,	,•, ,•, ,•,c,b,c,:,I,D
-,I,B,T,-,1,5,7,-,1,	,1,.,.,1,	,S,c,h,e,m,e, ,i,d,e,n,t,i,f,i,e,r,	,1,.,.,1,	,•, ,•, ,•, ,•,@,s,c,h,e,m,e,I,D
-,	,	,	,0,.,.,1,	,•, ,•,c,a,c,:,O,r,i,g,i,n,C,o,u,n,t,r,y
-,I,B,T,-,1,5,9,	,0,.,.,1,	,I,t,e,m, ,c,o,u,n,t,r,y, ,o,f, ,o,r,i,g,i,n,	,1,.,.,1,	,•, ,•, ,•,c,b,c,:,I,d,e,n,t,i,f,i,c,a,t,i,o,n,C,o,d,e
-,	,	,	,0,.,.,n,	,•, ,•,c,a,c,:,C,o,m,m,o,d,i,t,y,C,l,a,s,s,i,f,i,c,a,t,i,o,n
-,I,B,T,-,1,5,8,	,0,.,.,n,	,I,t,e,m, ,c,l,a,s,s,i,f,i,c,a,t,i,o,n, ,i,d,e,n,t,i,f,i,e,r,	,1,.,.,1,	,•, ,•, ,•,c,b,c,:,I,t,e,m,C,l,a,s,s,i,f,i,c,a,t,i,o,n,C,o,d,e
-,I,B,T,-,1,5,8,-,1,	,1,.,.,1,	,S,c,h,e,m,e, ,i,d,e,n,t,i,f,i,e,r,	,1,.,.,1,	,•, ,•, ,•, ,•,@,l,i,s,t,I,D
-,I,B,T,-,1,5,8,-,2,	,0,.,.,1,	,S,c,h,e,m,e, ,v,e,r,s,i,o,n, ,i,d,e,n,t,i,f,i,e,r,	,0,.,.,1,	,•, ,•, ,•, ,•,@,l,i,s,t,V,e,r,s,i,o,n,I,D
-,I,B,G,-,3,0,	,1,.,.,n,	,L,I,N,E, ,T,A,X, ,I,N,F,O,R,M,A,T,I,O,N,	,1,.,.,n,	,•, ,•,c,a,c,:,C,l,a,s,s,i,f,i,e,d,T,a,x,C,a,t,e,g,o,r,y
-,I,B,T,-,1,5,1,	,1,.,.,1,	,I,n,v,o,i,c,e,d, ,i,t,e,m, ,T,A,X, ,c,a,t,e,g,o,r,y, ,c,o,d,e,	,1,.,.,1,	,•, ,•, ,•,c,b,c,:,I,D
-,I,B,T,-,1,5,2,	,0,.,.,1,	,I,n,v,o,i,c,e,d, ,i,t,e,m, ,T,A,X, ,r,a,t,e,	,0,.,.,1,	,•, ,•, ,•,c,b,c,:,P,e,r,c,e,n,t
-,I,B,T,-,1,6,6,	,0,.,.,1,	,U,n,i,t, ,T,A,X,	,0,.,.,1,	,•, ,•, ,•,c,b,c,:,P,e,r,U,n,i,t,A,m,o,u,n,t
-,	,	,	,0,.,.,1,	,•, ,•, ,•,c,a,c,:,T,a,x,S,c,h,e,m,e
-,I,B,T,-,1,6,7,	,0,.,.,1,	,T,a,x, ,S,c,h,e,m,e,	,1,.,.,1,	,•, ,•, ,•, ,•,c,b,c,:,I,D
-,I,B,G,-,3,2,	,0,.,.,n,	,I,T,E,M, ,A,T,T,R,I,B,U,T,E,S,	,0,.,.,n,	,•, ,•,c,a,c,:,A,d,d,i,t,i,o,n,a,l,I,t,e,m,P,r,o,p,e,r,t,y
-,I,B,T,-,1,6,0,	,1,.,.,1,	,I,t,e,m, ,a,t,t,r,i,b,u,t,e, ,n,a,m,e,	,1,.,.,1,	,•, ,•, ,•,c,b,c,:,N,a,m,e
-,I,B,T,-,1,6,1,	,1,.,.,1,	,I,t,e,m, ,a,t,t,r,i,b,u,t,e, ,v,a,l,u,e,	,1,.,.,1,	,•, ,•, ,•,c,b,c,:,V,a,l,u,e
-,I,B,G,-,2,9,	,1,.,.,1,	,P,R,I,C,E, ,D,E,T,A,I,L,S,	,1,.,.,1,	,•,c,a,c,:,P,r,i,c,e
-,I,B,T,-,1,4,6,	,1,.,.,1,	,I,t,e,m, ,n,e,t, ,p,r,i,c,e,	,1,.,.,1,	,•, ,•,c,b,c,:,P,r,i,c,e,A,m,o,u,n,t
-,	,	,	,1,.,.,1,	,•, ,•, ,•,@,c,u,r,r,e,n,c,y,I,D
-,I,B,T,-,1,4,9,	,0,.,.,1,	,I,t,e,m, ,p,r,i,c,e, ,b,a,s,e, ,q,u,a,n,t,i,t,y,	,0,.,.,1,	,•, ,•,c,b,c,:,B,a,s,e,Q,u,a,n,t,i,t,y
-,I,B,T,-,1,5,0,	,0,.,.,1,	,I,t,e,m, ,p,r,i,c,e, ,b,a,s,e, ,q,u,a,n,t,i,t,y, ,u,n,i,t, ,o,f, ,m,e,a,s,u,r,e, ,c,o,d,e,	,0,.,.,1,	,•, ,•, ,•,@,u,n,i,t,C,o,d,e
-,	,	,	,0,.,.,1,	,•, ,•,c,a,c,:,A,l,l,o,w,a,n,c,e,C,h,a,r,g,e
-,	,	,	,1,.,.,1,	,•, ,•, ,•,c,b,c,:,C,h,a,r,g,e,I,n,d,i,c,a,t,o,r
-,I,B,T,-,1,4,7,	,0,.,.,1,	,I,t,e,m, ,p,r,i,c,e, ,d,i,s,c,o,u,n,t,	,1,.,.,1,	,•, ,•, ,•,c,b,c,:,A,m,o,u,n,t
-,	,	,	,1,.,.,1,	,•, ,•, ,•, ,•,@,c,u,r,r,e,n,c,y,I,D
-,I,B,T,-,1,4,8,	,0,.,.,1,	,I,t,e,m, ,g,r,o,s,s, ,p,r,i,c,e,	,0,.,.,1,	,•, ,•, ,•,c,b,c,:,B,a,s,e,A,m,o,u,n,t
-,	,	,	,1,.,.,1,	,•, ,•, ,•, ,•,@,c,u,r,r,e,n,c,y,I,D
+,	,	,	,	,1,.,.,1,	,u,b,l,:,I,n,v,o,i,c,e
+,	,I,B,T,-,0,2,4,	,1,.,.,1,	,S,p,e,c,i,f,i,c,a,t,i,o,n, ,i,d,e,n,t,i,f,i,e,r,	,1,.,.,1,	,c,b,c,:,C,u,s,t,o,m,i,z,a,t,i,o,n,I,D
+,	,I,B,T,-,0,2,3,	,1,.,.,1,	,B,u,s,i,n,e,s,s, ,p,r,o,c,e,s,s, ,t,y,p,e,	,1,.,.,1,	,c,b,c,:,P,r,o,f,i,l,e,I,D
+,	,I,B,T,-,0,0,1,	,1,.,.,1,	,I,n,v,o,i,c,e, ,n,u,m,b,e,r,	,1,.,.,1,	,c,b,c,:,I,D
+,	,I,B,T,-,0,0,2,	,1,.,.,1,	,I,n,v,o,i,c,e, ,i,s,s,u,e, ,d,a,t,e,	,1,.,.,1,	,c,b,c,:,I,s,s,u,e,D,a,t,e
+,	,I,B,T,-,1,6,8,	,0,.,.,1,	,I,n,v,o,i,c,e, ,i,s,s,u,e, ,t,i,m,e,	,0,.,.,1,	,c,b,c,:,I,s,s,u,e,T,i,m,e
+,	,I,B,T,-,0,0,9,	,0,.,.,1,	,P,a,y,m,e,n,t, ,d,u,e, ,d,a,t,e,	,0,.,.,1,	,c,b,c,:,D,u,e,D,a,t,e
+,	,I,B,T,-,0,0,3,	,1,.,.,1,	,I,n,v,o,i,c,e, ,t,y,p,e, ,c,o,d,e,	,1,.,.,1,	,c,b,c,:,I,n,v,o,i,c,e,T,y,p,e,C,o,d,e
+,	,I,B,T,-,0,2,2,	,0,.,.,1,	,I,n,v,o,i,c,e, ,n,o,t,e,	,0,.,.,1,	,c,b,c,:,N,o,t,e
+,	,I,B,T,-,0,0,7,	,0,.,.,1,	,T,A,X, ,p,o,i,n,t, ,d,a,t,e,	,0,.,.,1,	,c,b,c,:,T,a,x,P,o,i,n,t,D,a,t,e
+,	,I,B,T,-,0,0,5,	,1,.,.,1,	,I,n,v,o,i,c,e, ,c,u,r,r,e,n,c,y, ,c,o,d,e,	,1,.,.,1,	,c,b,c,:,D,o,c,u,m,e,n,t,C,u,r,r,e,n,c,y,C,o,d,e
+,	,I,B,T,-,0,0,6,	,0,.,.,1,	,T,a,x, ,a,c,c,o,u,n,t,i,n,g, ,c,u,r,r,e,n,c,y,	,0,.,.,1,	,c,b,c,:,T,a,x,C,u,r,r,e,n,c,y,C,o,d,e
+,	,I,B,T,-,0,1,9,	,0,.,.,1,	,B,u,y,e,r, ,a,c,c,o,u,n,t,i,n,g, ,r,e,f,e,r,e,n,c,e,	,0,.,.,1,	,c,b,c,:,A,c,c,o,u,n,t,i,n,g,C,o,s,t
+,	,I,B,T,-,0,1,0,	,0,.,.,1,	,B,u,y,e,r, ,r,e,f,e,r,e,n,c,e,	,0,.,.,1,	,c,b,c,:,B,u,y,e,r,R,e,f,e,r,e,n,c,e
+,+,	,I,B,G,-,1,4,	,0,.,.,1,	,I,N,V,O,I,C,I,N,G, ,P,E,R,I,O,D,	,0,.,.,1,	,c,a,c,:,I,n,v,o,i,c,e,P,e,r,i,o,d
+,	,I,B,T,-,0,7,3,	,0,.,.,1,	,I,n,v,o,i,c,i,n,g, ,p,e,r,i,o,d, ,s,t,a,r,t, ,d,a,t,e,	,0,.,.,1,	,•,c,b,c,:,S,t,a,r,t,D,a,t,e
+,	,I,B,T,-,0,7,4,	,0,.,.,1,	,I,n,v,o,i,c,i,n,g, ,p,e,r,i,o,d, ,e,n,d, ,d,a,t,e,	,0,.,.,1,	,•,c,b,c,:,E,n,d,D,a,t,e
+,	,I,B,T,-,0,0,8,	,0,.,.,1,	,T,A,X, ,p,o,i,n,t, ,d,a,t,e, ,c,o,d,e,	,0,.,.,1,	,•,c,b,c,:,D,e,s,c,r,i,p,t,i,o,n,C,o,d,e
+,+,	,	,	,O,r,d,e,r, ,a,n,d, ,s,a,l,e,s, ,o,r,d,e,r, ,r,e,f,e,r,e,n,c,e,	,0,.,.,1,	,c,a,c,:,O,r,d,e,r,R,e,f,e,r,e,n,c,e
+,	,I,B,T,-,0,1,3,	,0,.,.,1,	,P,u,r,c,h,a,s,e, ,o,r,d,e,r, ,r,e,f,e,r,e,n,c,e,	,1,.,.,1,	,•,c,b,c,:,I,D
+,	,I,B,T,-,0,1,4,	,0,.,.,1,	,S,a,l,e,s, ,o,r,d,e,r, ,r,e,f,e,r,e,n,c,e,	,0,.,.,1,	,•,c,b,c,:,S,a,l,e,s,O,r,d,e,r,I,D
+,+,	,I,B,G,-,0,3,	,0,.,.,n,	,P,R,E,C,E,D,I,N,G, ,I,N,V,O,I,C,E, ,R,E,F,E,R,E,N,C,E,	,0,.,.,n,	,c,a,c,:,B,i,l,l,i,n,g,R,e,f,e,r,e,n,c,e
+,+,	,	,	,I,n,v,o,i,c,e, ,d,o,c,u,m,e,n,t, ,r,e,f,e,r,e,n,c,e,	,1,.,.,1,	,•,c,a,c,:,I,n,v,o,i,c,e,D,o,c,u,m,e,n,t,R,e,f,e,r,e,n,c,e
+,	,I,B,T,-,0,2,5,	,1,.,.,1,	,P,r,e,c,e,d,i,n,g, ,I,n,v,o,i,c,e, ,r,e,f,e,r,e,n,c,e,	,1,.,.,1,	,•,•,c,b,c,:,I,D
+,	,I,B,T,-,0,2,6,	,0,.,.,1,	,P,r,e,c,e,d,i,n,g, ,I,n,v,o,i,c,e, ,i,s,s,u,e, ,d,a,t,e,	,0,.,.,1,	,•,•,c,b,c,:,I,s,s,u,e,D,a,t,e
+,+,	,	,	,D,e,s,p,a,t,c,h, ,a,d,v,i,c,e, ,r,e,f,e,r,e,n,c,e,	,0,.,.,1,	,c,a,c,:,D,e,s,p,a,t,c,h,D,o,c,u,m,e,n,t,R,e,f,e,r,e,n,c,e
+,	,I,B,T,-,0,1,6,	,0,.,.,1,	,D,e,s,p,a,t,c,h, ,a,d,v,i,c,e, ,r,e,f,e,r,e,n,c,e,	,1,.,.,1,	,•,c,b,c,:,I,D
+,+,	,	,	,R,e,c,e,i,p,t, ,a,d,v,i,c,e, ,r,e,f,e,r,e,n,c,e,	,0,.,.,1,	,c,a,c,:,R,e,c,e,i,p,t,D,o,c,u,m,e,n,t,R,e,f,e,r,e,n,c,e
+,	,I,B,T,-,0,1,5,	,0,.,.,1,	,R,e,c,e,i,v,i,n,g, ,a,d,v,i,c,e, ,r,e,f,e,r,e,n,c,e,	,1,.,.,1,	,•,c,b,c,:,I,D
+,+,	,	,	,T,e,n,d,e,r, ,o,r, ,L,o,t, ,r,e,f,e,r,e,n,c,e,	,0,.,.,1,	,c,a,c,:,O,r,i,g,i,n,a,t,o,r,D,o,c,u,m,e,n,t,R,e,f,e,r,e,n,c,e
+,	,I,B,T,-,0,1,7,	,0,.,.,1,	,T,e,n,d,e,r, ,o,r, ,l,o,t, ,r,e,f,e,r,e,n,c,e,	,1,.,.,1,	,•,c,b,c,:,I,D
+,+,	,	,	,C,o,n,t,r,a,c,t, ,r,e,f,e,r,e,n,c,e,	,0,.,.,1,	,c,a,c,:,C,o,n,t,r,a,c,t,D,o,c,u,m,e,n,t,R,e,f,e,r,e,n,c,e
+,	,I,B,T,-,0,1,2,	,0,.,.,1,	,C,o,n,t,r,a,c,t, ,r,e,f,e,r,e,n,c,e,	,1,.,.,1,	,•,c,b,c,:,I,D
+,+,	,	,	,A,d,d,i,t,i,o,n,a,l, ,d,o,c,u,m,e,n,t, ,r,e,f,e,r,e,n,c,e, ,c,l,a,s,s,	,0,.,.,1,	,c,a,c,:,A,d,d,i,t,i,o,n,a,l,D,o,c,u,m,e,n,t,R,e,f,e,r,e,n,c,e,[,c,b,c,:,D,o,c,u,m,e,n,t,T,y,p,e,C,o,d,e, ,=, ,1,3,0,]
+,+,	,I,B,T,-,0,1,8,	,0,.,.,1,	,I,n,v,o,i,c,e,d, ,o,b,j,e,c,t, ,i,d,e,n,t,i,f,i,e,r,	,1,.,.,1,	,•,c,b,c,:,I,D
+,	,I,B,T,-,0,1,8,-,1,	,0,.,.,1,	,T,h,e, ,i,d,e,n,t,i,f,i,c,a,t,i,o,n, ,s,c,h,e,m,e, ,i,d,e,n,t,i,f,i,e,r, ,o,f, ,t,h,e, ,I,n,v,o,i,c,e,d, ,o,b,j,e,c,t, ,i,d,e,n,t,i,f,i,e,r,.,	,0,.,.,1,	,•,•,@,s,c,h,e,m,e,I,D
+,	,	,	,Q,u,a,l,i,f,i,e,r, ,f,o,r, ,s,y,n,t,a,x, ,b,i,n,d,i,n,g,	,1,.,.,1,	,•,c,b,c,:,D,o,c,u,m,e,n,t,T,y,p,e,C,o,d,e
+,+,	,I,B,G,-,2,4,	,0,.,.,n,	,A,D,D,I,T,I,O,N,A,L, ,S,U,P,P,O,R,T,I,N,G, ,D,O,C,U,M,E,N,T,S,	,0,.,.,n,	,c,a,c,:,A,d,d,i,t,i,o,n,a,l,D,o,c,u,m,e,n,t,R,e,f,e,r,e,n,c,e,[,c,b,c,:,D,o,c,u,m,e,n,t,T,y,p,e,C,o,d,e, ,!,=, ,1,3,0,]
+,	,I,B,T,-,1,2,2,	,1,.,.,1,	,S,u,p,p,o,r,t,i,n,g, ,d,o,c,u,m,e,n,t, ,r,e,f,e,r,e,n,c,e,	,1,.,.,1,	,•,c,b,c,:,I,D
+,	,I,B,T,-,1,2,3,	,0,.,.,1,	,S,u,p,p,o,r,t,i,n,g, ,d,o,c,u,m,e,n,t, ,d,e,s,c,r,i,p,t,i,o,n,	,0,.,.,1,	,•,c,b,c,:,D,o,c,u,m,e,n,t,D,e,s,c,r,i,p,t,i,o,n
+,+,	,	,	,A,t,t,a,c,h,m,e,n,t,	,0,.,.,1,	,•,c,a,c,:,A,t,t,a,c,h,m,e,n,t
+,+,	,I,B,T,-,1,2,5,	,0,.,.,1,	,A,t,t,a,c,h,e,d, ,d,o,c,u,m,e,n,t,	,0,.,.,1,	,•,•,c,b,c,:,E,m,b,e,d,d,e,d,D,o,c,u,m,e,n,t,B,i,n,a,r,y,O,b,j,e,c,t
+,	,I,B,T,-,1,2,5,-,1,	,1,.,.,1,	,A,t,t,a,c,h,e,d, ,d,o,c,u,m,e,n,t, ,M,i,m,e, ,c,o,d,e,	,1,.,.,1,	,•,•,•,@,m,i,m,e,C,o,d,e
+,	,I,B,T,-,1,2,5,-,2,	,1,.,.,1,	,A,t,t,a,c,h,e,d, ,d,o,c,u,m,e,n,t, ,F,i,l,e,n,a,m,e,	,1,.,.,1,	,•,•,•,@,f,i,l,e,n,a,m,e
