ID,Card,Level,Term,Description,項目名,説明,Semantic Datatype,UBL Sort,UBL Xpath,ID,Card,Level,,Semantic Datatype,説明,共通EDI,消費税必須,突合キー,自動振り分け,CII Sort,CII XPath,,
ibt-074,0..1,3,Invoicing period end date,The date when the Invoice period ends.,請求期間終了日,請求期間終了日。,Date,1160,/ubl:Invoice/cac:InvoicePeriod/cbc:EndDate,BT-74,1..1,3,請求終了日,Date,この請求書の請求終了日,◎,,,,3540,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:BillingSpecifiedPeriod/ram:EndDateTime/udt:DateTimeString[@format='102'],,
ibg-15,0..1,2,DELIVER TO ADDRESS,A group of business terms providing information about the address to which goods and services invoiced were or are delivered.,納入先住所,請求する財又はサービスの納入先の住所に関する情報を提供するビジネス用語のグループ。,,2490,/ubl:Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address,BG-15,0..1,2,納入先の住所,,納入先の住所に関する情報,〇,,,,2920,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeDelivery/ram:ShipToTradeParty/ram:PostalTradeAddress,,
ibt-075,0..1,3,Deliver to address line 1,The main address line in an address.,納入先住所欄1,納入先の住所の主な記載欄。,Text,2500,/ubl:Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:StreetName,BT-75,1..1,3,納入先住所欄1,Text,納入先の住所,〇,,,,2940,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeDelivery/ram:ShipToTradeParty/ram:PostalTradeAddress/ram:LineOne,,
ibt-076,0..1,3,Deliver to address line 2,An additional address line in an address that can be used to give further details supplementing the main line.,納入先住所欄2,納入先の住所の主な記載内容に加えて詳細な情報のために使用する追加記載欄。,Text,2510,/ubl:Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:AdditionalStreetName,BT-76,,,納入先住所欄2,Text,,,,,,2950,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeDelivery/ram:ShipToTradeParty/ram:PostalTradeAddress/ram:LineTwo,,
ibt-165,0..1,3,Deliver to address line 3,An additional address line in an address that can be used to give further details supplementing the main line.,納入先住所欄3,納入先の住所の上記の記載内容に加えてより詳細な情報のために使用する追加記載欄。,Text,2560,/ubl:Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cac:AddressLine/cbc:Line,BT-165,,,納入先住所欄3,Text,,,,,,2960,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeDelivery/ram:ShipToTradeParty/ram:PostalTradeAddress/ram:LineThree,,
ibt-077,0..1,3,Deliver to city,"The common name of the city, town or village, where the deliver to address is located.",納入先住所 市区町村,納入先が所在する市、町、村の通称。,Text,2520,/ubl:Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:CityName,BT-77,,,納入先市,Text,,,,,,2970,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeDelivery/ram:ShipToTradeParty/ram:PostalTradeAddress/ram:CityName,,
ibt-078,0..1,3,Deliver to post code,The identifier for an addressable group of properties according to the relevant postal service.,納入先郵便番号,納入先の住所の郵便番号。,Text,2530,/ubl:Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:PostalZone,BT-78,1..1,3,納入先郵便番号,Text,納入先の郵便番号,〇,,,,2930,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeDelivery/ram:ShipToTradeParty/ram:PostalTradeAddress/ram:PostcodeCode,,
ibt-079,0..1,3,Deliver to country subdivision,The subdivision of a country.,納入先住所 都道府県,納入先の住所の地方区分。,Text,2540,/ubl:Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:CountrySubentity,BT-79,,,納入先の地方区分,Text,,,,,,2990,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeDelivery/ram:ShipToTradeParty/ram:PostalTradeAddress/ram:CountrySubDivisionName,,
ibt-080,1..1,3,Deliver to country code,A code that identifies the country.,納入先国コード,納入先の住所の国コード。,Code,2580,/ubl:Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cac:Country/cbc:IdentificationCode,BT-80,0..1,3,納入先国コード,Code,,,,,,2980,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeDelivery/ram:ShipToTradeParty/ram:PostalTradeAddress/ram:CountryID,,
ibg-16,0..n,1,PAYMENT INSTRUCTIONS,A group of business terms providing information about the payment.,支払指示,取引条件のうち支払に関する情報を提供するビジネス用語のグループ。,,2620,/ubl:Invoice/cac:PaymentMeans,BG-16,0..1,1,支払手段,, 取引決済の目的で支払が行われる、あるいは行われた手段,〇,,,,3210,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementPaymentMeans,,
ibt-081,1..1,2,Payment means type code,"The means, expressed as code, for how a payment is expected to be or has been settled.",支払手段タイプコード,取引決済手段のタイプを識別するコード。,Code,2640,/ubl:Invoice/cac:PaymentMeans/cbc:PaymentMeansCode,BT-81,1..1,2,支払手段タイプコード,Code,取引決済手段のタイプを識別するコード,〇,,,,3220,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementPaymentMeans/ram:TypeCode,,
ibt-082,0..1,2,Payment means text,"The means, expressed as text, for how a payment is expected to be or has been settled.",支払手段内容説明,取引決済手段を説明するテキスト。,Text,2650,/ubl:Invoice/cac:PaymentMeans/cbc:PaymentMeansCode/@name,BT-82,1..1,2,支払手段名,Text,取引決済手段の名称,〇,,,,3230,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementPaymentMeans/ram:Information,,
ibt-083,0..n,2,Remittance information,"A textual value used to establish a link between the payment and the Invoice, issued by the Seller.",送金情報,支払と請求書とを紐づけるために使用されるテキスト。,Text,2660,/ubl:Invoice/cac:PaymentMeans/cbc:PaymentID,BT-83,0..1,2,送金情報,Text,受注者が発行した、支払いと請求書の間のリンクを確立するために使用されるテキスト,,,,✔,3100,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:PaymentReference,,
ibt-083-1,0..1,3,Remittance information Scheme identifier,The identification of the identification scheme. As example ABA,スキーマID,スキーマID、例えば、ABA。,Code,2670,/ubl:Invoice/cac:PaymentMeans/cbc:PaymentID/@schemeID,BT-83-1,,,,,,,,,,,,,
,,,,,,,,,,,0..1,2,金融口座,,債権者の銀行口座,〇,,,,,,,
,,,,,,,,,,,1..1,3,口座番号,Code,債権者金融口座の、文字で表現された口座名,〇,,,,,,,
,,,,,,,,,,,1..1,3,口座名義,Text,債権者金融口座の一意の所有者識別子,〇,,,,,,,
,,,,,,,,,,,1..1,3,口座種別コード,Code,債権者金融口座種別の識別子,〇,,,,,,,
,,,,,,,,,,,1..1,3,金融機関名,Text,債権者金融機関の、文字で表現された名前,〇,,,,,,,
,,,,,,,,,,,1..1,3,金融機関番号,Code,債権者の金融機関番号（日本の場合）,〇,,,,,,,
,,,,,,,,,,,1..1,3,金融機関支店番号,Code,金融機関のこの支店の一意識別子,〇,,,,,,,
,,,,,,,,,,,1..1,3,金融機関支店名,Text,金融機関のこの支店の、文字で表現された名前,〇,,,,,,,
ibg-17,0..1,2,CREDIT TRANSFER,A group of business terms to specify credit transfer payments.,銀行振込,銀行振込による支払を指定する情報を提供するビジネス用語のグループ。,,2720,/ubl:Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount,BG-17,,,クレジット転送,,クレジット振替支払を指定するビジネス条件のグループ,,,,,3290,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementPaymentMeans/ram:PayeePartyCreditorFinancialAccount,,
ibt-084,1..1,3,Payment account identifier,"A unique identifier of the financial payment account, at a payment service provider, to which payment should be made.",支払先口座ID,支払先となる金融機関の口座ID。IBAN(SEPA支払いの場合)など。,Identifier,2730,/ubl:Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cbc:ID,BT-84,,,支払口座識別子,Identifier,"支払先となる、支払サービス・プロバイダの財務支払アカウントの一意の識別子
IBAN (SEPA支払いの場合)または国民経済計算番号など",,,,,3300,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementPaymentMeans/ram:PayeePartyCreditorFinancialAccount/ram:IBANID,,
ibt-084-1,0..1,3,Payment account identifier Scheme identifier,The identification of the identification scheme. As example IBAN,スキーマID,口座IDを発行する発番組織のスキーマID、例えば、IBAN。,Code,2740,/ubl:Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cbc:ID/@schemeID,BT-84-1,,,,,,,,,,,,,
ibt-085,0..1,3,Payment account name,"The name of the payment account, at a payment service provider, to which payment should be made.",支払先口座名義人名,支払先口座の口座名義人名。,Text,2750,/ubl:Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cbc:Name,BT-85,,,支払勘定名称,Text,支払を行う支払サービス・プロバイダの支払アカウントの名前,,,,,3310,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementPaymentMeans/ram:PayeePartyCreditorFinancialAccount/ram:AccountName,,
ibt-086,0..1,3,Payment service provider identifier,An identifier for the payment service provider where a payment account is located.,支払先金融機関ID,支払先口座がある金融機関ID。,Identifier,2770,/ubl:Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cbc:ID,BT-86,,,支払サービスプロバイダ識別子,Identifier,"支払アカウントがある支払サービス・プロバイダの識別子
必要に応じてBICまたは国の清算コードなど",,,,,3360,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementPaymentMeans/ram:PayeeSpecifiedCreditorFinancialInstitution/ram:BICID,,
ibg-18,0..1,2,PAYMENT CARD INFORMATION,A group of business terms providing information about card used for payment contemporaneous with invoice issuance.,支払カード情報,請求書発行と同時に支払に使用されるカードに関する情報を提供するビジネス用語のグループ。,,2680,/ubl:Invoice/cac:PaymentMeans/cac:CardAccount,BG-18,,,支払カード情報,,"請求書発行と同時に支払に使用されるカードに関する情報
購入者がクレジットカードやデビットカードなどの支払いカードを使用することを選択した場合にのみ使用",,,,,3240,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementPaymentMeans/ram:ApplicableTradeSettlementFinancialCard,,
ibt-087,1..1,3,Payment card primary account number,The Primary Account Number (PAN) of the card used for payment.,支払カード番号,支払に使用するカードの支払カード番号。,Text,2690,/ubl:Invoice/cac:PaymentMeans/cac:CardAccount/cbc:PrimaryAccountNumberID,BT-87,,,支払カード主要口座番号,Text,"支払に使用するカードのプライマリアカウント番号
カード支払セキュリティ基準に従って、請求書にはカードの主要アカウント番号を完全に含めな
現時点では、PCI Security Standards Councilは、最初の6桁と最後の4桁が表示される最大桁数であると定義",,,,,3250,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementPaymentMeans/ram:ApplicableTradeSettlementFinancialCard/ram:ID,,
ibt-088,0..1,3,Payment card holder name,The name of the payment card holder.,カード名義人氏名,支払カード所有者の氏名。,Text,2710,/ubl:Invoice/cac:PaymentMeans/cac:CardAccount/cbc:HolderName,BT-88,,,カード名義人氏名,Text,支払カード所有者の名前,,,,,3260,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementPaymentMeans/ram:ApplicableTradeSettlementFinancialCard/ram:CardholderName,,
ibg-19,0..1,2,DIRECT DEBIT,A group of business terms to specify a direct debit.,自動口座引落,口座引落しを指定するビジネス条件の情報を提供するビジネス用語のグループ。,,2880,/ubl:Invoice/cac:PaymentMeans/cac:PaymentMandate,BG-19,,,直接デビット,,"口座引落しを指定するビジネス条件の情報
SEPA又は他の口座振替制度の規則に従い、SEPA又は売り手が開始する他の口座振替により支払いが行われる旨を請求書に事前通知するために使用する",,,,,3080,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement,,
ibt-089,0..1,3,Mandate reference identifier,Unique identifier assigned by the Payee for referencing the direct debit mandate.,マンデーション参照ID,口座振替依頼を参照するために受取人によって割り当てられた固有ID。,Identifier,2890,/ubl:Invoice/cac:PaymentMeans/cac:PaymentMandate/cbc:ID,BT-89,,,マンデーションリファレンス識別子,Identifier,"直接借方マンデートを参照するために受取人によって割り当てられた固有識別
購入者に事前通知するために使用します　SEPA口座振替",,,,,3850,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradePaymentTerms/ram:DirectDebitMandateID,,
ibt-090,0..1,3,Bank assigned creditor identifier,Unique banking reference identifier of the Payee or Seller assigned by the Payee or Seller bank. ,銀行が採番した債権者の識別子,売り手や支払先の取引銀行が一意に割り当てた売り手や支払先の銀行参照識別子。,Identifier,1520,"/ubl:Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyIdentification/cbc:ID[@schemeID=""SEPA""]",BT-90,,,銀行が割り当てた債権者識別子,Identifier,"受取人または販売者銀行によって割り当てられた受取人または販売者の一意の銀行参照識別子
SEPA口座振替を購入者に事前に通知するために使用",,,,,3090,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:CreditorReferenceID,,
ibt-091,0..1,3,Debited account identifier,The account to be debited by the direct debit.,自動引落口座ID,自動口座引落によって引き落としがされる銀行口座ID。,Identifier,2910,/ubl:Invoice/cac:PaymentMeans/cac:PaymentMandate/cac:PayerFinancialAccount/cbc:ID,BT-91,,,借方勘定識別子,Identifier,自動引き落としによって引き落とされる勘定科目,,,,,3280,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementPaymentMeans/ram:PayerPartyDebtorFinancialAccount/ram:IBANID,,
ibg-20,0..n,1,DOCUMENT LEVEL ALLOWANCES,A group of business terms providing information about allowances applicable to the Invoice as a whole.,請求書レベルの返金,請求書レベルの返金に関する情報を提供するビジネス用語のグループ。,,3020,/ubl:Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()],BG-20,0..1,1,文書全体の返金,,請求書全体に適用される控除（返還請求）に関する情報　源泉徴収税などの控除（返還請求）もここに指定,,,,,3560,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator=false()],,
ibt-092,1..1,2,Document level allowance amount,"The amount of an allowance, without VAT.",請求書レベルの返金金額(税抜き),返金金額(税抜き)。,Amount,3070,/ubl:Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:Amount,BT-92,1..1,2,文書全体の返金金額,Amount,消費税を除いた控除（返還請求）の金額,,,,,3610,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator=false()]/ram:ActualAmount,,
ibt-093,0..1,2,Document level allowance base amount,"The base amount that may be used, in conjunction with the document level allowance percentage, to calculate the document level allowance amount.",請求書レベルの返金金額の基準となる金額,請求書レベルの返金の率を乗じて請求書レベルの返金金額を算出する際に使用される基準金額。,Amount,3090,/ubl:Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:BaseAmount,BT-93,0..1,2,文書全体の返金の基準となる金額,Amount,文書全体の控除（返還請求）率を乗じて文書全体の控除（返還請求）を計算するときに使用される基本金額,,,,,3600,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator=false()]/ram:BasisAmount,,
ibt-094,0..1,2,Document level allowance percentage,"The percentage that may be used, in conjunction with the document level allowance base amount, to calculate the document level allowance amount.",請求書レベルの返金の率,請求書レベルの返金基準金額に乗じて、請求書レベルの返金金額を算出する際に使用されるパーセント。,Percentage,3060,/ubl:Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:MultiplierFactorNumeric,BT-94,0..1,2,文書全体の返金率,Percentage,文書全体の控除（返還請求）基準金額に乗じて文書全体の控除（返還請求）金額を計算するときに使用されるパーセント,,,,,3590,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator=false()]/ram:CalculationPercent,,
ibt-095,1..1,2,Document level allowance TAX category code,A coded identification of what VAT category applies to the document level allowance.,請求書レベルの返金の課税分類コード,請求書レベルの返金に適用される課税分類コード。,Code,3120,/ubl:Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cac:TaxCategory/cbc:ID,BT-95,0..1,2,文書全体の返金の消費税分類コード,Code,文書全体の控除（返還請求）に適用される消費税分類コード,,,,,3650,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator=false()]/ram:CategoryTradeTax/ram:TypeCode,,
ibt-095-1,1..1,3,Document level allowance TAX category code Tax Scheme,,,,Code,3180,/ubl:Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cac:TaxCategory/cac:TaxScheme/cbc:ID,BT-95-1,,,,,,,,,,,,,
ibt-096,0..1,2,Document level allowance TAX rate,"The VAT rate, represented as percentage that applies to the document level allowance.",請求書レベルの返金の税率,請求書レベルの返金に適用される消費税率(パーセント)。,Percentage,3140,/ubl:Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cac:TaxCategory/cbc:Percent,BT-96,0..1,2,文書全体の返金の消費税率,Percentage,文書全体の控除（返還請求）に適用される消費税率 (パーセントで表す) ,,,,,3670,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator=false()]/ram:CategoryTradeTax/ram:RateApplicablePercent,,
ibt-097,0..1,2,Document level allowance reason,"The reason for the document level allowance, expressed as text",請求書レベルの返金の理由,請求書レベルの返金の理由をテキストで表現。,Text,3050,/ubl:Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:AllowanceChargeReason,BT-97,0..1,2,文書全体の返金の理由,Text,文書全体の控除（返還請求）の理由を文で指定,,,,,3630,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator=false()]/ram:Reason,,
ibt-098,0..1,2,Document level allowance reason code,"The reason for the document level allowance, expressed as a code.",請求書レベルの返金の理由コード,請求書レベルの返金の理由コード。,Code,3040,/ubl:Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:AllowanceChargeReasonCode,BT-98,0..1,2,文書全体の返金の事由コード,Code,"文書全体の控除（返還請求）の理由のコード
文書全体の控除（返還請求）理由コードと文書全体の控除（返還請求）理由は同一の控除（返還請求）理由を示すものとする",,,,,3620,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator=false()]/ram:ReasonCode,,
ibg-21,0..n,1,DOCUMENT LEVEL CHARGES,"A group of business terms providing information about charges and taxes other than VAT, applicable to the Invoice as a whole.",請求書レベルの追加請求,請求書レベルの追加請求や追加税(消費税以外)に関する情報を提供するビジネス用語のグループ。,,3190,/ubl:Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()],BG-21,,,文書全体の追加請求,,請求書全体の消費税以外のチャージおよび税金に関する情報,,,,,3680,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator=true()],,
ibt-099,1..1,2,Document level charge amount,"The amount of a charge, without VAT.",請求書レベルの追加請求金額(税抜き),追加請求金額(税抜き)。,Amount,3240,/ubl:Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:Amount,BT-99,,,文書全体の追加請求金額,Amount,消費税抜きの料金,,,,,3730,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator=true()]/ram:ActualAmount,,
ibt-100,0..1,2,Document level charge base amount,"The base amount that may be used, in conjunction with the document level charge percentage, to calculate the document level charge amount.",請求書レベルの追加請求金額の基準となる金額,請求書レベルの追加請求率を乗じて請求書レベルの追加請求金額を算出する際に使用される基準金額。,Amount,3260,/ubl:Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:BaseAmount,BT-100,,,文書全体の追加請求の基準となる金額,Amount,文書全体のチャージ率を乗じて文書全体のチャージ金額の計算に使用される基本金額,,,,,3720,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator=true()]/ram:BasisAmount,,
ibt-101,0..1,2,Document level charge percentage,"The percentage that may be used, in conjunction with the document level charge base amount, to calculate the document level charge amount",請求書レベルの追加請求の率,請求書レベルの追加請求基準金額に乗じて請求書レベルの追加請求金額を算出するために使用されるパーセント。,Percentage,3230,/ubl:Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:MultiplierFactorNumeric,BT-101,,,文書全体の追加請求率,Percentage,文書全体のチャージ基準金額に乗じて文書全体のチャージ金額を計算するために使用されるパーセント,,,,,3710,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator=true()]/ram:CalculationPercent,,
ibt-102,1..1,2,Document level charge TAX category code,A coded identification of what VAT category applies to the document level charge.,請求書レベルの追加請求の課税分類コード,請求書レベルの追加請求に適用される課税分類コード。,Code,3290,/ubl:Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cac:TaxCategory/cbc:ID,BT-102,,,文書全体の追加請求の消費税分類コード,Code,,,,,,3770,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator=true()]/ram:CategoryTradeTax/ram:TypeCode,,
ibt-103,0..1,2,Document level charge TAX rate,"The VAT rate, represented as percentage that applies to the document level charge.",請求書レベルの追加請求の税率,請求書レベルの追加請求に適用される消費税率(パーセント)。,Percentage,3300,/ubl:Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cac:TaxCategory/cbc:Percent,BT-103,,,文書全体の追加請求の消費税率,Percentage,文書全体のチャージに適用されるパーセントで表される消費税率,,,,,3790,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator=true()]/ram:CategoryTradeTax/ram:RateApplicablePercent,,
ibt-104,0..1,2,Document level charge reason,"The reason for the document level charge, expressed as text.",請求書レベルの追加請求の理由,請求書レベルの追加請求の理由をテキストで表現。,Text,3220,/ubl:Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:AllowanceChargeReason,BT-104,,,文書全体の追加請求の理由,Text,文書全体のチャージの理由を表すテキスト,,,,,3750,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator=true()]/ram:Reason,,
ibt-105,0..1,2,Document level charge reason code,"The reason for the document level charge, expressed as a code.",請求書レベルの追加請求の理由コード,請求書レベルの追加請求の理由コード。,Code,3210,/ubl:Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:AllowanceChargeReasonCode,BT-105,,,文書全体の追加請求の理由コード,Code,"文書全体のチャージの理由コード
文書全体のチャージ理由コードと文書全体のチャージ理由は、同一のチャージ理由を示すものとする",,,,,3740,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator=true()]/ram:ReasonCode,,
ibg-22,1..1,1,DOCUMENT TOTALS,A group of business terms providing the monetary totals for the Invoice.,請求書総合計金額,請求書合計金額に係る情報を提供するビジネス用語のグループ。,,3590,/ubl:Invoice/cac:LegalMonetaryTotal,BG-22,1..1,1,請求書総合計金額,,請求書合計金額に係る情報,〇,,,,3860,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementHeaderMonetarySummation,,
ibt-106,1..1,2,Sum of Invoice line net amount,Sum of all Invoice line net amounts in the Invoice.,値引後請求書明細行金額の合計,値引後明細行金額の合計金額。,Amount,3600,/ubl:Invoice/cac:LegalMonetaryTotal/cbc:LineExtensionAmount,BT-106,1..1,2,請求書総合計金額,Amount,"明細行の総合計金額
=明細行の税抜き合計金額＋明細行の合計税額＋調整などの請求に関連する取引金額",◎,,,,3870,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementHeaderMonetarySummation/ram:LineTotalAmount,,
ibt-107,0..1,2,Sum of allowances on document level,Sum of all allowances on document level in the Invoice.,請求書レベルの返金の合計,請求書レベルの返金の合計。,Amount,3660,/ubl:Invoice/cac:LegalMonetaryTotal/cbc:AllowanceTotalAmount,BT-107,0..1,2,文書全体の返金の総合計金額,Amount,"請求書全体のすべての控除（返還請求）の合計金額
明細行の控除（返還請求）は、 「請求書」 明細行の正味金額に含まれ、 「請求書合計」 明細の正味金額に合計される",,,,,3890,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementHeaderMonetarySummation/ram:AllowanceTotalAmount,,
