GL02,GL55,GL55-11,GL60-01,GL02-01,GL02-06,GL02-03,GL04-03,GL55-01,GL55-03,GL56-01,GL57-01,GL57-02,GL60-02
132,3,貸方,,,,208,預り金,,," 18,378 ",,,
132,3,,貸方消費税コード,,,,,,,,,,0
132,3,,貸方資金区分,,,,,,,,,,4
133,,,,5,2022-10-17,,,,,,,,
133,1,,,,,,,1,三菱UFJ銀行､当座預金解約,,PC03,2022-11-11,
133,1,借方,,,,100,現金,,," 634,606 ",,,
133,1,,借方消費税コード,,,,,,,,,,0
133,1,貸方,,,,111,三菱東京UFJ当座預金,,," 634,606 ",,,
133,1,,貸方消費税コード,,,,,,,,,,0
134,,,,6,2022-10-19,,,,,,,,
134,1,,,,,,,1,北海道太郎､残務整理諸経費,,PC02,2023-04-15,
134,1,借方,,,,538,雑費,,," 50,000 ",,,
134,1,,借方消費税コード,,,,,,,,,,32
134,1,,借方消費税税率,,,,,,,,,,10
134,1,,借方資金区分,,,,,,,,,,56
134,1,貸方,,,,100,現金,,," 50,000 ",,,
134,1,,貸方消費税コード,,,,,,,,,,0
135,,,,7,2022-10-19,,,,,,,,
135,1,,,,,,,1,現金預入,,PC01,2022-11-04,
135,1,借方,,,,110,城北信当座預金,,," 505,456 ",,,
135,1,,借方消費税コード,,,,,,,,,,0
135,1,貸方,,,,100,現金,,," 505,456 ",,,
135,1,,貸方消費税コード,,,,,,,,,,0
136,,,,8,2022-10-19,,,,,,,,
136,1,,,,,,,1,麹町税務署､源泉所得税納付,,PC02,2023-04-15,
136,1,借方,,,,208,預り金,,," 18,378 ",,,
136,1,,借方消費税コード,,,,,,,,,,0
136,1,,借方資金区分,,,,,,,,,,68
136,1,貸方,,,,100,現金,,," 18,378 ",,,
136,1,,貸方消費税コード,,,,,,,,,,0
137,,,,9,2022-10-19,,,,,,,,
137,1,,,,,,,1,ＸＹＺ司法書士､会社清算結了登記手数料,,PC02,2023-04-15,
137,1,借方,,,,999,諸口,,," 56,688 ",,,
137,1,,借方消費税コード,,,,,,,,,,0
137,1,貸方,,,,100,現金,,," 56,688 ",,,
137,1,,貸方消費税コード,,,,,,,,,,0
138,,,,9,2022-10-19,,,,,,,,
138,2,,,,,,,2,ＸＹＺ司法書士､会社清算結了登記手数料,,PC02,2023-04-15,
138,2,借方,,,,512,支払手数料,,," 57,000 ",,,
138,2,,借方消費税コード,,,,,,,,,,32
138,2,,借方消費税税率,,,,,,,,,,10
138,2,,借方資金区分,,,,,,,,,,56
138,2,貸方,,,,999,諸口,,," 57,000 ",,,
138,2,,貸方消費税コード,,,,,,,,,,0
139,,,,9,2022-10-19,,,,,,,,
139,3,,,,,,,3,ＸＹＺ司法書士､源泉所得税,,PC02,2023-04-15,
139,3,借方,,,,999,諸口,,," 4,084 ",,,
139,3,,借方消費税コード,,,,,,,,,,0
139,3,貸方,,,,208,預り金,,," 4,084 ",,,
139,3,,貸方消費税コード,,,,,,,,,,0
139,3,,貸方資金区分,,,,,,,,,,4
140,,,,9,2022-10-19,,,,,,,,
140,4,,,,,,,4,ＸＹＺ司法書士､登記法定費用,,PC02,2023-04-15,
140,4,借方,,,,526,租税公課,,," 3,772 ",,,
140,4,,借方消費税コード,,,,,,,,,,0
140,4,,借方資金区分,,,,,,,,,,59
140,4,貸方,,,,999,諸口,,," 3,772 ",,,
140,4,,貸方消費税コード,,,,,,,,,,0
141,,,,10,2022-10-19,,,,,,,,
141,1,,,,,,,1,城北信金､振込料,,PC01,2022-11-04,
141,1,借方,,,,512,支払手数料,,, 880 ,,,
141,1,,借方消費税コード,,,,,,,,,,32
141,1,,借方消費税税率,,,,,,,,,,10
141,1,,借方資金区分,,,,,,,,,,56
141,1,貸方,,,,100,現金,,, 880 ,,,
141,1,,貸方消費税コード,,,,,,,,,,0
142,,,,11,2022-10-19,,,,,,,,
142,1,,,,,,,1,麹町税務署､源泉所得税納付,,PC02,2023-04-15,
142,1,借方,,,,208,預り金,,," 4,084 ",,,
142,1,,借方消費税コード,,,,,,,,,,0
142,1,,借方資金区分,,,,,,,,,,68
142,1,貸方,,,,100,現金,,," 4,084 ",,,
142,1,,貸方消費税コード,,,,,,,,,,0
143,,,,12,2022-10-27,,,,,,,,
143,1,,,,,,,1,城北信金､当座預金解約引出,,PC03,2022-11-11,
143,1,借方,,,,100,現金,,," 17,052,250 ",,,
143,1,,借方消費税コード,,,,,,,,,,0
143,1,貸方,,,,110,城北信当座預金,,," 17,052,250 ",,,
143,1,,貸方消費税コード,,,,,,,,,,0
144,,,,13,2022-10-31,,,,,,,,
144,1,,,,,,,1,北海道太郎､借入金返済,,PC02,2023-04-15,
144,1,借方,,,,202,借入金,,," 432,104 ",,,
144,1,,借方補助科目,,,,,,,,,,7
144,1,,借方補助科目名,,,,,,,,,,その他の借入金
144,1,,借方消費税コード,,,,,,,,,,0
144,1,,借方資金区分,,,,,,,,,,84
144,1,貸方,,,,100,現金,,," 432,104 ",,,
144,1,,貸方消費税コード,,,,,,,,,,0
145,,,,14,2022-10-31,,,,,,,,
145,1,,,,,,,1,北海道太郎､過年度光熱費等精算,,PC02,2023-04-15,
145,1,借方,,,,204,未払金,,," 379,918 ",,,
145,1,,借方消費税コード,,,,,,,,,,0
145,1,,借方資金区分,,,,,,,,,,67
145,1,貸方,,,,100,現金,,," 379,918 ",,,
145,1,,貸方消費税コード,,,,,,,,,,0
146,,,,15,2022-10-31,,,,,,,,
146,1,,,,,,,1,車両･備品売却取引､純額処理振替,,PC03,2022-11-11,
146,1,借方,,,,701,固定資産譲渡収入,,," 863,641 ",,,
146,1,,借方消費税コード,,,,,,,,,,0
146,1,,借方資金区分,,,,,,,,,,7
146,1,貸方,,,,999,諸口,,," 863,641 ",,,
146,1,,貸方消費税コード,,,,,,,,,,0
147,,,,15,2022-10-31,,,,,,,,
147,2,,,,,,,2,車両･備品売却取引､純額処理振替,,PC03,2022-11-11,
147,2,借方,,,,999,諸口,,, 7 ,,,
147,2,,借方消費税コード,,,,,,,,,,0
147,2,貸方,,,,712,固定資産譲渡費用,,, 7 ,,,
147,2,,貸方消費税コード,,,,,,,,,,0
147,2,,貸方資金区分,,,,,,,,,,62
148,,,,15,2022-10-31,,,,,,,,
148,3,,,,,,,3,車両･備品売却取引､純額処理振替,,PC03,2022-11-11,
148,3,借方,,,,999,諸口,,," 863,634 ",,,
148,3,,借方消費税コード,,,,,,,,,,0
148,3,貸方,,,,700,固定資産売却益,,," 863,634 ",,,
148,3,,貸方消費税コード,,,,,,,,,,0
148,3,,貸方資金区分,,,,,,,,,,7
149,,,,76,2022-07-31,,,,,,,,
149,0,,,,,,,0,[  7月-  7月 一括税抜],,PC03,2022-11-11,
149,0,借方,,,,810,売上高,,," 102,790 ",,,
149,0,,借方消費税コード,,,,,,,,,,1
149,0,,借方消費税税率,,,,,,,,,,10
149,0,,借方資金区分,,,,,,,,,,1
149,0,貸方,,,,999,諸口,,," 102,790 ",,,
149,0,,貸方消費税コード,,,,,,,,,,0
150,,,,76,2022-07-31,,,,,,,,
150,0,,,,,,,0,[  7月-  7月 一括税抜],,PC03,2022-11-11,
150,0,借方,,,,999,諸口,,," 102,790 ",,,
150,0,,借方消費税コード,,,,,,,,,,0
150,0,貸方,,,,214,仮受消費税,,," 102,790 ",,,
150,0,,貸方消費税コード,,,,,,,,,,1
150,0,,貸方消費税税率,,,,,,,,,,10
150,0,,貸方資金区分,,,,,,,,,,10
151,,,,77,2022-07-31,,,,,,,,
151,0,,,,,,,0,[  7月-  7月 一括税抜],,PC03,2022-11-11,
151,0,借方,,,,999,諸口,,," 2,013 ",,,
151,0,,借方消費税コード,,,,,,,,,,0
151,0,貸方,,,,461,仕入高,,," 2,013 ",,,
151,0,,貸方消費税コード,,,,,,,,,,31
151,0,,貸方消費税税率,,,,,,,,,,10
151,0,,貸方資金区分,,,,,,,,,,41
152,,,,77,2022-07-31,,,,,,,,
152,0,,,,,,,0,[  7月-  7月 一括税抜],,PC03,2022-11-11,
152,0,借方,,,,174,仮払消費税,,," 2,013 ",,,
152,0,,借方消費税コード,,,,,,,,,,31
152,0,,借方消費税税率,,,,,,,,,,10
152,0,,借方資金区分,,,,,,,,,,66
152,0,貸方,,,,999,諸口,,," 2,013 ",,,
152,0,,貸方消費税コード,,,,,,,,,,0
153,,,,78,2022-07-31,,,,,,,,
153,0,,,,,,,0,[  7月-  7月 一括税抜],,PC03,2022-11-11,
153,0,借方,,,,999,諸口,,," 1,149 ",,,
153,0,,借方消費税コード,,,,,,,,,,0
153,0,貸方,,,,525,消耗品費,,," 1,149 ",,,
153,0,,貸方消費税コード,,,,,,,,,,31
153,0,,貸方消費税税率,,,,,,,,,,10
153,0,,貸方資金区分,,,,,,,,,,56
154,,,,78,2022-07-31,,,,,,,,
154,0,,,,,,,0,[  7月-  7月 一括税抜],,PC03,2022-11-11,
154,0,借方,,,,174,仮払消費税,,," 1,149 ",,,
154,0,,借方消費税コード,,,,,,,,,,31
154,0,,借方消費税税率,,,,,,,,,,10
154,0,,借方資金区分,,,,,,,,,,66
154,0,貸方,,,,999,諸口,,," 1,149 ",,,
154,0,,貸方消費税コード,,,,,,,,,,0
155,,,,79,2022-07-31,,,,,,,,
155,0,,,,,,,0,[  7月-  7月 一括税抜],,PC03,2022-11-11,
155,0,借方,,,,999,諸口,,," 1,300 ",,,
155,0,,借方消費税コード,,,,,,,,,,0
155,0,貸方,,,,528,地代・家賃,,," 1,300 ",,,
155,0,,貸方消費税コード,,,,,,,,,,31
155,0,,貸方消費税税率,,,,,,,,,,10
155,0,,貸方資金区分,,,,,,,,,,55
156,,,,79,2022-07-31,,,,,,,,
156,0,,,,,,,0,[  7月-  7月 一括税抜],,PC03,2022-11-11,
156,0,借方,,,,174,仮払消費税,,," 1,300 ",,,
156,0,,借方消費税コード,,,,,,,,,,31
156,0,,借方消費税税率,,,,,,,,,,10
156,0,,借方資金区分,,,,,,,,,,66
156,0,貸方,,,,999,諸口,,," 1,300 ",,,
156,0,,貸方消費税コード,,,,,,,,,,0
157,,,,80,2022-07-31,,,,,,,,
157,0,,,,,,,0,[  7月-  7月 一括税抜],,PC03,2022-11-11,
157,0,借方,,,,999,諸口,,," 10,565 ",,,
157,0,,借方消費税コード,,,,,,,,,,0
157,0,貸方,,,,529,修繕費,,," 10,565 ",,,
157,0,,貸方消費税コード,,,,,,,,,,31
157,0,,貸方消費税税率,,,,,,,,,,10
157,0,,貸方資金区分,,,,,,,,,,56
158,,,,80,2022-07-31,,,,,,,,
158,0,,,,,,,0,[  7月-  7月 一括税抜],,PC03,2022-11-11,
158,0,借方,,,,174,仮払消費税,,," 10,565 ",,,
158,0,,借方消費税コード,,,,,,,,,,31
158,0,,借方消費税税率,,,,,,,,,,10
158,0,,借方資金区分,,,,,,,,,,66
158,0,貸方,,,,999,諸口,,," 10,565 ",,,
158,0,,貸方消費税コード,,,,,,,,,,0
159,,,,81,2022-07-31,,,,,,,,
159,0,,,,,,,0,[  7月-  7月 一括税抜],,PC03,2022-11-11,
159,0,借方,,,,999,諸口,,," 1,111 ",,,
159,0,,借方消費税コード,,,,,,,,,,0
159,0,貸方,,,,521,接待交際費,,," 1,111 ",,,
159,0,,貸方補助,,,,,,,,,,1
159,0,,貸方補助科目名,,,,,,,,,,交際費
159,0,,貸方消費税コード,,,,,,,,,,31
159,0,,貸方消費税税率,,,,,,,,,,K8.0
159,0,,貸方資金区分,,,,,,,,,,56
160,,,,81,2022-07-31,,,,,,,,
160,0,,,,,,,0,[  7月-  7月 一括税抜],,PC03,2022-11-11,
160,0,借方,,,,174,仮払消費税,,," 1,111 ",,,
160,0,,借方消費税コード,,,,,,,,,,31
160,0,,借方消費税税率,,,,,,,,,,K8.0
160,0,,借方資金区分,,,,,,,,,,66
160,0,貸方,,,,999,諸口,,," 1,111 ",,,
160,0,,貸方消費税コード,,,,,,,,,,0
161,,,,82,2022-07-31,,,,,,,,
161,0,,,,,,,0,[  7月-  7月 一括税抜],,PC03,2022-11-11,
161,0,借方,,,,999,諸口,,, 810 ,,,
161,0,,借方消費税コード,,,,,,,,,,0
161,0,貸方,,,,521,接待交際費,,, 810 ,,,
161,0,,貸方補助,,,,,,,,,,2
161,0,,貸方補助科目名,,,,,,,,,,少額交際費
161,0,,貸方消費税コード,,,,,,,,,,31
161,0,,貸方消費税税率,,,,,,,,,,10
161,0,,貸方資金区分,,,,,,,,,,56
162,,,,82,2022-07-31,,,,,,,,
162,0,,,,,,,0,[  7月-  7月 一括税抜],,PC03,2022-11-11,
162,0,借方,,,,174,仮払消費税,,, 810 ,,,
162,0,,借方消費税コード,,,,,,,,,,31
162,0,,借方消費税税率,,,,,,,,,,10
162,0,,借方資金区分,,,,,,,,,,66
162,0,貸方,,,,999,諸口,,, 810 ,,,
162,0,,貸方消費税コード,,,,,,,,,,0
163,,,,83,2022-07-31,,,,,,,,
163,0,,,,,,,0,[  7月-  7月 一括税抜],,PC03,2022-11-11,
163,0,借方,,,,999,諸口,,," 1,182 ",,,
163,0,,借方消費税コード,,,,,,,,,,0
163,0,貸方,,,,522,旅費・交通費,,," 1,182 ",,,
163,0,,貸方消費税コード,,,,,,,,,,31
163,0,,貸方消費税税率,,,,,,,,,,10
163,0,,貸方資金区分,,,,,,,,,,56
164,,,,83,2022-07-31,,,,,,,,
164,0,,,,,,,0,[  7月-  7月 一括税抜],,PC03,2022-11-11,
164,0,借方,,,,174,仮払消費税,,," 1,182 ",,,
164,0,,借方消費税コード,,,,,,,,,,31
164,0,,借方消費税税率,,,,,,,,,,10
164,0,,借方資金区分,,,,,,,,,,66
164,0,貸方,,,,999,諸口,,," 1,182 ",,,
164,0,,貸方消費税コード,,,,,,,,,,0
165,,,,84,2022-07-31,,,,,,,,
165,0,,,,,,,0,[  7月-  7月 一括税抜],,PC03,2022-11-11,
165,0,借方,,,,999,諸口,,, 876 ,,,
165,0,,借方消費税コード,,,,,,,,,,0
165,0,貸方,,,,523,通信費,,, 876 ,,,
165,0,,貸方消費税コード,,,,,,,,,,31
165,0,,貸方消費税税率,,,,,,,,,,10
165,0,,貸方資金区分,,,,,,,,,,56
166,,,,84,2022-07-31,,,,,,,,
166,0,,,,,,,0,[  7月-  7月 一括税抜],,PC03,2022-11-11,
166,0,借方,,,,174,仮払消費税,,, 876 ,,,
166,0,,借方消費税コード,,,,,,,,,,31
166,0,,借方消費税税率,,,,,,,,,,10
166,0,,借方資金区分,,,,,,,,,,66
166,0,貸方,,,,999,諸口,,, 876 ,,,
166,0,,貸方消費税コード,,,,,,,,,,0
167,,,,85,2022-07-31,,,,,,,,
167,0,,,,,,,0,[  7月-  7月 一括税抜],,PC03,2022-11-11,
167,0,借方,,,,999,諸口,,," 19,607 ",,,
167,0,,借方消費税コード,,,,,,,,,,0
167,0,貸方,,,,512,支払手数料,,," 19,607 ",,,
167,0,,貸方消費税コード,,,,,,,,,,31
167,0,,貸方消費税税率,,,,,,,,,,10
167,0,,貸方資金区分,,,,,,,,,,56
168,,,,85,2022-07-31,,,,,,,,
168,0,,,,,,,0,[  7月-  7月 一括税抜],,PC03,2022-11-11,
168,0,借方,,,,174,仮払消費税,,," 19,607 ",,,
168,0,,借方消費税コード,,,,,,,,,,31
168,0,,借方消費税税率,,,,,,,,,,10
168,0,,借方資金区分,,,,,,,,,,66
168,0,貸方,,,,999,諸口,,," 19,607 ",,,
168,0,,貸方消費税コード,,,,,,,,,,0
169,,,,86,2022-07-31,,,,,,,,
169,0,,,,,,,0,[  7月-  7月 一括税抜],,PC03,2022-11-11,
169,0,借方,,,,701,固定資産譲渡収入,,," 86,364 ",,,
169,0,,借方消費税コード,,,,,,,,,,1
169,0,,借方消費税税率,,,,,,,,,,10
169,0,,借方資金区分,,,,,,,,,,7
169,0,貸方,,,,999,諸口,,," 86,364 ",,,
169,0,,貸方消費税コード,,,,,,,,,,0
170,,,,86,2022-07-31,,,,,,,,
170,0,,,,,,,0,[  7月-  7月 一括税抜],,PC03,2022-11-11,
170,0,借方,,,,999,諸口,,," 86,364 ",,,
170,0,,借方消費税コード,,,,,,,,,,0
170,0,貸方,,,,214,仮受消費税,,," 86,364 ",,,
170,0,,貸方消費税コード,,,,,,,,,,1
170,0,,貸方消費税税率,,,,,,,,,,10
170,0,,貸方資金区分,,,,,,,,,,10
171,,,,19,2022-08-31,,,,,,,,
171,0,,,,,,,0,[  8月-  8月 一括税抜],,PC03,2022-11-11,
171,0,借方,,,,999,諸口,,, 440 ,,,
171,0,,借方消費税コード,,,,,,,,,,0
171,0,貸方,,,,529,修繕費,,, 440 ,,,
171,0,,貸方消費税コード,,,,,,,,,,31
171,0,,貸方消費税税率,,,,,,,,,,10
171,0,,貸方資金区分,,,,,,,,,,56
172,,,,19,2022-08-31,,,,,,,,
172,0,,,,,,,0,[  8月-  8月 一括税抜],,PC03,2022-11-11,
172,0,借方,,,,174,仮払消費税,,, 440 ,,,
172,0,,借方消費税コード,,,,,,,,,,31
172,0,,借方消費税税率,,,,,,,,,,10
172,0,,借方資金区分,,,,,,,,,,66
172,0,貸方,,,,999,諸口,,, 440 ,,,
172,0,,貸方消費税コード,,,,,,,,,,0
173,,,,20,2022-08-31,,,,,,,,
173,0,,,,,,,0,[  8月-  8月 一括税抜],,PC03,2022-11-11,
173,0,借方,,,,999,諸口,,, 245 ,,,
173,0,,借方消費税コード,,,,,,,,,,0
173,0,貸方,,,,522,旅費・交通費,,, 245 ,,,
173,0,,貸方消費税コード,,,,,,,,,,31
173,0,,貸方消費税税率,,,,,,,,,,10
173,0,,貸方資金区分,,,,,,,,,,56
174,,,,20,2022-08-31,,,,,,,,
174,0,,,,,,,0,[  8月-  8月 一括税抜],,PC03,2022-11-11,
174,0,借方,,,,174,仮払消費税,,, 245 ,,,
174,0,,借方消費税コード,,,,,,,,,,31
174,0,,借方消費税税率,,,,,,,,,,10
174,0,,借方資金区分,,,,,,,,,,66
174,0,貸方,,,,999,諸口,,, 245 ,,,
174,0,,貸方消費税コード,,,,,,,,,,0
175,,,,21,2022-08-31,,,,,,,,
175,0,,,,,,,0,[  8月-  8月 一括税抜],,PC03,2022-11-11,
175,0,借方,,,,999,諸口,,," 1,264 ",,,
175,0,,借方消費税コード,,,,,,,,,,0
175,0,貸方,,,,523,通信費,,," 1,264 ",,,
175,0,,貸方消費税コード,,,,,,,,,,31
175,0,,貸方消費税税率,,,,,,,,,,10
175,0,,貸方資金区分,,,,,,,,,,56
176,,,,21,2022-08-31,,,,,,,,
176,0,,,,,,,0,[  8月-  8月 一括税抜],,PC03,2022-11-11,
176,0,借方,,,,174,仮払消費税,,," 1,264 ",,,
176,0,,借方消費税コード,,,,,,,,,,31
176,0,,借方消費税税率,,,,,,,,,,10
176,0,,借方資金区分,,,,,,,,,,66
176,0,貸方,,,,999,諸口,,," 1,264 ",,,
176,0,,貸方消費税コード,,,,,,,,,,0
177,,,,22,2022-08-31,,,,,,,,
177,0,,,,,,,0,[  8月-  8月 一括税抜],,PC03,2022-11-11,
177,0,借方,,,,999,諸口,,," 2,422 ",,,
177,0,,借方消費税コード,,,,,,,,,,0
177,0,貸方,,,,512,支払手数料,,," 2,422 ",,,
177,0,,貸方消費税コード,,,,,,,,,,31
177,0,,貸方消費税税率,,,,,,,,,,10
177,0,,貸方資金区分,,,,,,,,,,56
178,,,,22,2022-08-31,,,,,,,,
178,0,,,,,,,0,[  8月-  8月 一括税抜],,PC03,2022-11-11,
178,0,借方,,,,174,仮払消費税,,," 2,422 ",,,
178,0,,借方消費税コード,,,,,,,,,,31
178,0,,借方消費税税率,,,,,,,,,,10
178,0,,借方資金区分,,,,,,,,,,66
178,0,貸方,,,,999,諸口,,," 2,422 ",,,
178,0,,貸方消費税コード,,,,,,,,,,0
179,,,,23,2022-08-31,,,,,,,,
179,0,,,,,,,0,[  8月-  8月 一括税抜],,PC03,2022-11-11,
179,0,借方,,,,999,諸口,,," 1,800 ",,,
179,0,,借方消費税コード,,,,,,,,,,0
179,0,貸方,,,,538,雑費,,," 1,800 ",,,
179,0,,貸方消費税コード,,,,,,,,,,31
179,0,,貸方消費税税率,,,,,,,,,,10
179,0,,貸方資金区分,,,,,,,,,,56
180,,,,23,2022-08-31,,,,,,,,
180,0,,,,,,,0,[  8月-  8月 一括税抜],,PC03,2022-11-11,
180,0,借方,,,,174,仮払消費税,,," 1,800 ",,,
180,0,,借方消費税コード,,,,,,,,,,31
180,0,,借方消費税税率,,,,,,,,,,10
180,0,,借方資金区分,,,,,,,,,,66
180,0,貸方,,,,999,諸口,,," 1,800 ",,,
180,0,,貸方消費税コード,,,,,,,,,,0
181,,,,14,2022-09-30,,,,,,,,
181,0,,,,,,,0,[  9月-  9月 一括税抜],,PC03,2022-11-11,
181,0,借方,,,,999,諸口,,, 440 ,,,
181,0,,借方消費税コード,,,,,,,,,,0
181,0,貸方,,,,529,修繕費,,, 440 ,,,
181,0,,貸方消費税コード,,,,,,,,,,31
181,0,,貸方消費税税率,,,,,,,,,,10
181,0,,貸方資金区分,,,,,,,,,,56
182,,,,14,2022-09-30,,,,,,,,
182,0,,,,,,,0,[  9月-  9月 一括税抜],,PC03,2022-11-11,
182,0,借方,,,,174,仮払消費税,,, 440 ,,,
182,0,,借方消費税コード,,,,,,,,,,31
182,0,,借方消費税税率,,,,,,,,,,10
182,0,,借方資金区分,,,,,,,,,,66
182,0,貸方,,,,999,諸口,,, 440 ,,,
182,0,,貸方消費税コード,,,,,,,,,,0
183,,,,15,2022-09-30,,,,,,,,
183,0,,,,,,,0,[  9月-  9月 一括税抜],,PC03,2022-11-11,
183,0,借方,,,,999,諸口,,, 327 ,,,
183,0,,借方消費税コード,,,,,,,,,,0
183,0,貸方,,,,522,旅費・交通費,,, 327 ,,,
183,0,,貸方消費税コード,,,,,,,,,,31
183,0,,貸方消費税税率,,,,,,,,,,10
183,0,,貸方資金区分,,,,,,,,,,56
184,,,,15,2022-09-30,,,,,,,,
184,0,,,,,,,0,[  9月-  9月 一括税抜],,PC03,2022-11-11,
184,0,借方,,,,174,仮払消費税,,, 327 ,,,
184,0,,借方消費税コード,,,,,,,,,,31
184,0,,借方消費税税率,,,,,,,,,,10
184,0,,借方資金区分,,,,,,,,,,66
184,0,貸方,,,,999,諸口,,, 327 ,,,
184,0,,貸方消費税コード,,,,,,,,,,0
185,,,,16,2022-09-30,,,,,,,,
185,0,,,,,,,0,[  9月-  9月 一括税抜],,PC03,2022-11-11,
185,0,借方,,,,999,諸口,,, 555 ,,,
185,0,,借方消費税コード,,,,,,,,,,0
185,0,貸方,,,,523,通信費,,, 555 ,,,
185,0,,貸方消費税コード,,,,,,,,,,31
185,0,,貸方消費税税率,,,,,,,,,,10
185,0,,貸方資金区分,,,,,,,,,,56
186,,,,16,2022-09-30,,,,,,,,
186,0,,,,,,,0,[  9月-  9月 一括税抜],,PC03,2022-11-11,
186,0,借方,,,,174,仮払消費税,,, 555 ,,,
186,0,,借方消費税コード,,,,,,,,,,31
186,0,,借方消費税税率,,,,,,,,,,10
186,0,,借方資金区分,,,,,,,,,,66
186,0,貸方,,,,999,諸口,,, 555 ,,,
186,0,,貸方消費税コード,,,,,,,,,,0
187,,,,17,2022-09-30,,,,,,,,
187,0,,,,,,,0,[  9月-  9月 一括税抜],,PC03,2022-11-11,
187,0,借方,,,,999,諸口,,," 24,000 ",,,
187,0,,借方消費税コード,,,,,,,,,,0
187,0,貸方,,,,512,支払手数料,,," 24,000 ",,,
187,0,,貸方消費税コード,,,,,,,,,,31
187,0,,貸方消費税税率,,,,,,,,,,10
187,0,,貸方資金区分,,,,,,,,,,56
188,,,,17,2022-09-30,,,,,,,,
188,0,,,,,,,0,[  9月-  9月 一括税抜],,PC03,2022-11-11,
188,0,借方,,,,174,仮払消費税,,," 24,000 ",,,
188,0,,借方消費税コード,,,,,,,,,,31
188,0,,借方消費税税率,,,,,,,,,,10
188,0,,借方資金区分,,,,,,,,,,66
188,0,貸方,,,,999,諸口,,," 24,000 ",,,
188,0,,貸方消費税コード,,,,,,,,,,0
189,,,,16,2022-10-31,,,,,,,,
189,0,,,,,,,0,[ 10月- 10月 一括税抜],,PC03,2022-11-11,
189,0,借方,,,,999,諸口,,," 6,807 ",,,
189,0,,借方消費税コード,,,,,,,,,,0
189,0,貸方,,,,529,修繕費,,," 6,807 ",,,
189,0,,貸方消費税コード,,,,,,,,,,31
189,0,,貸方消費税税率,,,,,,,,,,10
189,0,,貸方資金区分,,,,,,,,,,56
190,,,,16,2022-10-31,,,,,,,,
190,0,,,,,,,0,[ 10月- 10月 一括税抜],,PC03,2022-11-11,
190,0,借方,,,,174,仮払消費税,,," 6,807 ",,,
190,0,,借方消費税コード,,,,,,,,,,31
190,0,,借方消費税税率,,,,,,,,,,10
190,0,,借方資金区分,,,,,,,,,,66
190,0,貸方,,,,999,諸口,,," 6,807 ",,,
190,0,,貸方消費税コード,,,,,,,,,,0
191,,,,17,2022-10-31,,,,,,,,
191,0,,,,,,,0,[ 10月- 10月 一括税抜],,PC03,2022-11-11,
191,0,借方,,,,999,諸口,,," 23,422 ",,,
191,0,,借方消費税コード,,,,,,,,,,0
191,0,貸方,,,,512,支払手数料,,," 23,422 ",,,
191,0,,貸方消費税コード,,,,,,,,,,31
191,0,,貸方消費税税率,,,,,,,,,,10
191,0,,貸方資金区分,,,,,,,,,,56
192,,,,17,2022-10-31,,,,,,,,
192,0,,,,,,,0,[ 10月- 10月 一括税抜],,PC03,2022-11-11,
192,0,借方,,,,174,仮払消費税,,," 23,422 ",,,
192,0,,借方消費税コード,,,,,,,,,,31
192,0,,借方消費税税率,,,,,,,,,,10
192,0,,借方資金区分,,,,,,,,,,66
192,0,貸方,,,,999,諸口,,," 23,422 ",,,
192,0,,貸方消費税コード,,,,,,,,,,0
193,,,,18,2022-10-31,,,,,,,,
193,0,,,,,,,0,[ 10月- 10月 一括税抜],,PC03,2022-11-11,
193,0,借方,,,,999,諸口,,," 4,545 ",,,
193,0,,借方消費税コード,,,,,,,,,,0
193,0,貸方,,,,538,雑費,,," 4,545 ",,,
193,0,,貸方消費税コード,,,,,,,,,,31
193,0,,貸方消費税税率,,,,,,,,,,10
193,0,,貸方資金区分,,,,,,,,,,56
194,,,,18,2022-10-31,,,,,,,,
194,0,,,,,,,0,[ 10月- 10月 一括税抜],,PC03,2022-11-11,
194,0,借方,,,,174,仮払消費税,,," 4,545 ",,,
194,0,,借方消費税コード,,,,,,,,,,31
194,0,,借方消費税税率,,,,,,,,,,10
194,0,,借方資金区分,,,,,,,,,,66
194,0,貸方,,,,999,諸口,,," 4,545 ",,,
194,0,,貸方消費税コード,,,,,,,,,,0
195,,,,19,2022-10-31,,,,,,,,
195,1,,,,,,,1,当期消費税精算処理,,PC02,2022-11-11,
195,1,借方,,,,214,仮受消費税,,," 189,154 ",,,
195,1,,借方消費税コード,,,,,,,,,,0
195,1,,借方資金区分,,,,,,,,,,10
195,1,貸方,,,,999,諸口,,," 189,154 ",,,
195,1,,貸方消費税コード,,,,,,,,,,0
196,,,,19,2022-10-31,,,,,,,,
196,2,,,,,,,2,当期消費税精算処理,,PC02,2022-11-11,
196,2,借方,,,,999,諸口,,," 104,880 ",,,
196,2,,借方消費税コード,,,,,,,,,,0
196,2,貸方,,,,174,仮払消費税,,," 104,880 ",,,
196,2,,貸方消費税コード,,,,,,,,,,0
196,2,,貸方資金区分,,,,,,,,,,66
197,,,,19,2022-10-31,,,,,,,,
197,3,,,,,,,3,麹町税務署､当期確定消費税等,,PC02,2023-04-15,
197,3,借方,,,,999,諸口,,," 84,100 ",,,
197,3,,借方消費税コード,,,,,,,,,,0
197,3,貸方,,,,209,未払消費税等,,," 84,100 ",,,
197,3,,貸方消費税コード,,,,,,,,,,0
197,3,,貸方資金区分,,,,,,,,,,67
