GL02,GL02-GL55,GL55-GL60,GL55-GL61,GL02-01,GL64-01,GL64-02,GL64-03,GL64-04,GL57-01,GL57-02,GL55-03,GL55-04,GL55-05,GL63-01,GL63-02,GL63-03,GL56-01,GL56-02,GL69-02,GL60-01,GL60-02,GL60-03,GL61-01,GL61-02,GL61-03
0001-20091130-132-1861-1-4183,0,,,,,,,,,,account,09年11月30日伝票No299株式会社　Pole,debit,312,買掛金,NotesPayableCustomerTradeAccountsPayable,1349460,ISO4217:JPY,2009-11-30,部門,000,共通部門,vendor,002,㈱Pole
0001-20091130-132-1861-1-4183,1,,,,,,,,,,account,09年11月30日伝票No299株式会社　Pole,credit,131,普通預金,OrdinaryDeposit,1349460,ISO4217:JPY,2009-11-30,,,,,,
0001-20091130-132-1861-1-4183,1,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20091130-132-1861-1-4183,1,1,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
0001-20091130-133-1862-1-4185,,,,1862-4185,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20091130-133-1862-1-4185,0,,,,,,,,,,account,09年11月30日伝票No300ナカムラ産業株式会社,debit,312,買掛金,NotesPayableCustomerTradeAccountsPayable,1317476,ISO4217:JPY,2009-11-30,部門,000,共通部門,vendor,013,ﾅｶﾑﾗ産業㈱
0001-20091130-133-1862-1-4185,1,,,,,,,,,,account,09年11月30日伝票No300ナカムラ産業株式会社,credit,131,普通預金,OrdinaryDeposit,1317476,ISO4217:JPY,2009-11-30,,,,,,
0001-20091130-133-1862-1-4185,1,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20091130-133-1862-1-4185,1,1,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
0001-20091130-134-1863-1-4187,,,,1863-4187,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20091130-134-1863-1-4187,0,,,,,,,,,,account,09年11月30日伝票No301合同会社　ウェスト,debit,312,買掛金,NotesPayableCustomerTradeAccountsPayable,3016650,ISO4217:JPY,2009-11-30,部門,000,共通部門,vendor,014,(同)ｳｪｽﾄ
0001-20091130-134-1863-1-4187,1,,,,,,,,,,account,09年11月30日伝票No301合同会社　ウェスト,credit,131,普通預金,OrdinaryDeposit,3016650,ISO4217:JPY,2009-11-30,,,,,,
0001-20091130-134-1863-1-4187,1,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20091130-134-1863-1-4187,1,1,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
0001-20091130-135-1864-1-4189,,,,1864-4189,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20091130-135-1864-1-4189,0,,,,,,,,,,account,09年11月30日伝票No302株式会社　はなまる商事,debit,312,買掛金,NotesPayableCustomerTradeAccountsPayable,1204980,ISO4217:JPY,2009-11-30,部門,000,共通部門,vendor,015,㈱はなまる商事
0001-20091130-135-1864-1-4189,1,,,,,,,,,,account,09年11月30日伝票No302株式会社　はなまる商事,credit,131,普通預金,OrdinaryDeposit,1204980,ISO4217:JPY,2009-11-30,,,,,,
0001-20091130-135-1864-1-4189,1,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20091130-135-1864-1-4189,1,1,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
0001-20091130-137-1865-1-4191,,,,1865-4191,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20091130-137-1865-1-4191,0,,,,,,,,,,account,手形期日落日　小藤丸,debit,301,支払手形,NotesPayableCustomerTradeAccountsPayable,3841014,ISO4217:JPY,2009-11-30,部門,000,共通部門,,,
0001-20091130-137-1865-1-4191,1,,,,,,,,,,account,手形期日落日　小藤丸,credit,121,当座預金,CheckingAccounts,3841014,ISO4217:JPY,2009-11-30,,,,,,
0001-20091130-137-1865-1-4191,1,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20091130-137-1865-1-4191,1,1,,,,,,,,,,,,,,,,,,補助科目,001,みずほ銀行,,,
0001-20091130-137-1865-1-4191,2,,,,,,,,,,account,手形期日落日　斉藤産業,debit,301,支払手形,NotesPayableCustomerTradeAccountsPayable,1819272,ISO4217:JPY,2009-11-30,部門,000,共通部門,,,
0001-20091130-137-1865-1-4191,3,,,,,,,,,,account,手形期日落日　斉藤産業,credit,121,当座預金,CheckingAccounts,1819272,ISO4217:JPY,2009-11-30,,,,,,
0001-20091130-137-1865-1-4191,3,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20091130-137-1865-1-4191,3,1,,,,,,,,,,,,,,,,,,補助科目,001,みずほ銀行,,,
0001-20091130-137-1865-1-4191,4,,,,,,,,,,account,手形期日落日　鈴木販売,debit,301,支払手形,NotesPayableCustomerTradeAccountsPayable,3148603,ISO4217:JPY,2009-11-30,部門,000,共通部門,,,
0001-20091130-137-1865-1-4191,5,,,,,,,,,,account,手形期日落日　鈴木販売,credit,121,当座預金,CheckingAccounts,3148603,ISO4217:JPY,2009-11-30,,,,,,
0001-20091130-137-1865-1-4191,5,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20091130-137-1865-1-4191,5,1,,,,,,,,,,,,,,,,,,補助科目,001,みずほ銀行,,,
0001-20091130-138-1866-1-4193,,,,1866-4193,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20091130-138-1866-1-4193,0,,,,,,,,,,account,手形満期　今井百貨店,debit,121,当座預金,CheckingAccounts,17349331,ISO4217:JPY,2009-11-30,,,,,,
0001-20091130-138-1866-1-4193,0,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20091130-138-1866-1-4193,0,1,,,,,,,,,,,,,,,,,,補助科目,001,みずほ銀行,,,
0001-20091130-138-1866-1-4193,1,,,,,,,,,,account,手形満期　今井百貨店,credit,150,受取手形,NotesReceivableGross,17349331,ISO4217:JPY,2009-11-30,部門,000,共通部門,,,
0001-20091130-144-1867-1-4195,,,,1867-4195,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20091130-144-1867-1-4195,0,,,,,,,,,,account,貸付金返済,debit,131,普通預金,OrdinaryDeposit,40000,ISO4217:JPY,2009-11-30,,,,,,
0001-20091130-144-1867-1-4195,0,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20091130-144-1867-1-4195,0,1,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
0001-20091130-144-1867-1-4195,1,,,,,,,,,,account,貸付金返済,credit,183,短期貸付金,ShortTermLoansGross,40000,ISO4217:JPY,2009-11-30,部門,000,共通部門,,,
0001-20091130-145-1868-1-4197,,,,1868-4197,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20091130-145-1868-1-4197,0,,,,,,,,,,account,運賃,debit,731,運賃,Freightout,133715,ISO4217:JPY,2009-11-30,部門,050,九州,,,
0001-20091130-145-1868-1-4197,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,6685,ISO4217:JPY,2009-11-30,部門,050,九州,,,
0001-20091130-145-1868-1-4197,2,,,,,,,,,,account,運賃,credit,322,未払金,AccountsPayableOther,140400,ISO4217:JPY,2009-11-30,部門,000,共通部門,,,
0001-20091130-146-1869-1-4199,,,,1869-4199,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20091130-146-1869-1-4199,0,,,,,,,,,,account,定期積立金,debit,148,定期積金,PeriodicalDeposits,500000,ISO4217:JPY,2009-11-30,部門,000,共通部門,,,
0001-20091130-146-1869-1-4199,1,,,,,,,,,,account,定期積立金,credit,131,普通預金,OrdinaryDeposit,625000,ISO4217:JPY,2009-11-30,,,,,,
0001-20091130-146-1869-1-4199,1,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20091130-146-1869-1-4199,1,1,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
0001-20091130-146-1869-1-4199,2,,,,,,,,,,account,保険積立金,debit,248,保険積立金,PrepaidLifeInsurance,125000,ISO4217:JPY,2009-11-30,部門,000,共通部門,,,
0001-20091130-147-1870-1-4201,,,,1870-4201,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20091130-147-1870-1-4201,0,,,,,,,,,,account,借入金返済,debit,321,短期借入金,ShortTermBorrowings,653500,ISO4217:JPY,2009-11-30,部門,000,共通部門,,,
0001-20091130-147-1870-1-4201,1,,,,,,,,,,account,借入金返済,credit,121,当座預金,CheckingAccounts,686175,ISO4217:JPY,2009-11-30,,,,,,
0001-20091130-147-1870-1-4201,1,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20091130-147-1870-1-4201,1,1,,,,,,,,,,,,,,,,,,補助科目,001,みずほ銀行,,,
0001-20091130-147-1870-1-4201,2,,,,,,,,,,account,利息,debit,821,支払利息,InterestExpense,32675,ISO4217:JPY,2009-11-30,部門,020,東京,,,
0001-20091130-155-1871-1-4203,,,,1871-4203,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20091130-155-1871-1-4203,0,,,,,,,,,,account,点検整備,debit,740,車両費,VehiclesExpense,24210,ISO4217:JPY,2009-11-30,部門,050,九州,,,
0001-20091130-155-1871-1-4203,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,1210,ISO4217:JPY,2009-11-30,部門,050,九州,,,
0001-20091130-155-1871-1-4203,2,,,,,,,,,,account,点検整備,credit,322,未払金,AccountsPayableOther,25420,ISO4217:JPY,2009-11-30,部門,000,共通部門,,,
0001-20091130-36-1822-1-4105,,,,1822-4105,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20091130-36-1822-1-4105,0,,,,,,,,,,account,運賃　ヤマト運輸,debit,731,運賃,Freightout,1723867,ISO4217:JPY,2009-11-30,部門,020,東京,,,
0001-20091130-36-1822-1-4105,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,86193,ISO4217:JPY,2009-11-30,部門,020,東京,,,
0001-20091130-36-1822-1-4105,2,,,,,,,,,,account,運賃　ヤマト運輸,credit,322,未払金,AccountsPayableOther,3155720,ISO4217:JPY,2009-11-30,部門,000,共通部門,,,
0001-20091130-36-1822-1-4105,3,,,,,,,,,,account,運賃　佐川急便,debit,731,運賃,Freightout,1281581,ISO4217:JPY,2009-11-30,部門,020,東京,,,
0001-20091130-36-1822-1-4105,4,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,64079,ISO4217:JPY,2009-11-30,部門,020,東京,,,
0001-20091130-40-1823-1-4107,,,,1823-4107,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20091130-40-1823-1-4107,0,,,,,,,,,,account,広告掲載,debit,732,広告宣伝費,AdvertisingExpense,47620,ISO4217:JPY,2009-11-30,部門,020,東京,,,
0001-20091130-40-1823-1-4107,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,2380,ISO4217:JPY,2009-11-30,部門,020,東京,,,
0001-20091130-40-1823-1-4107,2,,,,,,,,,,account,広告掲載,credit,322,未払金,AccountsPayableOther,50000,ISO4217:JPY,2009-11-30,部門,000,共通部門,,,
0001-20091130-49-1824-1-4109,,,,1824-4109,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20091130-49-1824-1-4109,0,,,,,,,,,,account,ガソリン代,debit,740,車両費,VehiclesExpense,138096,ISO4217:JPY,2009-11-30,部門,020,東京,,,
0001-20091130-49-1824-1-4109,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,6904,ISO4217:JPY,2009-11-30,部門,020,東京,,,
0001-20091130-49-1824-1-4109,2,,,,,,,,,,account,ガソリン代,credit,111,現金,CashHand,145000,ISO4217:JPY,2009-11-30,部門,000,共通部門,,,
0001-20091130-5-1821-1-4103,,,,1821-4103,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20091130-5-1821-1-4103,0,,,,,,,,,,account,広告費,debit,732,広告宣伝費,AdvertisingExpense,50000,ISO4217:JPY,2009-11-30,部門,010,札幌,,,
0001-20091130-5-1821-1-4103,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,2500,ISO4217:JPY,2009-11-30,部門,010,札幌,,,
0001-20091130-5-1821-1-4103,2,,,,,,,,,,account,広告費,credit,131,普通預金,OrdinaryDeposit,52500,ISO4217:JPY,2009-11-30,,,,,,
0001-20091130-5-1821-1-4103,2,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20091130-5-1821-1-4103,2,1,,,,,,,,,,,,,,,,,,補助科目,10,北海道　駅前,,,
0001-20091130-55-1825-1-4111,,,,1825-4111,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20091130-55-1825-1-4111,0,,,,,,,,,,account,車両管理費,debit,740,車両費,VehiclesExpense,11905,ISO4217:JPY,2009-11-30,部門,020,東京,,,
0001-20091130-55-1825-1-4111,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,595,ISO4217:JPY,2009-11-30,部門,020,東京,,,
0001-20091130-55-1825-1-4111,2,,,,,,,,,,account,車両管理費,credit,111,現金,CashHand,20550,ISO4217:JPY,2009-11-30,部門,000,共通部門,,,
0001-20091130-55-1825-1-4111,3,,,,,,,,,,account,駐車代,debit,740,車両費,VehiclesExpense,7667,ISO4217:JPY,2009-11-30,部門,020,東京,,,
0001-20091130-55-1825-1-4111,4,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,383,ISO4217:JPY,2009-11-30,部門,020,東京,,,
0001-20091130-63-1826-1-4113,,,,1826-4113,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20091130-63-1826-1-4113,0,,,,,,,,,,account,保険料,debit,752,保険料,InsuranceExpense,81000,ISO4217:JPY,2009-11-30,部門,020,東京,,,
0001-20091130-63-1826-1-4113,1,,,,,,,,,,account,保険料,credit,131,普通預金,OrdinaryDeposit,81000,ISO4217:JPY,2009-11-30,,,,,,
0001-20091130-63-1826-1-4113,1,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20091130-63-1826-1-4113,1,1,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
0001-20091130-66-1827-1-4115,,,,1827-4115,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20091130-66-1827-1-4115,0,,,,,,,,,,account,リース料,debit,744,リース料,LeaseExpense,199858,ISO4217:JPY,2009-11-30,部門,020,東京,,,
0001-20091130-66-1827-1-4115,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,9992,ISO4217:JPY,2009-11-30,部門,020,東京,,,
0001-20091130-66-1827-1-4115,2,,,,,,,,,,account,リース料,credit,131,普通預金,OrdinaryDeposit,209850,ISO4217:JPY,2009-11-30,,,,,,
0001-20091130-66-1827-1-4115,2,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20091130-66-1827-1-4115,2,1,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
0001-20091130-69-1828-1-4117,,,,1828-4117,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20091130-69-1828-1-4117,0,,,,,,,,,,account,洗剤代,debit,791,雑費,MiscellaneousExpense,700,ISO4217:JPY,2009-11-30,部門,040,大阪,,,
0001-20091130-69-1828-1-4117,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,35,ISO4217:JPY,2009-11-30,部門,040,大阪,,,
0001-20091130-69-1828-1-4117,2,,,,,,,,,,account,洗剤代,credit,111,現金,CashHand,735,ISO4217:JPY,2009-11-30,部門,000,共通部門,,,
0001-20091130-70-1829-1-4119,,,,1829-4119,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20091130-70-1829-1-4119,0,,,,,,,,,,account,有線,debit,791,雑費,MiscellaneousExpense,6000,ISO4217:JPY,2009-11-30,部門,020,東京,,,
0001-20091130-70-1829-1-4119,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,300,ISO4217:JPY,2009-11-30,部門,020,東京,,,
0001-20091130-70-1829-1-4119,10,,,,,,,,,,account,清掃料,credit,322,未払金,AccountsPayableOther,73500,ISO4217:JPY,2009-11-30,部門,000,共通部門,,,
0001-20091130-70-1829-1-4119,2,,,,,,,,,,account,有線,credit,322,未払金,AccountsPayableOther,61300,ISO4217:JPY,2009-11-30,部門,000,共通部門,,,
0001-20091130-70-1829-1-4119,3,,,,,,,,,,account,警備料,debit,791,雑費,MiscellaneousExpense,52381,ISO4217:JPY,2009-11-30,部門,020,東京,,,
0001-20091130-70-1829-1-4119,4,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,2619,ISO4217:JPY,2009-11-30,部門,020,東京,,,
0001-20091130-70-1829-1-4119,5,,,,,,,,,,account,高速料,debit,740,車両費,VehiclesExpense,69824,ISO4217:JPY,2009-11-30,部門,020,東京,,,
0001-20091130-70-1829-1-4119,6,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,3491,ISO4217:JPY,2009-11-30,部門,020,東京,,,
0001-20091130-70-1829-1-4119,7,,,,,,,,,,account,高速料,credit,131,普通預金,OrdinaryDeposit,73315,ISO4217:JPY,2009-11-30,,,,,,
0001-20091130-70-1829-1-4119,7,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20091130-70-1829-1-4119,7,1,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
0001-20091130-70-1829-1-4119,8,,,,,,,,,,account,清掃料,debit,791,雑費,MiscellaneousExpense,70000,ISO4217:JPY,2009-11-30,部門,020,東京,,,
0001-20091130-70-1829-1-4119,9,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,3500,ISO4217:JPY,2009-11-30,部門,020,東京,,,
0001-20091130-71-1830-1-4121,,,,1830-4121,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20091130-71-1830-1-4121,0,,,,,,,,,,account,保険料,debit,752,保険料,InsuranceExpense,62000,ISO4217:JPY,2009-11-30,部門,030,名古屋,,,
0001-20091130-71-1830-1-4121,1,,,,,,,,,,account,保険料,credit,131,普通預金,OrdinaryDeposit,62000,ISO4217:JPY,2009-11-30,,,,,,
0001-20091130-71-1830-1-4121,1,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20091130-71-1830-1-4121,1,1,,,,,,,,,,,,,,,,,,補助科目,30,三井　名古屋,,,
0001-20091130-72-1831-1-4123,,,,1831-4123,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20091130-72-1831-1-4123,0,,,,,,,,,,account,保険料支払い,debit,752,保険料,InsuranceExpense,57000,ISO4217:JPY,2009-11-30,部門,050,九州,,,
0001-20091130-72-1831-1-4123,1,,,,,,,,,,account,保険料支払い,credit,131,普通預金,OrdinaryDeposit,57000,ISO4217:JPY,2009-11-30,,,,,,
0001-20091130-72-1831-1-4123,1,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20091130-72-1831-1-4123,1,1,,,,,,,,,,,,,,,,,,補助科目,50,福岡　北九州,,,
0001-20091130-74-1832-1-4125,,,,1832-4125,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20091130-74-1832-1-4125,0,,,,,,,,,,account,,credit,737,消耗品費,SuppliesExpense,233982,ISO4217:JPY,2009-11-30,部門,000,共通部門,,,
0001-20091130-74-1832-1-4125,1,,,,,,,,,,account,,debit,737,消耗品費,SuppliesExpense,25738,ISO4217:JPY,2009-11-30,部門,010,札幌,,,
0001-20091130-74-1832-1-4125,2,,,,,,,,,,account,,debit,737,消耗品費,SuppliesExpense,112313,ISO4217:JPY,2009-11-30,部門,020,東京,,,
0001-20091130-74-1832-1-4125,3,,,,,,,,,,account,,debit,737,消耗品費,SuppliesExpense,23398,ISO4217:JPY,2009-11-30,部門,030,名古屋,,,
0001-20091130-74-1832-1-4125,4,,,,,,,,,,account,,debit,737,消耗品費,SuppliesExpense,56155,ISO4217:JPY,2009-11-30,部門,040,大阪,,,
0001-20091130-74-1832-1-4125,5,,,,,,,,,,account,,debit,737,消耗品費,SuppliesExpense,16378,ISO4217:JPY,2009-11-30,部門,050,九州,,,
0001-20091130-77-1833-1-4127,,,,1833-4127,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20091130-77-1833-1-4127,0,,,,,,,,,,account,運賃,debit,731,運賃,Freightout,187229,ISO4217:JPY,2009-11-30,部門,030,名古屋,,,
0001-20091130-77-1833-1-4127,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,9361,ISO4217:JPY,2009-11-30,部門,030,名古屋,,,
0001-20091130-77-1833-1-4127,2,,,,,,,,,,account,運賃,credit,322,未払金,AccountsPayableOther,196590,ISO4217:JPY,2009-11-30,部門,000,共通部門,,,
0001-20091130-83-1834-1-4129,,,,1834-4129,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20091130-83-1834-1-4129,0,,,,,,,,,,account,10月分支払,debit,322,未払金,AccountsPayableOther,7833169,ISO4217:JPY,2009-11-30,部門,000,共通部門,,,
0001-20091130-83-1834-1-4129,1,,,,,,,,,,account,10月分支払,credit,131,普通預金,OrdinaryDeposit,7833169,ISO4217:JPY,2009-11-30,,,,,,
0001-20091130-83-1834-1-4129,1,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20091130-83-1834-1-4129,1,1,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
0001-20091130-96-1835-1-4131,,,,1835-4131,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20091130-96-1835-1-4131,0,,,,,,,,,,account,警備料,debit,791,雑費,MiscellaneousExpense,21400,ISO4217:JPY,2009-11-30,部門,030,名古屋,,,
0001-20091130-96-1835-1-4131,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,1070,ISO4217:JPY,2009-11-30,部門,030,名古屋,,,
0001-20091130-96-1835-1-4131,2,,,,,,,,,,account,警備料,credit,131,普通預金,OrdinaryDeposit,22470,ISO4217:JPY,2009-11-30,,,,,,
0001-20091130-96-1835-1-4131,2,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20091130-96-1835-1-4131,2,1,,,,,,,,,,,,,,,,,,補助科目,30,三井　名古屋,,,
0001-20091130-99-1836-1-4133,,,,1836-4133,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20091130-99-1836-1-4133,0,,,,,,,,,,account,運賃,debit,731,運賃,Freightout,805810,ISO4217:JPY,2009-11-30,部門,040,大阪,,,
0001-20091130-99-1836-1-4133,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,40290,ISO4217:JPY,2009-11-30,部門,040,大阪,,,
0001-20091130-99-1836-1-4133,2,,,,,,,,,,account,運賃,credit,322,未払金,AccountsPayableOther,846100,ISO4217:JPY,2009-11-30,部門,000,共通部門,,,
0001-20091201-10-1872-1-4205,,,,1872-4205,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20091201-10-1872-1-4205,0,,,,,,,,,,account,洗車代,debit,740,車両費,VehiclesExpense,2858,ISO4217:JPY,2009-12-01,部門,010,札幌,,,
0001-20091201-10-1872-1-4205,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,142,ISO4217:JPY,2009-12-01,部門,010,札幌,,,
0001-20091201-10-1872-1-4205,2,,,,,,,,,,account,洗車代,credit,111,現金,CashHand,3000,ISO4217:JPY,2009-12-01,部門,000,共通部門,,,
0001-20091201-143-1876-1-4213,,,,1876-4213,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20091201-143-1876-1-4213,0,,,,,,,,,,account,点検作業料,debit,740,車両費,VehiclesExpense,28000,ISO4217:JPY,2009-12-01,部門,040,大阪,,,
0001-20091201-143-1876-1-4213,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,1400,ISO4217:JPY,2009-12-01,部門,040,大阪,,,
0001-20091201-143-1876-1-4213,2,,,,,,,,,,account,点検作業料,credit,111,現金,CashHand,29400,ISO4217:JPY,2009-12-01,部門,000,共通部門,,,
0001-20091201-18-1873-1-4207,,,,1873-4207,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
0001-20091201-18-1873-1-4207,0,,,,,,,,,,account,旅費,debit,726,旅費交通費,TravelingExpense,28096,ISO4217:JPY,2009-12-01,部門,010,札幌,,,
0001-20091201-18-1873-1-4207,1,,,,,,,,,,account,,debit,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,1404,ISO4217:JPY,2009-12-01,部門,010,札幌,,,
0001-20091201-18-1873-1-4207,2,,,,,,,,,,account,旅費,credit,111,現金,CashHand,29500,ISO4217:JPY,2009-12-01,部門,000,共通部門,,,
0001-20091201-56-1874-1-4209,,,,1874-4209,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,
