num,group,UN _CCL_ID,kind,den1,den2,den3,den4,den5,den6,den7,den8,den9,den10,den11,den12,den,name,name_ja,desc_ja,occurs,ver,identifier
214,ヘッダ部,UN01005730,ASBIE,,,,,,,,CI_ Trade_ Contact. Email_ URI. CI_ Universal_ Communication,,,,,CI_ Trade_ Contact. Email_ URI. CI_ Universal_ Communication,ram:EmailURICIUniversalCommunication,連絡先／電子メール情報グループ,連絡先の電子メールに関するグループ。,0..1,v4, 
215,ヘッダ部,UN01005857,ABIE,,,,,,,,,CI_ Universal_ Communication. Details,,,,CI_ Universal_ Communication. Details,ram:CIUniversalCommunicationType,電子メール通信クラス,通信（電子メール）に関する情報からなるクラス。,－,v4, 
216,ヘッダ部,UN01005858,BBIE,,,,,,,,,,CI_ Universal_ Communication. URI. Identifier,,,CI_ Universal_ Communication. URI. Identifier,ram:URIID,支払先メールアドレス,支払先の電子メールアドレス。,0..1,v4, 
217,ヘッダ部,UN01005762,ASBIE,,,,,,CI_ Trade_ Party. Postal. CI_ Trade_ Address,,,,,,,CI_ Trade_ Party. Postal. CI_ Trade_ Address,ram:PostalCITradeAddress,支払先／住所グループ,支払先の住所に関するグループ。,0..1,v4, 
218,ヘッダ部,UN01005687,ABIE,,,,,,,CI_ Trade_ Address. Details,,,,,,CI_ Trade_ Address. Details,ram:CITradeAddressType,支払先住所クラス,支払先住所に関する情報からなるクラス。,－,v4, 
219,ヘッダ部,UN01005689,BBIE,,,,,,,,CI_ Trade_ Address. Postcode. Code,,,,,CI_ Trade_ Address. Postcode. Code,ram:PostcodeCode,支払先郵便番号,支払先の郵便番号。,0..1,v4, 
220,ヘッダ部,UN01005692,BBIE,,,,,,,,CI_ Trade_ Address. Line One. Text,,,,,CI_ Trade_ Address. Line One. Text,ram:LineOne,支払先住所1,支払先の住所1行目。,0..1,v4,"言語コード
ISO639"
221,ヘッダ部,UN01005693,BBIE,,,,,,,,CI_ Trade_ Address. Line Two. Text,,,,,CI_ Trade_ Address. Line Two. Text,ram:LineTwo,支払先住所2,支払先の住所2行目。,0..1,v4,"言語コード
ISO639"
222,ヘッダ部,UN01005694,BBIE,,,,,,,,CI_ Trade_ Address. Line Three. Text,,,,,CI_ Trade_ Address. Line Three. Text,ram:LineThree,支払先住所3,支払先の住所3行目。,0..1,v4,"言語コード
ISO639"
223,ヘッダ部,UN01005700,BBIE,,,,,,,,CI_ Trade_ Address. Country. Identifier,,,,,CI_ Trade_ Address. Country. Identifier,ram:CountryID,支払先国識別子,支払先の国ID。デフォルトは「JP」,1..1,v4,ISO3166
224,ヘッダ部,UN01005919,ASBIE,,,,CIIH_ Supply Chain_ Trade Settlement. Payer. CI_ Trade_ Party,,,,,,,,,CIIH_ Supply Chain_ Trade Settlement. Payer. CI_ Trade_ Party,ram:PayerCITradeParty,インボイス文書決済／支払人グループ,支払人にかかわる情報,0..1,v4, 
225,ヘッダ部,UN01005756,ABIE,,,,,CI_ Trade_ Party. Details,,,,,,,,CI_ Trade_ Party. Details,ram:CITradePartyType,支払人クラス,支払人に関する情報からなるクラス。,－,v4, 
226,ヘッダ部,UN01005757,BBIE,,,,,,CI_ Trade_ Party. Identification. Identifier,,,,,,,CI_ Trade_ Party. Identification. Identifier,ram:ID,支払人コード,支払人のコード。,0..1,v4, 
227,ヘッダ部,UN01005758,BBIE,,,,,,CI_ Trade_ Party. Global_ Identification. Identifier,,,,,,,CI_ Trade_ Party. Global_ Identification. Identifier,ram:GlobalID,支払人国際企業コード,支払人の国際企業コード。中小企業共通EDIでは法人番号を利用,0..1,v4,コード表識別子
228,ヘッダ部,UN01005759,BBIE,,,,,,CI_ Trade_ Party. Name. Text,,,,,,,CI_ Trade_ Party. Name. Text,ram:Name,支払人名称,支払人の企業等を表す名称。,0..1,v4,"言語コード
ISO639"
229,ヘッダ部,UN01005761,ASBIE,,,,,,CI_ Trade_ Party. Defined. CI_ Trade_ Contact,,,,,,,CI_ Trade_ Party. Defined. CI_ Trade_ Contact,ram:DefinedCITradeContact,支払人／連絡先グループ,支払人の連絡先に関する情報,0..1,v4, 
230,ヘッダ部,UN01005718,ABIE,,,,,,,CI_ Trade_ Contact. Details,,,,,,CI_ Trade_ Contact. Details,ram:CITradeContactType,支払人連絡先クラス,連絡先に関する情報からなるクラス。,－,v4, 
231,ヘッダ部,UN01005719,BBIE,,,,,,,,CI_ Trade_ Contact. Identification. Identifier,,,,,CI_ Trade_ Contact. Identification. Identifier,ram:ID,支払人部門コード,支払人の支払人部門を表すコード。,0..1,v4, 
232,ヘッダ部,UN01005720,BBIE,,,,,,,,CI_ Trade_ Contact. Person Name. Text,,,,,CI_ Trade_ Contact. Person Name. Text,ram:PersonName,支払人担当名,支払人個人の、文字で表現された名前。,0..1,v4,"言語コード
ISO639"
233,ヘッダ部,UN01005721,BBIE,,,,,,,,CI_ Trade_ Contact. Department Name. Text,,,,,CI_ Trade_ Contact. Department Name. Text,ram:DepartmentName,支払人部門名,支払人の請求部門の名称。,0..1,v4,"言語コード
ISO639"
234,ヘッダ部,UN01005725,BBIE,,,,,,,,CI_ Trade_ Contact. Person_ Identification. Identifier,,,,,CI_ Trade_ Contact. Person_ Identification. Identifier,ram:PersonID,支払人担当コード,支払人個人を表すコード,0..1,v4, 
235,ヘッダ部,UN01005726,ASBIE,,,,,,,,CI_ Trade_ Contact. Telephone. CI_ Universal_ Communication,,,,,CI_ Trade_ Contact. Telephone. CI_ Universal_ Communication,ram:TelephoneCIUniversalCommunication,連絡先／電話情報グループ,連絡先の電話に関するグループ。,0..1,v4, 
236,ヘッダ部,UN01005857,ABIE,,,,,,,,,CI_ Universal_ Communication. Details,,,,CI_ Universal_ Communication. Details,ram:CIUniversalCommunicationType,電話通信クラス,通信（電話）に関する情報からなるクラス。,－,v4, 
237,ヘッダ部,UN01005860,BBIE,,,,,,,,,,CI_ Universal_ Communication. Complete Number. Text,,,CI_ Universal_ Communication. Complete Number. Text,ram:CompleteNumber,支払人電話番号,支払人の電話番号。,0..1,v4, 
238,ヘッダ部,UN01005729,ASBIE,,,,,,,,CI_ Trade_ Contact. Fax. CI_ Universal_ Communication,,,,,CI_ Trade_ Contact. Fax. CI_ Universal_ Communication,ram:FaxCIUniversalCommunication,連絡先／FAX情報グループ,連絡先のFAXに関するグループ。,0..1,v1,　
239,ヘッダ部,UN01005857,ABIE,,,,,,,,,CI_ Universal_ Communication. Details,,,,CI_ Universal_ Communication. Details,ram:CIUniversalCommunicationType,FAX通信クラス,通信（FAX）に関する情報からなるクラス。,－,v1,　
240,ヘッダ部,UN01005860,BBIE,,,,,,,,,,CI_ Universal_ Communication. Complete Number. Text,,,CI_ Universal_ Communication. Complete Number. Text,ram:CompleteNumber,支払人FAX番号,支払人のFAX番号,0..1,v1,　
241,ヘッダ部,UN01005730,ASBIE,,,,,,,,CI_ Trade_ Contact. Email_ URI. CI_ Universal_ Communication,,,,,CI_ Trade_ Contact. Email_ URI. CI_ Universal_ Communication,ram:EmailURICIUniversalCommunication,連絡先／電子メール情報グループ,連絡先の電子メールに関するグループ。,0..1,v4, 
242,ヘッダ部,UN01005857,ABIE,,,,,,,,,CI_ Universal_ Communication. Details,,,,CI_ Universal_ Communication. Details,ram:CIUniversalCommunicationType,電子メール通信クラス,通信（電子メール）に関する情報からなるクラス。,－,v4, 
243,ヘッダ部,UN01005858,BBIE,,,,,,,,,,CI_ Universal_ Communication. URI. Identifier,,,CI_ Universal_ Communication. URI. Identifier,ram:URIID,支払人メールアドレス,支払人の電子メールアドレス。,0..1,v4, 
244,ヘッダ部,UN01005762,ASBIE,,,,,,CI_ Trade_ Party. Postal. CI_ Trade_ Address,,,,,,,CI_ Trade_ Party. Postal. CI_ Trade_ Address,ram:PostalCITradeAddress,支払人／住所グループ,支払人の住所に関するグループ。,0..1,v4, 
245,ヘッダ部,UN01005687,ABIE,,,,,,,CI_ Trade_ Address. Details,,,,,,CI_ Trade_ Address. Details,ram:CITradeAddressType,支払人住所クラス,支払人住所に関する情報からなるクラス。,－,v4, 
246,ヘッダ部,UN01005689,BBIE,,,,,,,,CI_ Trade_ Address. Postcode. Code,,,,,CI_ Trade_ Address. Postcode. Code,ram:PostcodeCode,支払人郵便番号,支払人の郵便番号。,0..1,v4, 
247,ヘッダ部,UN01005692,BBIE,,,,,,,,CI_ Trade_ Address. Line One. Text,,,,,CI_ Trade_ Address. Line One. Text,ram:LineOne,支払人住所1,支払人の住所1行目。,0..1,v4,"言語コード
ISO639"
248,ヘッダ部,UN01005693,BBIE,,,,,,,,CI_ Trade_ Address. Line Two. Text,,,,,CI_ Trade_ Address. Line Two. Text,ram:LineTwo,支払人住所2,支払人の住所2行目。,0..1,v4,"言語コード
ISO639"
249,ヘッダ部,UN01005694,BBIE,,,,,,,,CI_ Trade_ Address. Line Three. Text,,,,,CI_ Trade_ Address. Line Three. Text,ram:LineThree,支払人住所3,支払人の住所3行目。,0..1,v4,"言語コード
ISO639"
250,ヘッダ部,UN01005700,BBIE,,,,,,,,CI_ Trade_ Address. Country. Identifier,,,,,CI_ Trade_ Address. Country. Identifier,ram:CountryID,支払人国識別子,支払人の国ID。デフォルトは「JP」,1..1,v4,ISO3166
251,ヘッダ部,UN01005921,ASBIE,,,,CIIH_ Supply Chain_ Trade Settlement. Invoice_ Applicable. CI_ Trade_ Currency Exchange,,,,,,,,,CIIH_ Supply Chain_ Trade Settlement. Invoice_ Applicable. CI_ Trade_ Currency Exchange,ram:InvoiceApplicableCITradeCurrencyExchange,インボイス文書決済／請求者為替グループ,請求に関する為替に関するグループ,0..1,v1/v3, 
252,ヘッダ部,UN01005738,ABIE,,,,,CI_ Trade_ Currency Exchange. Details,,,,,,,,CI_ Trade_ Currency Exchange. Details,ram:CITradeCurrencyExchangeType,請求為替クラス,請求為替に関する情報からなるクラス,－,v1,
253,ヘッダ部,UN01005739,BBIE,,,,,,CI_ Trade_ Currency Exchange. Source Currency. Code,,,,,,,CI_ Trade_ Currency Exchange. Source Currency. Code,ram:SourceCurrencyCode,為替交換元通貨コード,"為替における交換元通貨を表すコード
デフォルト＝「JPY」",0..1,v1/v3,"通貨コード
ISO4217"
254,ヘッダ部,UN01005741,BBIE,,,,,,CI_ Trade_ Currency Exchange. Target Currency. Code,,,,,,,CI_ Trade_ Currency Exchange. Target Currency. Code,ram:TargetCurrencyCode,為替交換先通貨コード,"為替における交換先通貨を表すコード
デフォルト＝「JPY」",0..1,v1/v3,"通貨コード
ISO4217"
255,ヘッダ部,UN01005744,BBIE,,,,,,CI_ Trade_ Currency Exchange. Conversion. Rate,,,,,,,CI_ Trade_ Currency Exchange. Conversion. Rate,ram:ConversionRate,為替レート,為替交換のレート,0..1,v1/v3, 
256,ヘッダ部,UN01005745,BBIE,,,,,,CI_ Trade_ Currency Exchange. Conversion Rate. Date Time,,,,,,,CI_ Trade_ Currency Exchange. Conversion Rate. Date Time,ram:ConversionRateDateTime,為替レート日時,為替交換レートの適用日。,0..1,v1,日時様式
257,ヘッダ部,UN01005922,ASBIE,,,,CIIH_ Supply Chain_ Trade Settlement. Payment_ Applicable. CI_ Trade_ Currency Exchange,,,,,,,,,CIIH_ Supply Chain_ Trade Settlement. Payment_ Applicable. CI_ Trade_ Currency Exchange,ram:PaymentApplicableCITradeCurrencyExchange,インボイス文書決済／支払者為替グループ,支払いに関する為替に関するグループ,0..1,v4, 
258,ヘッダ部,UN01005738,ABIE,,,,,CI_ Trade_ Currency Exchange. Details,,,,,,,,CI_ Trade_ Currency Exchange. Details,ram:CITradeCurrencyExchangeType,支払為替クラス,支払為替に関する情報からなるクラス,－,v4, 
259,ヘッダ部,UN01005739,BBIE,,,,,,CI_ Trade_ Currency Exchange. Source Currency. Code,,,,,,,CI_ Trade_ Currency Exchange. Source Currency. Code,ram:SourceCurrencyCode,為替交換元通貨コード,為替における交換元通貨を表すコード,0..1,v4,"通貨コード
ISO4217"
260,ヘッダ部,UN01005741,BBIE,,,,,,CI_ Trade_ Currency Exchange. Target Currency. Code,,,,,,,CI_ Trade_ Currency Exchange. Target Currency. Code,ram:TargetCurrencyCode,為替交換先通貨コード,為替における交換先通貨を表すコード,0..1,v4,"通貨コード
ISO4217"
261,ヘッダ部,UN01005744,BBIE,,,,,,CI_ Trade_ Currency Exchange. Conversion. Rate,,,,,,,CI_ Trade_ Currency Exchange. Conversion. Rate,ram:ConversionRate,為替レート,為替交換のレート,0..1,v4, 
262,ヘッダ部,UN01005745,BBIE,,,,,,CI_ Trade_ Currency Exchange. Conversion Rate. Date Time,,,,,,,CI_ Trade_ Currency Exchange. Conversion Rate. Date Time,ram:ConversionRateDateTime,為替レート日時,為替交換レートの適用日。,0..1,v4,日時様式
263,ヘッダ部,UN01005923,ASBIE,,,,CIIH_ Supply Chain_ Trade Settlement. Specified. CI_ Trade Settlement_ Payment Means,,,,,,,,,CIIH_ Supply Chain_ Trade Settlement. Specified. CI_ Trade Settlement_ Payment Means,ram:SpecifiedCITradeSettlementPaymentMeans,インボイス文書決済／支払手段グループ,インボイス文書決済に関する支払手段のグループ。,0..n,v1, 
264,ヘッダ部,UN01005670,ABIE,,,,,CI_ Trade Settlement_ Payment Means. Details,,,,,,,,CI_ Trade Settlement_ Payment Means. Details,ram:CITradeSettlementPaymentMeansType,支払手段クラス, 取引決済の目的で支払が行われる、あるいは行われた手段のクラス,－,v1, 
265,ヘッダ部,UN01005672,BBIE,,,,,,CI_ Trade Settlement_ Payment Means. Type. Code,,,,,,,CI_ Trade Settlement_ Payment Means. Type. Code,ram:TypeCode,支払手段タイプコード,取引決済手段のタイプを識別するコード,0..1,v4,UNCL4461
266,ヘッダ部,UN01011456,BBIE,,,,,,CI_ Trade Settlement_ Payment Means. Information. Text,,,,,,,CI_ Trade Settlement_ Payment Means. Information. Text,ram:Information,支払手段情報,取引決済手段に関する情報,0..1,v4,"言語コード
ISO639"
267,ヘッダ部,JPS2200010,BBIE,,,,,,CI_ Trade Settlement_ Payment Means.Paid. Amount,,,,,,,CI_ Trade Settlement_ Payment Means.Paid. Amount,ram:aidAmount,支払金額,取引決済手段で支払う金額,0..1,v4,"通貨コード
ISO4217"
268,ヘッダ部,UN01005677,ASBIE,,,,,,CI_ Trade Settlement_ Payment Means. Payee_ Party. CI_ Creditor_ Financial Account,,,,,,,CI_ Trade Settlement_ Payment Means. Payee_ Party. CI_ Creditor_ Financial Account,ram:PayeePartyCICreditorFinancialAccount,支払手段／金融口座グループ,取引決済の支払手段に関する受取人である当事者の債権者金融口座のグループ,0..1,v1, 
269,ヘッダ部,UN01005398,ABIE,,,,,,,CI_ Creditor_ Financial Account. Details,,,,,,CI_ Creditor_ Financial Account. Details,ram:CICreditorFinancialAccountType,金融口座クラス,債権者の銀行口座のクラス,－,v1, 
270,ヘッダ部,UN01005400,BBIE,,,,,,,,CI_ Creditor_ Financial Account. Account Name. Text,,,,,CI_ Creditor_ Financial Account. Account Name. Text,ram:AccountName,口座名義,"債権者金融口座の、文字で表現された口座名。
半角カナ（日本の場合）",0..1,v1,"言語コード
ISO639"
271,ヘッダ部,UN01005401,BBIE,,,,,,,,CI_ Creditor_ Financial Account. Proprietary_ Identification. Identifier,,,,,CI_ Creditor_ Financial Account. Proprietary_ Identification. Identifier,ram:ProprietaryID,口座番号,債権者金融口座の一意の所有者識別子。,0..1,v1, 
272,ヘッダ部,UN01012127,BBIE,,,,,,,,CI_ Creditor_ Financial Account. Type. Code,,,,,CI_ Creditor_ Financial Account. Type. Code,ram:TypeCode,口座種別コード,債権者金融口座種別の識別子。,0..1,v4,コード表識別子
273,ヘッダ部,UN01005679,ASBIE,,,,,,CI_ Trade Settlement_ Payment Means. Payee_ Specified. CI_ Creditor_ Financial Institution,,,,,,,CI_ Trade Settlement_ Payment Means. Payee_ Specified. CI_ Creditor_ Financial Institution,ram:PayeeSpecifiedCICreditorFinancialInstitution,支払手段／金融機関グループ,取引決済の支払手段に対して特定された受取人である当事者の債権者金融機関のグループ,0..1,v1, 
274,ヘッダ部,UN01005402,ABIE,,,,,,,CI_ Creditor_ Financial Institution. Details,,,,,,CI_ Creditor_ Financial Institution. Details,ram:CICreditorFinancialInstitutionType,金融機関クラス,金額を受け取る当事者の銀行、住宅金融組合、信用金庫、証券会社、あるいはそれと類似の事業機関。,－,v1, 
275,ヘッダ部,UN01005426,BBIE,,,,,,,,CI_ Creditor_ Financial Institution. Name. Text,,,,,CI_ Creditor_ Financial Institution. Name. Text,ram:Name,金融機関名,債権者金融機関の、文字で表現された名前。,0..1,v1,"言語コード
ISO639"
276,ヘッダ部,UN01011521,BBIE,,,,,,,,CI_ Creditor_ Financial Institution. Japan Financial Institution Common_ Identification. Identifier,,,,,CI_ Creditor_ Financial Institution. Japan Financial Institution Common_ Identification. Identifier,ram:JapanFinancialInstitutionCommonID,金融機関番号,債権者の金融機関番号（日本の場合）,0..1,v1, 
277,ヘッダ部,UN01005428,ASBIE,,,,,,,,CI_ Creditor_ Financial Institution. Sub-Division. Branch_ Financial Institution,,,,,CI_ Creditor_ Financial Institution. Sub-Division. Branch_ Financial Institution,ram:Sub-DivisionBranchFinancialInstitution,金融機関／金融機関支店グループ,債権者金融機関の支店金融機関グループ,0..1,v1, 
278,ヘッダ部,UN01003138,ABIE,,,,,,,,,Branch_ Financial Institution. Details,,,,Branch_ Financial Institution. Details,ram:BranchFinancialInstitutionType,金融機関支店クラス,銀行、住宅金融組合、信用金庫、証券会社、あるいはそれと類似の事業の部門のクラス。主に金融サービスと金融取引を提供するために設立された機関の支店。,－,v1, 
279,ヘッダ部,UN01003139,BBIE,,,,,,,,,,Branch_ Financial Institution. Identification. Identifier,,,Branch_ Financial Institution. Identification. Identifier,ram:ID,金融機関支店番号,金融機関のこの支店の一意識別子,0..1,v1, 
280,ヘッダ部,UN01003140,BBIE,,,,,,,,,,Branch_ Financial Institution. Name. Text,,,Branch_ Financial Institution. Name. Text,ram:Name,金融機関支店名,金融機関のこの支店の、文字で表現された名前,0..1,v1,"言語コード
ISO639"
281,ヘッダ部,UN01006057,ASBIE,,,,,,CI_ Trade Settlement_ Payment Means. Applicable. Trade Settlement_ Financial Card,,,,,,,CI_ Trade Settlement_ Payment Means. Applicable. Trade Settlement_ Financial Card,ram:ApplicableTradeSettlementFinancialCard,支払手段／金融カードグループ,支払手段の金融カードに関するグループ,0..1,v4, 
282,ヘッダ部,UN01004493,ABIE,,,,,,,Trade Settlement_ Financial Card. Details,,,,,,Trade Settlement_ Financial Card. Details,ram:TradeSettlementFinancialCardType,金融カードクラス,支払人の金融カードのクラス,－,v4, 
283,ヘッダ部,UN01004495,BBIE,,,,,,,,Trade Settlement_ Financial Card. Identification. Identifier,,,,,Trade Settlement_ Financial Card. Identification. Identifier,ram:ID,金融カード番号,支払人の金融カード番号,1..1,v4, 
284,ヘッダ部,UN01004496,BBIE,,,,,,,,Trade Settlement_ Financial Card. Type. Code,,,,,Trade Settlement_ Financial Card. Type. Code,ram:TypeCode,金融カードタイプ,金融カードのタイプ,0..1,v4, 
285,ヘッダ部,UN01004497,BBIE,,,,,,,,Trade Settlement_ Financial Card. Cardholder Name. Text,,,,,Trade Settlement_ Financial Card. Cardholder Name. Text,ram:CardholderName,金融カード名義人名,支払人の金融カード名義人名,1..1,v4,"言語コード
ISO639"
286,ヘッダ部,UN01009966,BBIE,,,,,,,,Trade Settlement_ Financial Card. Issuing Company Name. Text,,,,,Trade Settlement_ Financial Card. Issuing Company Name. Text,ram:IssuingCompanyName,金融カード発行企業名,金融カードの発行企業名,0..1,v4,"言語コード
ISO639"
287,ヘッダ部,UN01005926,ASBIE,,,,CIIH_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Allowance Charge,,,,,,,,,CIIH_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Allowance Charge,ram:SpecifiedCITradeAllowanceCharge,インボイス文書決済／ヘッダ返金グループ,インボイス文書のヘッダ返金のグループ,0..n,v4, 
288,ヘッダ部,UN01005706,ABIE,,,,,CI_ Trade_ Allowance Charge. Details,,,,,,,,CI_ Trade_ Allowance Charge. Details,ram:CITradeAllowanceChargeType,ヘッダ返金クラス,ヘッダ返金クラス,－,v4, 
289,ヘッダ部,UN01005707,BBIE,,,,,,CI_ Trade_ Allowance Charge. Charge. Indicator,,,,,,,CI_ Trade_ Allowance Charge. Charge. Indicator,ram:ChargeIndicator,ヘッダ返金・追加請求識別コード,"ヘッダ返金とヘッダ追加請求を識別するコード。
デフォルトは返金",1..1,v4, 
290,ヘッダ部,UN01005710,BBIE,,,,,,CI_ Trade_ Allowance Charge. Calculation. Percent,,,,,,,CI_ Trade_ Allowance Charge. Calculation. Percent,ram:CalculationPercent,ヘッダ返金計算率,このヘッダ返金を計算するための率,0..1,v4,
291,ヘッダ部,UN01005713,BBIE,,,,,,CI_ Trade_ Allowance Charge. Actual. Amount,,,,,,,CI_ Trade_ Allowance Charge. Actual. Amount,ram:ActualAmount,ヘッダ返金金額,このヘッダ返金の請求金悪,0..1,v4,"通貨コード
ISO4217"
292,ヘッダ部,UN01005714,BBIE,,,,,,CI_ Trade_ Allowance Charge. Reason. Code,,,,,,,CI_ Trade_ Allowance Charge. Reason. Code,ram:ReasonCode,ヘッダ返金理由コード,このヘッダ返金の理由を識別するコード,0..1,v4,UNCL5189
293,ヘッダ部,UN01005715,BBIE,,,,,,CI_ Trade_ Allowance Charge. Reason. Text,,,,,,,CI_ Trade_ Allowance Charge. Reason. Text,ram:Reason,ヘッダ返金理由,このヘッダ返金の理由（内容）の説明,0..1,v4,"言語コード
ISO639"
294,ヘッダ部,UN01008286,BBIE,,,,,,CI_ Trade_ Allowance Charge. Basis. Amount,,,,,,,CI_ Trade_ Allowance Charge. Basis. Amount,ram:BasisAmount,ヘッダ返金計算金額,このヘッダ返金の計算根拠となる金額,0..1,v4,"通貨コード
ISO4217"
295,ヘッダ部,UN01005716,ASBIE,,,,,,CI_ Trade_ Allowance Charge. Category. CI_ Trade_ Tax,,,,,,,CI_ Trade_ Allowance Charge. Category. CI_ Trade_ Tax,ram:CategoryCITradeTax,ヘッダ返金／税グループ,ヘッダ返金の税に関するグループ,0..n,v4, 
296,ヘッダ部,UN01005832,ABIE,,,,,,,CI_ Trade_ Tax. Details,,,,,,CI_ Trade_ Tax. Details,ram:CITradeTaxType,ヘッダ返金税クラス,ヘッダ返金の税クラス,－,v4, 
297,ヘッダ部,UN01005836,BBIE,,,,,,,,CI_ Trade_ Tax. Calculated. Rate,,,,,CI_ Trade_ Tax. Calculated. Rate,ram:CalculatedRate,ヘッダ返金税率,ヘッダ返金の税率,1..1,v4, 
298,ヘッダ部,UN01005841,BBIE,,,,,,,,CI_ Trade_ Tax. Category. Code,,,,,CI_ Trade_ Tax. Category. Code,ram:CategoryCode,ヘッダ返金課税分類コード,ヘッダ返金の課税分類コード,1..1,v4,UNCL5305
299,ヘッダ部,UN01005926,ASBIE,,,,CIIH_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Allowance Charge,,,,,,,,,CIIH_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Allowance Charge,ram:SpecifiedCITradeAllowanceCharge,インボイス文書決済／ヘッダ追加請求グループ,インボイス文書のヘッダ追加請求のグループ,0..n,v4, 
300,ヘッダ部,UN01005706,ABIE,,,,,CI_ Trade_ Allowance Charge. Details,,,,,,,,CI_ Trade_ Allowance Charge. Details,ram:CITradeAllowanceChargeType,ヘッダ追加請求クラス,ヘッダ追加請求のクラス,－,v4, 
301,ヘッダ部,UN01005707,BBIE,,,,,,CI_ Trade_ Allowance Charge. Charge. Indicator,,,,,,,CI_ Trade_ Allowance Charge. Charge. Indicator,ram:ChargeIndicator,ヘッダ返金・追加請求識別コード,"ヘッダ返金とヘッダ追加請求を識別するコード。
属性：true=Charge",1..1,v4, 
302,ヘッダ部,UN01005710,BBIE,,,,,,CI_ Trade_ Allowance Charge. Calculation. Percent,,,,,,,CI_ Trade_ Allowance Charge. Calculation. Percent,ram:CalculationPercent,ヘッダ追加請求計算率,このヘッダ追加請求を計算するための率,0..1,v4,
303,ヘッダ部,UN01005713,BBIE,,,,,,CI_ Trade_ Allowance Charge. Actual. Amount,,,,,,,CI_ Trade_ Allowance Charge. Actual. Amount,ram:ActualAmount,ヘッダ追加請求金額,このヘッダ追加請求の請求金悪,0..1,v4,"通貨コード
ISO4217"
304,ヘッダ部,UN01005714,BBIE,,,,,,CI_ Trade_ Allowance Charge. Reason. Code,,,,,,,CI_ Trade_ Allowance Charge. Reason. Code,ram:ReasonCode,ヘッダ追加請求理由コード,このヘッダ追加請求の理由を識別するコード,0..1,v4,UNCL5189
305,ヘッダ部,UN01005715,BBIE,,,,,,CI_ Trade_ Allowance Charge. Reason. Text,,,,,,,CI_ Trade_ Allowance Charge. Reason. Text,ram:Reason,ヘッダ追加請求理由,このヘッダ追加請求の理由（内容）の説明,0..1,v4,"言語コード
ISO639"
306,ヘッダ部,UN01008286,BBIE,,,,,,CI_ Trade_ Allowance Charge. Basis. Amount,,,,,,,CI_ Trade_ Allowance Charge. Basis. Amount,ram:BasisAmount,ヘッダ追加請求計算金額,このヘッダ追加請求の計算根拠となる金額,0..1,v4,"通貨コード
ISO4217"
307,ヘッダ部,UN01005716,ASBIE,,,,,,CI_ Trade_ Allowance Charge. Category. CI_ Trade_ Tax,,,,,,,CI_ Trade_ Allowance Charge. Category. CI_ Trade_ Tax,ram:CategoryCITradeTax,ヘッダ追加請求／税グループ,ヘッダ追加請求の税に関するグループ,0..n,v4, 
308,ヘッダ部,UN01005832,ABIE,,,,,,,CI_ Trade_ Tax. Details,,,,,,CI_ Trade_ Tax. Details,ram:CITradeTaxType,ヘッダ追加請求税クラス,ヘッダ追加請求の税クラス,－,v4, 
309,ヘッダ部,UN01005836,BBIE,,,,,,,,CI_ Trade_ Tax. Calculated. Rate,,,,,CI_ Trade_ Tax. Calculated. Rate,ram:CalculatedRate,ヘッダ追加請求税率,ヘッダ追加請求の税率,1..1,v4, 
310,ヘッダ部,UN01005841,BBIE,,,,,,,,CI_ Trade_ Tax. Category. Code,,,,,CI_ Trade_ Tax. Category. Code,ram:CategoryCode,ヘッダ追加請求課税分類コード,ヘッダ追加請求の課税分類コード,1..1,v4,UNCL5305
311,ヘッダ部,UN01005924,ASBIE,,,,CIIH_ Supply Chain_ Trade Settlement. Applicable. CI_ Trade_ Tax,,,,,,,,,CIIH_ Supply Chain_ Trade Settlement. Applicable. CI_ Trade_ Tax,ram:ApplicableCITradeTax,インボイス文書決済／ヘッダ税グループ,インボイス文書の税に関するグループ,0..n,v4, 
312,ヘッダ部,UN01005832,ABIE,,,,,CI_ Trade_ Tax. Details,,,,,,,,CI_ Trade_ Tax. Details,ram:CITradeTaxType,ヘッダ税クラス,ヘッダの税に関する情報からなるクラス,－,v4, 
313,ヘッダ部,UN01005833,BBIE,,,,,,CI_ Trade_ Tax. Calculated. Amount,,,,,,,CI_ Trade_ Tax. Calculated. Amount,ram:CalculatedAmount,ヘッダ課税分類税額,"①文書タイプコード＝単一文書の場合
　課税分類毎に計算した税額＝ヘッダ課税分類譲渡資産合計金額（税抜き）×ヘッダ税率
算出した税額は切り上げ、切り捨て、四捨五入のいずれかで処理し、税額は整数とする
②文書タイプコード＝統合文書の場合
　消費税額計算はヘッダ税クラスでは行わない。　",0..1,v4,"通貨コード
ISO4217"
314,ヘッダ部,UN01005834,BBIE,,,,,,CI_ Trade_ Tax. Type. Code,,,,,,,CI_ Trade_ Tax. Type. Code,ram:TypeCode,税タイプコード,税の種類(消費税、所得税など）を識別するコード。デフォルトは消費税,0..1,v4,UNCL5153
