semSort,id,card,level,businessTerm,desc,dataType,businessTerm_ja,desc_ja,synSort,element,synDatatype,xPath,occur
2760,ibg-38,1..n,2,TAX BREAKDOWN IN ACCOUNTING CURRENCY,"A group of business terms providing information about TAX breakdown by different categories	 rates and exemption reasons in the invoice accounting currency.",,会計通貨での税内訳情報,請求書の会計通貨でのさまざまな課税分類、税率、および免税理由による消費税の内訳に関する情報を提供するビジネス用語のグループ。,3530,cac:TaxSubtotal,cac:TaxSubtotalType,/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:TaxCurrencyCode]/cac:TaxSubtotal,0..n
2770,ibt-190,0..1,3,TAX category tax amount in accounting currency,The total TAX amount for a given TAX category in the invoice accounting currency.,Amount,会計通貨での課税分類毎の消費税額,課税分類での請求書消費税合計の会計通貨での金額。,3540,cbc:TaxAmount,udt:AmountType,/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:TaxCurrencyCode]/cac:TaxSubtotal/cbc:TaxAmount,1..1
2780,ibt-192,1..1,3,TAX category code for tax category tax amount in accounting currency,Coded identification of a TAX category in the invoice accounting currency.,Code,会計通貨での課税分類コード, 請求書会計通貨での課税分類のコード化された識別子。,3570,cbc:ID,udt:IdentifierType,/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:TaxCurrencyCode]/cac:TaxSubtotal/cac:TaxCategory/cbc:ID,0..1
2790,ibt-193,0..1,3,TAX category rate for tax category tax amount in accounting currency,"The TAX rate	 represented as percentage that applies for the relevant TAX category in the invoice accounting currency.",Percentage,会計通貨での課税分類毎の税率,会計通貨での該当する課税分類に適用されるパーセンテージとして表した税率。,3580,cbc:Percent,udt:PercentType,/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:TaxCurrencyCode]/cac:TaxSubtotal/cac:TaxCategory/cbc:Percent,0..1
2795,ibt-193a,1..1,3,An identifier for this taxation scheme,An identifier for the taxation scheme within which this tax category is defined.,Code,,,3585,cbc:ID,udt:IdentifierType,/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:TaxCurrencyCode]/cac:TaxSubtotal/cac:TaxCategory/cac:TaxScheme/cbc:ID,0..1
2800,ibg-23,1..n,1,TAX BREAKDOWN,"A group of business terms providing information about TAX breakdown by different categories	 rates and exemption reasons",,税内訳情報,課税分類、消費税率、非課税/不課税理由毎の、消費税内訳に関する情報を提供するビジネス用語のグループ。,3380,cac:TaxSubtotal,cac:TaxSubtotalType,/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:DocumentCurrencyCode]/cac:TaxSubtotal,0..n
2810,ibt-116,1..1,2,TAX category taxable amount,Sum of all taxable amounts subject to a specific TAX category code and TAX category rate (if the TAX category rate is applicable).,Amount,課税分類毎の課税基準額,課税分類/課税分類の消費税率毎の課税基準額の合計。,3390,cbc:TaxableAmount,udt:AmountType,/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:DocumentCurrencyCode]/cac:TaxSubtotal/cbc:TaxableAmount,0..1
2820,ibt-117,1..1,2,TAX category tax amount,The total TAX amount for a given TAX category.,Amount,課税分類毎の消費税額,課税分類毎の消費税額合計。,3410,cbc:TaxAmount,udt:AmountType,/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:DocumentCurrencyCode]/cac:TaxSubtotal/cbc:TaxAmount,1..1
2830,ibt-118,1..1,2,TAX category code,Coded identification of a TAX category.,Code,課税分類コード,消費税の課税分類属性(標準税率、軽減税率など)を識別するためのコード。,3440,cbc:ID,udt:IdentifierType,/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:DocumentCurrencyCode]/cac:TaxSubtotal/cac:TaxCategory/cbc:ID,0..1
2840,ibt-119,0..1,2,TAX category rate,"The TAX rate	 represented as percentage that applies for the relevant TAX category.",Percentage,課税分類毎の税率,課税分類毎の税額計算のための率。,3450,cbc:Percent,udt:PercentType,/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:DocumentCurrencyCode]/cac:TaxSubtotal/cac:TaxCategory/cbc:Percent,0..1
2850,ibt-120,0..0,2,TAX exemption reason text,A textual statement of the reason why the amount is exempted from TAX or why no TAX is being charged,Text,非課税理由テキスト,非課税または課税されない理由をテキストで表現。,3470,cbc:TaxExemptionReason,udt:TextType,/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:DocumentCurrencyCode]/cac:TaxSubtotal/cac:TaxCategory/cbc:TaxExemptionReason,0..n
2855,ibt-119a,1..1,2,An identifier for this taxation scheme,An identifier for the taxation scheme within which this tax category is defined.,Code,,,3480,cbc:ID,udt:IdentifierType,/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:DocumentCurrencyCode]/cac:TaxSubtotal/cac:TaxCategory/cac:TaxScheme/cbc:ID,0..1
2860,ibt-121,0..0,2,TAX exemption reason code,A coded statement of the reason for why the amount is exempted from TAX.,Code,非課税理由コード,非課税または課税されない理由をコードで表現。,3460,cbc:TaxExemptionReasonCode,udt:CodeType,/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:DocumentCurrencyCode]/cac:TaxSubtotal/cac:TaxCategory/cbc:TaxExemptionReasonCode,0..1
2870,ibg-24,0..n,1,ADDITIONAL SUPPORTING DOCUMENTS,A group of business terms providing information about additional supporting documents substantiating the claims made in the Invoice.,,添付書類,請求書内で行われたクレームを実証する添付書類についての情報を提供するビジネス用語のグループ。,1360,cac:AdditionalDocumentReference,cac:DocumentReferenceType,/Invoice/cac:AdditionalDocumentReference[not(cbc:DocumentTypeCode='130')],0..n
2880,ibt-122,1..1,2,Supporting document reference,An identifier of the supporting document.,Document Reference,添付書類への参照,添付書類のID。,1370,cbc:ID,udt:IdentifierType,/Invoice/cac:AdditionalDocumentReference[not(cbc:DocumentTypeCode='130')]/cbc:ID,1..1
2890,ibt-123,0..1,2,Supporting document description,A description of the supporting document.,Text,添付書類の説明,添付書類の説明。,1380,cbc:DocumentDescription,udt:TextType,/Invoice/cac:AdditionalDocumentReference[not(cbc:DocumentTypeCode='130')]/cbc:DocumentDescription,0..n
2900,ibt-125,0..1,2,Attached document,An attached document embedded as binary object or sent together with the invoice.,Binary object,添付書類,バイナリオブジェクトとして埋め込まれた、または請求書と一緒に送られた添付書類。,1400,cbc:EmbeddedDocumentBinaryObject,udt:BinaryObjectType,/Invoice/cac:AdditionalDocumentReference[not(cbc:DocumentTypeCode='130')]/cac:Attachment/cbc:EmbeddedDocumentBinaryObject,0..1
2910,ibt-125-1,1..1,3,Attached document Mime code,Allowed mime codes,String,添付書類MIMEコード,"許可されているMIMEコード:application/pdf,image/png,image/jpeg,text/csv,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,application/vnd.oasis.opendocument. Spreadsheet",1410,@mimeCode,xsd:normalizedString,/Invoice/cac:AdditionalDocumentReference[not(cbc:DocumentTypeCode='130')]/cac:Attachment/cbc:EmbeddedDocumentBinaryObject/@mimeCode,1..1
2920,ibt-125-2,1..1,3,Attached document Filename,ー,String,添付書類ファイル名,ー,1420,@filename,xsd:string,/Invoice/cac:AdditionalDocumentReference[not(cbc:DocumentTypeCode='130')]/cac:Attachment/cbc:EmbeddedDocumentBinaryObject/@filename,0..1
2930,ibt-124,0..1,2,External document location,The URL (Uniform Resource Locator) that identifies where the external document is located.,Text,外部ドキュメントのロケーション,外部ドキュメントの所在を示すURL（ユニフォームリソースロケータ）,1440,cbc:URI,udt:IdentifierType,/Invoice/cac:AdditionalDocumentReference[not(cbc:DocumentTypeCode='130')]/cac:Attachment/cac:ExternalReference/cbc:URI,0..1
2940,ibg-25,1..n,1,INVOICE LINE,A group of business terms providing information on individual Invoice lines.,,請求書明細行,請求書明細行に関する情報を提供するビジネス用語のグループ。,3760,cac:InvoiceLine,cac:InvoiceLineType,/Invoice/cac:InvoiceLine,1..n
2950,ibt-126,1..1,2,Invoice line identifier,A unique identifier for the individual line within the Invoice.,Identifier,請求書明細行ID,この請求書内で個々の明細行を一意に識別するためのID。,3770,cbc:ID,udt:IdentifierType,/Invoice/cac:InvoiceLine/cbc:ID,1..1
2960,ibt-127,0..1,2,Invoice line note,A textual note that gives unstructured information that is relevant to the Invoice line.,Text,請求書明細行注釈,請求書明細行に関連する構造化されていない情報を提供するためのテキスト、注釈。,3780,cbc:Note,udt:TextType,/Invoice/cac:InvoiceLine/cbc:Note,0..n
2970,ibg-36,0..1,2,LINE DOCUMENT REFERENCE,"An identifier for an object on which the invoice line is based	 given by the Seller.",,明細行文書参照,売り手によって指定された、請求書の明細行の請求の根拠となっているオブジェクトの識別子。,3950,cac:DocumentReference,cac:DocumentReferenceType,/Invoice/cac:InvoiceLine/cac:DocumentReference[not(cbc:DocumentTypeCode='130')],0..n
2980,ibt-188,1..1,3,Invoice line document identifier,An identifiers for a document that the invoice line referes to.,Identifier,明細行文書ID,請求書明細行が参照する文書のID,3960,cbc:ID,udt:IdentifierType,/Invoice/cac:InvoiceLine/cac:DocumentReference[not(cbc:DocumentTypeCode='130')]/cbc:ID,1..1
2990,ibt-189,0..1,3,Document type code,A code that qualifies the type of the document that is referenced.,Code,文書タイプコード,参照する文書の種類を規定するコード,3970,cbc:DocumentTypeCode,udt:CodeType,/Invoice/cac:InvoiceLine/cac:DocumentReference[not(cbc:DocumentTypeCode='130')]/cbc:DocumentTypeCode,0..1
3000,ibt-128,0..1,2,Invoice line object identifier,"An identifier for an object on which the invoice line is based	 given by the Seller.",Identifier,請求書明細行オブジェクトID,売り手によって提供された、請求書明細行の根拠となるオブジェクトのID。(注：必要に応じて、予約番号、電話番号、メーターポイントなどを指定できる。）,3990,cbc:ID,udt:IdentifierType,/Invoice/cac:InvoiceLine/cac:DocumentReference[cbc:DocumentTypeCode='130']/cbc:ID,1..1
3010,ibt-128-1,0..1,3,Invoice line object identifier Scheme identifier,An identifiers for a document that the invoice line referes to.,String,スキーマID,請求書が参照する文書を識別するためのスキーマID。注：受信者にどのスキーマを使用したか明らかにしていない場合は、UNTDID 1153 code list  から選択した、スキーマIDを使用しなければならない。,4000,@schemeID,xsd:normalizedString,/Invoice/cac:InvoiceLine/cac:DocumentReference[cbc:DocumentTypeCode='130']/cbc:ID/@schemeID,0..1
3020,ibt-129,1..1,2,Invoiced quantity,The quantity of items (goods or services) that is charged in the Invoice line.,Quantity,請求する数量,請求書明細行で請求する品目(財又はサービス)の数量。,3790,cbc:InvoicedQuantity,udt:QuantityType,/Invoice/cac:InvoiceLine/cbc:InvoicedQuantity,0..1
3030,ibt-130,1..1,3,Invoiced quantity unit of measure code,The unit of measure that applies to the invoiced quantity.,String,請求する数量の数量単位コード,請求数量に適用する数量単位コード。,3800,@unitCode,xsd:normalizedString,/Invoice/cac:InvoiceLine/cbc:InvoicedQuantity/@unitCode,0..1
3040,ibt-131,1..1,2,Invoice line net amount,The total amount of the Invoice line (before tax).,Amount,値引後請求書明細行金額(税抜き),値引後の請求書明細行の合計金額(税抜き)。,3810,cbc:LineExtensionAmount,udt:AmountType,/Invoice/cac:InvoiceLine/cbc:LineExtensionAmount,1..1
3050,ibt-183,0..1,2,Purchase order reference,"An identifier for a referenced purchase order	 issued by the Buyer.",Document Reference,購買発注書参照,買い手が付番した発注番号を参照するためのID。,3900,cbc:ID,udt:IdentifierType,/Invoice/cac:InvoiceLine/cac:OrderLineReference/cac:OrderReference/cbc:ID,1..1
3060,ibt-132,0..1,2,Referenced purchase order line reference,"An identifier for a referenced line within a purchase order	 issued by the Buyer.",Document Reference,購買発注明細行参照,買い手が付番した発注書内の明細行を参照するためのID。,3880,cbc:LineID,udt:IdentifierType,/Invoice/cac:InvoiceLine/cac:OrderLineReference/cbc:LineID,1..1
3070,ibt-184,0..1,2,Despatch advice reference,An identifier for a referenced despatch advice.,Document Reference,出荷案内書参照,この請求書が参照する出荷案内書を参照するためのID。,3940,cbc:ID,udt:IdentifierType,/Invoice/cac:InvoiceLine/cac:DespatchLineReference/cac:DocumentReference/cbc:ID,1..1
3080,ibt-133,0..1,2,Invoice line Buyer accounting reference,A textual value that specifies where to book the relevant data into the Buyer’s financial accounts.,Text,請求書明細行買い手会計参照,請求書明細行に関連したデータを買い手のどの勘定科目で記帳するかを指定するテキスト。,3830,cbc:AccountingCost,udt:TextType,/Invoice/cac:InvoiceLine/cbc:AccountingCost,0..1
3090,ibg-26,0..1,2,INVOICE LINE PERIOD,A group of business terms providing information about the period relevant for the Invoice line.,,請求書明細行の期間,請求書明細行に関連する期間に関する情報,3840,cac:InvoicePeriod,cac:PeriodType,/Invoice/cac:InvoiceLine/cac:InvoicePeriod,0..n
3100,ibt-134,0..1,3,Invoice line period start date,The date when the Invoice period for this Invoice line starts.,Date,請求書明細行の期間開始日,請求書明細行の請求期間が開始する日付,3850,cbc:StartDate,udt:DateType,/Invoice/cac:InvoiceLine/cac:InvoicePeriod/cbc:StartDate,0..1
3110,ibt-135,0..1,3,Invoice line period end date,The date when the Invoice period for this Invoice line ends.,Date,請求書明細行の期間終了日,請求書明細行の請求期間が終了する日付,3860,cbc:EndDate,udt:DateType,/Invoice/cac:InvoiceLine/cac:InvoicePeriod/cbc:EndDate,0..1
3120,ibg-27,0..n,2,INVOICE LINE ALLOWANCES,A group of business terms providing information about allowances applicable to the individual Invoice line.,,請求書明細行の返金,請求書明細行に適用される返金に関する情報を提供するビジネス用語のグループ。,4010,cac:AllowanceCharge,cac:AllowanceChargeType,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()],0..n
3125,ibt-136a,1..1,3,Syntax qualifier for the invoice line allowance,,Indicator,,,4020,cbc:ChargeIndicator,xsd:boolean,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:ChargeIndicator,1..1
3130,ibt-136,1..1,3,Invoice line allowance amount,"The amount of an allowance	 without TAX.",Amount,請求書明細行の返金金額(税抜き),返金金額(税抜き)。,4060,cbc:Amount,udt:AmountType,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:Amount,1..1
3140,ibt-137,0..1,3,Invoice line allowance base amount,"The base amount that may be used	 in conjunction with the Invoice line allowance percentage	 to calculate the Invoice line allowance amount.",Amount,請求書明細行の返金金額の基準金額,請求書明細行の返金率を乗じて請求書明細行の返金金額を算出する際に使用される基準金額。,4080,cbc:BaseAmount,udt:AmountType,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:BaseAmount,0..1
3150,ibt-138,0..1,3,Invoice line allowance percentage,"The percentage that may be used	 in conjunction with the Invoice line allowance base amount	 to calculate the Invoice line allowance amount.",Percentage,請求書明細行の返金の率,請求書明細行の返金基準金額を乗じて請求書明細行の返金金額を算出する際に使用されるパーセント。,4050,cbc:MultiplierFactorNumeric,udt:NumericType,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:MultiplierFactorNumeric,0..1
3160,ibt-139,0..1,3,Invoice line allowance reason,"The reason for the Invoice line allowance	 expressed as text.",Text,請求書明細行の返金理由,請求書明細行の返金理由をテキストで表現。,4040,cbc:AllowanceChargeReason,udt:TextType,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:AllowanceChargeReason,0..n
3170,ibt-140,0..1,3,Invoice line allowance reason code,"The reason for the Invoice line allowance	 expressed as a code.",Code,請求書明細行の返金理由コード,請求書明細行の返金理由をコードで表現。,4030,cbc:AllowanceChargeReasonCode,udt:CodeType,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:AllowanceChargeReasonCode,0..1
3180,ibg-28,0..n,2,INVOICE LINE CHARGES,A group of business terms providing information about charges and taxes other than TAX applicable to the individual Invoice line.,,請求書明細行の追加請求,請求書明細行に適用される追加請求に関する情報を提供するビジネス用語のグループ。,4100,cac:AllowanceCharge,cac:AllowanceChargeType,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()],0..n
3185,ibt-141a,1..1,3,Syntax qualifier for the invoice line allowance,,Indicator,,,4110,cbc:ChargeIndicator,xsd:boolean,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:ChargeIndicator,1..1
3190,ibt-141,1..1,3,Invoice line charge amount,"The amount of a charge	 without TAX.",Amount,請求書明細行の追加請求金額(税抜き),追加請求金額(税抜き)。,4150,cbc:Amount,udt:AmountType,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:Amount,1..1
3200,ibt-142,0..1,3,Invoice line charge base amount,"The base amount that may be used	 in conjunction with the Invoice line charge percentage	 to calculate the Invoice line charge amount.",Amount,請求書明細行の追加請求の基準金額,請求書明細行の追加請求金額を計算するために、請求書明細行の追加請求率が適用される基準金額。,4170,cbc:BaseAmount,udt:AmountType,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:BaseAmount,0..1
3210,ibt-143,0..1,3,Invoice line charge percentage,"The percentage that may be used	 in conjunction with the Invoice line charge base amount	 to calculate the Invoice line charge amount.",Percentage,請求書明細行の追加請求の率,請求書明細行の追加請求基準金額に対して請求書明細行の追加請求金額の計算に使用するパーセント。,4140,cbc:MultiplierFactorNumeric,udt:NumericType,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:MultiplierFactorNumeric,0..1
3220,ibt-144,0..1,3,Invoice line charge reason,"The reason for the Invoice line charge	 expressed as text.",Text,請求書明細行の追加請求理由,請求書明細行の追加請求理由をテキストで表現。,4130,cbc:AllowanceChargeReason,udt:TextType,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:AllowanceChargeReason,0..n
3230,ibt-145,0..1,3,Invoice line charge reason code,"The reason for the Invoice line charge	 expressed as a code.",Code,請求書明細行の追加請求理由コード,請求書明細行の追加請求理由をコードで表現。,4120,cbc:AllowanceChargeReasonCode,udt:CodeType,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:AllowanceChargeReasonCode,0..1
3240,ibg-29,1..1,2,PRICE DETAILS,A group of business terms providing information about the price applied for the goods and services invoiced on the Invoice line.,,取引価格詳細,請求書明細行で請求する財又はサービスに適用される価格に係る情報を提供するビジネス用語のグループ。,4460,cac:Price,cac:PriceType,/Invoice/cac:InvoiceLine/cac:Price,0..1
3250,ibt-146,1..1,3,Item net price,"The price of an item	 exclusive of TAX	 after subtracting item price discount.",Unit Price Amount,品目単価(値引後)(税抜き),値引金額を差し引いた後の、消費税を除く品目単価。,4470,cbc:PriceAmount,udt:AmountType,/Invoice/cac:InvoiceLine/cac:Price/cbc:PriceAmount,1..1
3255,ibt-147b,1..1,3,Syntax qualifier for the price discount,,Indicator,,,4525,cbc:ChargeIndicator,xsd:boolean,/Invoice/cac:InvoiceLine/cac:Price/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:ChargeIndicator,1..1
3260,ibt-147,0..1,3,Item price discount,The total discount subtracted from the Item gross price to calculate the Item net price.,Unit Price Amount,品目単価値引(税抜き),品目単価(値引後)(税抜き)を計算するために、品目単価(値引前)(税抜き)から差し引かれる値引。,4530,cbc:Amount,udt:AmountType,/Invoice/cac:InvoiceLine/cac:Price/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:Amount,1..1
3270,ibt-148,0..1,3,Item gross price,"The unit price	 exclusive of TAX	 before subtracting Item price discount.",Unit Price Amount,品目単価(値引前)(税抜き),値引(税抜き)を差し引く前の、品目単価(税抜き)。,4550,cbc:BaseAmount,udt:AmountType,/Invoice/cac:InvoiceLine/cac:Price/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:BaseAmount,0..1
3280,ibt-149,0..1,3,Item price base quantity,The number of item units to which the price applies.,Quantity,品目単価基準数量,単価が適用される品目の数量単位での基準数。,4490,cbc:BaseQuantity,udt:QuantityType,/Invoice/cac:InvoiceLine/cac:Price/cbc:BaseQuantity,0..1
3290,ibt-150,0..1,4,Item price base quantity unit of measure code,The unit of measure that applies to the Item price base quantity.,String,品目単価基準数量の数量単位コード,品目単価基準数量に適用される数量単位。,4500,@unitCode,xsd:normalizedString,/Invoice/cac:InvoiceLine/cac:Price/cbc:BaseQuantity/@unitCode,0..1
3300,ibg-30,1..n,2,LINE TAX INFORMATION,A group of business terms providing information about the TAX applicable for the goods and services invoiced on the Invoice line.,,請求書明細行税情報,請求書明細行で請求する財又はサービスに適用される消費税に係る情報を提供するビジネス用語のグループ。,4350,cac:ClassifiedTaxCategory,cac:TaxCategoryType,/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory,0..n
3310,ibt-151,1..1,3,Invoiced item TAX category code,The TAX category code for the invoiced item.,Code,請求する品目に対する課税分類コード,請求する品目に対して適用される課税分類コード。,4360,cbc:ID,udt:IdentifierType,/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cbc:ID,0..1
3320,ibt-152,0..1,3,Invoiced item TAX rate,"The TAX rate	 represented as percentage that applies to the invoiced item.",Percentage,請求する品目に対する税率,請求する品目に対して適用される税率で、パーセントで表現。,4370,cbc:Percent,udt:PercentType,/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cbc:Percent,0..1
3330,ibt-166,0..1,3,Unit TAX (amount),A TAX amount that applied to each item unit.,Amount,請求する品目に対する単位数量当たりの税金額,請求する品目の単位数量に対して適用される税金額で、パーセントでなく金額で表現。,4380,cbc:PerUnitAmount,udt:AmountType,/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cbc:PerUnitAmount,0..1
3340,ibt-185,0..0,3,TAX exemption reason text,A textual statement of the reason why the line amount is exempted from TAX or why no TAX is being charged,Code,非課税理由テキスト,非課税または課税されない理由をコードで表現。,4390,cbc:TaxExemptionReasonCode,udt:CodeType,/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cbc:TaxExemptionReasonCode,0..1
3350,ibt-186,0..0,3,TAX exemption reason code,A coded statement of the reason for why the line amount is exempted from TAX.,Text,非課税理由コード,非課税または課税されない理由をテキストで表現。,4400,cbc:TaxExemptionReason,udt:TextType,/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cbc:TaxExemptionReason,0..n
3360,ibt-167,0..1,3,Tax Scheme,A code indicating the type of tax,Code,税スキーマ,税の種類を示すコード。,4420,cbc:ID,udt:IdentifierType,/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cac:TaxScheme/cbc:ID,0..1
3370,ibg-31,1..1,2,ITEM INFORMATION,A group of business terms providing information about the goods and services invoiced.,,品目情報,請求する財又はサービスに係る情報を提供するビジネス用語のグループ。,4190,cac:Item,cac:ItemType,/Invoice/cac:InvoiceLine/cac:Item,1..1
3380,ibt-153,1..1,3,Item name,A name for an item.,Text,品名,取引品目の品名。,4210,cbc:Name,udt:NameType,/Invoice/cac:InvoiceLine/cac:Item/cbc:Name,0..1
3390,ibt-154,0..1,3,Item description,A description for an item.,Text,品目摘要,取引品目を説明した文章。,4200,cbc:Description,udt:TextType,/Invoice/cac:InvoiceLine/cac:Item/cbc:Description,0..n
3400,ibt-155,0..1,3,Item Seller's identifier,"An identifier	 assigned by the Seller	 for the item.",Identifier,売り手による品目ID,売り手が取引品目に割当てたID,4250,cbc:ID,udt:IdentifierType,/Invoice/cac:InvoiceLine/cac:Item/cac:SellersItemIdentification/cbc:ID,1..1
3410,ibt-156,0..1,3,Item Buyer's identifier,"An identifier	 assigned by the Buyer	 for the item.",Identifier,買い手による品目ID,買い手が取引品目に割当てたID,4230,cbc:ID,udt:IdentifierType,/Invoice/cac:InvoiceLine/cac:Item/cac:BuyersItemIdentification/cbc:ID,1..1
3420,ibt-157,0..1,3,Item standard identifier,An item identifier based on a registered scheme.,Identifier,品目標準ID,登録されているスキーマに基づいた品目ID。,4270,cbc:ID,udt:IdentifierType,/Invoice/cac:InvoiceLine/cac:Item/cac:StandardItemIdentification/cbc:ID,1..1
3430,ibt-157-1,1..1,4,Item standard identifier Scheme identifier,The identification scheme shall be identified from the entries of the list published by the ISO/IEC 6523 maintenance agency.,String,スキーマID,使用する場合、識別スキーマは、ISO/IEC 6523 保守機関が公開しているリストから選択しなければならない。,4280,@schemeID,xsd:normalizedString,/Invoice/cac:InvoiceLine/cac:Item/cac:StandardItemIdentification/cbc:ID/@schemeID,0..1
3440,ibt-158,0..n,3,Item classification identifier,A code for classifying the item by its type or nature.,Identifier,品目分類ID,種類や性質によって品目を分類するコード。,4320,cbc:ItemClassificationCode,udt:CodeType,/Invoice/cac:InvoiceLine/cac:Item/cac:CommodityClassification/cbc:ItemClassificationCode,0..1
3450,ibt-158-1,1..1,4,Item classification identifier Scheme identifier,The identification scheme shall be chosen from the entries in UNTDID 7143 [6].,String,スキーマID,品目分類IDの識別スキーマIDは、UNTDID 7143にある項目から選択すること。,4330,@listID,xsd:normalizedString,/Invoice/cac:InvoiceLine/cac:Item/cac:CommodityClassification/cbc:ItemClassificationCode/@listID,0..1
3460,ibt-158-2,0..1,4,Item classification identifier Scheme version identifier,The version of the identification scheme.,String,スキーマのバージョンID,スキーマのバージョン。,4340,@listVersionID,xsd:normalizedString,/Invoice/cac:InvoiceLine/cac:Item/cac:CommodityClassification/cbc:ItemClassificationCode/@listVersionID,0..1
3470,ibt-159,0..1,3,Item country of origin,The code identifying the country from which the item originates.,Code,品目の原産国,品目の原産国を識別するコード。,4300,cbc:IdentificationCode,udt:CodeType,/Invoice/cac:InvoiceLine/cac:Item/cac:OriginCountry/cbc:IdentificationCode,0..1
3480,ibg-32,0..n,3,ITEM ATTRIBUTES,A group of business terms providing information about properties of the goods and services invoiced.,,品目属性,品目およびサービスのプロパティに関する情報を提供するビジネス用語のグループ。,4430,cac:AdditionalItemProperty,cac:ItemPropertyType,/Invoice/cac:InvoiceLine/cac:Item/cac:AdditionalItemProperty,0..n
3490,ibt-160,1..1,4,Item attribute name,The name of the attribute or property of the item.,Text,品目属性名,品目の属性またはプロパティの名称。,4440,cbc:Name,udt:NameType,/Invoice/cac:InvoiceLine/cac:Item/cac:AdditionalItemProperty/cbc:Name,1..1
3500,ibt-161,1..1,4,Item attribute value,The value of the attribute or property of the item.,Text,品目属性値,品目の属性またはプロパティの値。,4450,cbc:Value,udt:TextType,/Invoice/cac:InvoiceLine/cac:Item/cac:AdditionalItemProperty/cbc:Value,0..1
