GL02,GL02-GL57,GL02-GL64,GL02-GL55,GL55-GL56,GL55-GL60,GL55-GL61,GL55-GL63,GL02-01,GL57-01,GL57-02,GL64-01,GL64-02,GL64-03,GL64-04,GL55-01,GL55-03,GL55-04,GL55-05,GL56-01,GL56-02,GL60-01,GL60-02,GL60-03,GL61-01,GL61-02,GL61-03,GL63-01,GL63-02,GL63-03
0001-20090430-287-229-1-919,,,13,,,,,,,,,,,,287,account,09年4月1日～09年4月30日分仕入,debit,3281632,ISO4217:JPY,,,,部門,040,大阪,541,商品仕入高,CostMerchandisePurchaseMerchandiseGross
0001-20090430-287-229-1-919,,,14,,,,,,,,,,,,287,account,,debit,164054,ISO4217:JPY,,,,部門,040,大阪,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090430-287-229-1-919,,,15,,,,,,,,,,,,287,account,09年4月1日～09年4月30日分仕入,debit,67680,ISO4217:JPY,,,,部門,040,大阪,541,商品仕入高,CostMerchandisePurchaseMerchandiseGross
0001-20090430-287-229-1-919,,,16,,,,,,,,,,,,287,account,,debit,3384,ISO4217:JPY,,,,部門,040,大阪,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090430-287-229-1-919,,,17,,,,,,,,,,,,287,account,09年4月1日～09年4月30日分仕入,credit,71064,ISO4217:JPY,vendor,008,㈱山下,部門,000,共通部門,312,買掛金,NotesPayableCustomerTradeAccountsPayable
0001-20090430-287-229-1-919,,,18,,,,,,,,,,,,287,account,09年4月1日～09年4月30日分仕入,debit,279456,ISO4217:JPY,,,,部門,040,大阪,541,商品仕入高,CostMerchandisePurchaseMerchandiseGross
0001-20090430-287-229-1-919,,,19,,,,,,,,,,,,287,account,,debit,13971,ISO4217:JPY,,,,部門,040,大阪,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090430-287-229-1-919,,,2,,,,,,,,,,,,287,account,09年4月1日～09年4月30日分仕入,credit,905555,ISO4217:JPY,vendor,004,㈱ｱﾀｯﾁ,部門,000,共通部門,312,買掛金,NotesPayableCustomerTradeAccountsPayable
0001-20090430-287-229-1-919,,,20,,,,,,,,,,,,287,account,09年4月1日～09年4月30日分仕入,credit,293427,ISO4217:JPY,vendor,002,㈱Pole,部門,000,共通部門,312,買掛金,NotesPayableCustomerTradeAccountsPayable
0001-20090430-287-229-1-919,,,21,,,,,,,,,,,,287,account,09年4月1日～09年4月30日分仕入,debit,21408,ISO4217:JPY,,,,部門,040,大阪,551,仕入値引戻し高,CostMerchandisePurchaseMerchandiseReturnsAllowances
0001-20090430-287-229-1-919,,,22,,,,,,,,,,,,287,account,,debit,1070,ISO4217:JPY,,,,部門,040,大阪,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090430-287-229-1-919,,,23,,,,,,,,,,,,287,account,09年4月1日～09年4月30日分仕入,credit,22478,ISO4217:JPY,vendor,006,㈱ﾊﾅﾀﾞ,部門,000,共通部門,312,買掛金,NotesPayableCustomerTradeAccountsPayable
0001-20090430-287-229-1-919,,,24,,,,,,,,,,,,287,account,09年4月1日～09年4月30日分仕入,debit,20640,ISO4217:JPY,,,,部門,040,大阪,551,仕入値引戻し高,CostMerchandisePurchaseMerchandiseReturnsAllowances
0001-20090430-287-229-1-919,,,25,,,,,,,,,,,,287,account,,debit,1034,ISO4217:JPY,,,,部門,040,大阪,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090430-287-229-1-919,,,26,,,,,,,,,,,,287,account,09年4月1日～09年4月30日分仕入,credit,21674,ISO4217:JPY,vendor,005,小藤丸㈱,部門,000,共通部門,312,買掛金,NotesPayableCustomerTradeAccountsPayable
0001-20090430-287-229-1-919,,,3,,,,,,,,,,,,287,account,09年4月1日～09年4月30日分仕入,debit,2754292,ISO4217:JPY,,,,部門,040,大阪,541,商品仕入高,CostMerchandisePurchaseMerchandiseGross
0001-20090430-287-229-1-919,,,4,,,,,,,,,,,,287,account,,debit,137701,ISO4217:JPY,,,,部門,040,大阪,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090430-287-229-1-919,,,5,,,,,,,,,,,,287,account,09年4月1日～09年4月30日分仕入,credit,2891993,ISO4217:JPY,vendor,010,鈴木販売㈱,部門,000,共通部門,312,買掛金,NotesPayableCustomerTradeAccountsPayable
0001-20090430-287-229-1-919,,,6,,,,,,,,,,,,287,account,09年4月1日～09年4月30日分仕入,debit,32940,ISO4217:JPY,,,,部門,040,大阪,551,仕入値引戻し高,CostMerchandisePurchaseMerchandiseReturnsAllowances
0001-20090430-287-229-1-919,,,7,,,,,,,,,,,,287,account,,debit,1647,ISO4217:JPY,,,,部門,040,大阪,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090430-287-229-1-919,,,8,,,,,,,,,,,,287,account,09年4月1日～09年4月30日分仕入,credit,34587,ISO4217:JPY,vendor,010,鈴木販売㈱,部門,000,共通部門,312,買掛金,NotesPayableCustomerTradeAccountsPayable
0001-20090430-287-229-1-919,,,9,,,,,,,,,,,,287,account,09年4月1日～09年4月30日分仕入,debit,3162048,ISO4217:JPY,,,,部門,040,大阪,541,商品仕入高,CostMerchandisePurchaseMerchandiseGross
0001-20090430-288-230-1-921,,,,,,,,230-921,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090430-288-230-1-921,,,0,,,,,,,,,,,,288,account,09年4月1日～09年4月30日分仕入,debit,70848,ISO4217:JPY,,,,部門,050,九州,541,商品仕入高,CostMerchandisePurchaseMerchandiseGross
0001-20090430-288-230-1-921,,,1,,,,,,,,,,,,288,account,,debit,3542,ISO4217:JPY,,,,部門,050,九州,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090430-288-230-1-921,,,2,,,,,,,,,,,,288,account,09年4月1日～09年4月30日分仕入,credit,74390,ISO4217:JPY,vendor,002,㈱Pole,部門,000,共通部門,312,買掛金,NotesPayableCustomerTradeAccountsPayable
0001-20090430-288-230-1-921,,,3,,,,,,,,,,,,288,account,09年4月1日～09年4月30日分仕入,debit,22560,ISO4217:JPY,,,,部門,050,九州,541,商品仕入高,CostMerchandisePurchaseMerchandiseGross
0001-20090430-288-230-1-921,,,4,,,,,,,,,,,,288,account,,debit,1128,ISO4217:JPY,,,,部門,050,九州,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090430-288-230-1-921,,,5,,,,,,,,,,,,288,account,09年4月1日～09年4月30日分仕入,credit,23688,ISO4217:JPY,vendor,008,㈱山下,部門,000,共通部門,312,買掛金,NotesPayableCustomerTradeAccountsPayable
0001-20090430-289-231-1-923,,,,,,,,231-923,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090430-289-231-1-923,,,0,,,,,,,,,,,,289,account,09年4月30日伝票No124鈴木販売株式会社,debit,4640751,ISO4217:JPY,vendor,010,鈴木販売㈱,部門,000,共通部門,312,買掛金,NotesPayableCustomerTradeAccountsPayable
0001-20090430-289-231-1-923,,,1,,,,,,,,,,,,289,account,09年4月30日伝票No124鈴木販売株式会社,credit,4640751,ISO4217:JPY,,,,部門,000,共通部門,301,支払手形,NotesPayableCustomerTradeAccountsPayable
0001-20090430-290-232-1-925,,,,,,,,232-925,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090430-290-232-1-925,,,0,,,,,,,,,,,,290,account,09年4月30日伝票No125株式会社　有江,debit,497372,ISO4217:JPY,vendor,012,㈱有江,部門,000,共通部門,312,買掛金,NotesPayableCustomerTradeAccountsPayable
0001-20090430-290-232-1-925,,,1,,,,,,,,,,,,290,account,09年4月30日伝票No125株式会社　有江,credit,497372,ISO4217:JPY,,,,,,,131,普通預金,OrdinaryDeposit
0001-20090430-290-232-1-925,,,1,,,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090430-290-232-1-925,,,1,,,1,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
0001-20090430-291-233-1-927,,,,,,,,233-927,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090430-291-233-1-927,,,0,,,,,,,,,,,,291,account,09年4月30日伝票No128ナカムラ産業株式会社,debit,1370598,ISO4217:JPY,vendor,013,ﾅｶﾑﾗ産業㈱,部門,000,共通部門,312,買掛金,NotesPayableCustomerTradeAccountsPayable
0001-20090430-291-233-1-927,,,1,,,,,,,,,,,,291,account,09年4月30日伝票No128ナカムラ産業株式会社,credit,1370598,ISO4217:JPY,,,,,,,131,普通預金,OrdinaryDeposit
0001-20090430-291-233-1-927,,,1,,,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090430-291-233-1-927,,,1,,,1,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
0001-20090430-292-234-1-929,,,,,,,,234-929,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090430-292-234-1-929,,,0,,,,,,,,,,,,292,account,09年4月30日伝票No129合同会社　ウェスト,debit,4036321,ISO4217:JPY,vendor,014,(同)ｳｪｽﾄ,部門,000,共通部門,312,買掛金,NotesPayableCustomerTradeAccountsPayable
0001-20090430-292-234-1-929,,,1,,,,,,,,,,,,292,account,09年4月30日伝票No129合同会社　ウェスト,credit,4036321,ISO4217:JPY,,,,,,,131,普通預金,OrdinaryDeposit
0001-20090430-292-234-1-929,,,1,,,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090430-292-234-1-929,,,1,,,1,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
0001-20090430-293-235-1-931,,,,,,,,235-931,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090430-293-235-1-931,,,0,,,,,,,,,,,,293,account,09年4月30日伝票No131株式会社　はなまる商事,debit,1710087,ISO4217:JPY,vendor,015,㈱はなまる商事,部門,000,共通部門,312,買掛金,NotesPayableCustomerTradeAccountsPayable
0001-20090430-293-235-1-931,,,1,,,,,,,,,,,,293,account,09年4月30日伝票No131株式会社　はなまる商事,credit,1710087,ISO4217:JPY,,,,,,,131,普通預金,OrdinaryDeposit
0001-20090430-293-235-1-931,,,1,,,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090430-293-235-1-931,,,1,,,1,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
0001-20090430-294-236-1-933,,,,,,,,236-933,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090430-294-236-1-933,,,0,,,,,,,,,,,,294,account,09年4月30日伝票No279株式会社　Pole,debit,1829520,ISO4217:JPY,vendor,002,㈱Pole,部門,000,共通部門,312,買掛金,NotesPayableCustomerTradeAccountsPayable
0001-20090430-294-236-1-933,,,1,,,,,,,,,,,,294,account,09年4月30日伝票No279株式会社　Pole,credit,1829520,ISO4217:JPY,,,,,,,131,普通預金,OrdinaryDeposit
0001-20090430-294-236-1-933,,,1,,,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090430-294-236-1-933,,,1,,,1,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
0001-20090430-295-237-1-935,,,,,,,,237-935,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090430-295-237-1-935,,,0,,,,,,,,,,,,295,account,09年4月30日伝票No282小藤丸株式会社,debit,5237507,ISO4217:JPY,vendor,005,小藤丸㈱,部門,000,共通部門,312,買掛金,NotesPayableCustomerTradeAccountsPayable
0001-20090430-295-237-1-935,,,1,,,,,,,,,,,,295,account,09年4月30日伝票No282小藤丸株式会社,credit,5237507,ISO4217:JPY,,,,部門,000,共通部門,301,支払手形,NotesPayableCustomerTradeAccountsPayable
0001-20090430-296-238-1-937,,,,,,,,238-937,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090430-296-238-1-937,,,0,,,,,,,,,,,,296,account,09年4月30日伝票No285株式会社　サンセット,debit,5522383,ISO4217:JPY,vendor,007,㈱ｻﾝｾｯﾄ,部門,000,共通部門,312,買掛金,NotesPayableCustomerTradeAccountsPayable
0001-20090430-296-238-1-937,,,1,,,,,,,,,,,,296,account,09年4月30日伝票No285株式会社　サンセット,credit,5522383,ISO4217:JPY,,,,,,,131,普通預金,OrdinaryDeposit
0001-20090430-296-238-1-937,,,1,,,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090430-296-238-1-937,,,1,,,1,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
0001-20090430-297-239-1-939,,,,,,,,239-939,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090430-297-239-1-939,,,0,,,,,,,,,,,,297,account,09年4月30日伝票No286斉藤産業株式会社,debit,2599235,ISO4217:JPY,vendor,009,斉藤産業㈱,部門,000,共通部門,312,買掛金,NotesPayableCustomerTradeAccountsPayable
0001-20090430-297-239-1-939,,,1,,,,,,,,,,,,297,account,09年4月30日伝票No286斉藤産業株式会社,credit,2599235,ISO4217:JPY,,,,部門,000,共通部門,301,支払手形,NotesPayableCustomerTradeAccountsPayable
0001-20090430-300-240-1-941,,,,,,,,240-941,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090430-300-240-1-941,,,0,,,,,,,,,,,,300,account,手形期日落日　小藤丸,debit,4787688,ISO4217:JPY,,,,部門,000,共通部門,301,支払手形,NotesPayableCustomerTradeAccountsPayable
0001-20090430-300-240-1-941,,,1,,,,,,,,,,,,300,account,手形期日落日　小藤丸,credit,4787688,ISO4217:JPY,,,,,,,121,当座預金,CheckingAccounts
0001-20090430-300-240-1-941,,,1,,,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090430-300-240-1-941,,,1,,,1,,,,,,,,,,,,,,,,,,補助科目,001,みずほ銀行,,,
0001-20090430-300-240-1-941,,,2,,,,,,,,,,,,300,account,手形期日落日　斉藤産業,debit,2317977,ISO4217:JPY,,,,部門,000,共通部門,301,支払手形,NotesPayableCustomerTradeAccountsPayable
0001-20090430-300-240-1-941,,,3,,,,,,,,,,,,300,account,手形期日落日　斉藤産業,credit,2317977,ISO4217:JPY,,,,,,,121,当座預金,CheckingAccounts
0001-20090430-300-240-1-941,,,3,,,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090430-300-240-1-941,,,3,,,1,,,,,,,,,,,,,,,,,,補助科目,001,みずほ銀行,,,
0001-20090430-300-240-1-941,,,4,,,,,,,,,,,,300,account,手形期日落日　鈴木販売,debit,3900829,ISO4217:JPY,,,,部門,000,共通部門,301,支払手形,NotesPayableCustomerTradeAccountsPayable
0001-20090430-300-240-1-941,,,5,,,,,,,,,,,,300,account,手形期日落日　鈴木販売,credit,3900829,ISO4217:JPY,,,,,,,121,当座預金,CheckingAccounts
0001-20090430-300-240-1-941,,,5,,,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090430-300-240-1-941,,,5,,,1,,,,,,,,,,,,,,,,,,補助科目,001,みずほ銀行,,,
0001-20090430-303-241-1-943,,,,,,,,241-943,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090430-303-241-1-943,,,0,,,,,,,,,,,,303,account,手形満期　かめだデパート,debit,7022119,ISO4217:JPY,,,,,,,121,当座預金,CheckingAccounts
0001-20090430-303-241-1-943,,,0,,,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090430-303-241-1-943,,,0,,,1,,,,,,,,,,,,,,,,,,補助科目,001,みずほ銀行,,,
0001-20090430-303-241-1-943,,,1,,,,,,,,,,,,303,account,手形満期　かめだデパート,credit,7022119,ISO4217:JPY,,,,部門,000,共通部門,150,受取手形,NotesReceivableGross
0001-20090430-306-242-1-945,,,,,,,,242-945,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090430-306-242-1-945,,,0,,,,,,,,,,,,306,account,3月分支払,debit,7584692,ISO4217:JPY,,,,部門,000,共通部門,322,未払金,AccountsPayableOther
0001-20090430-306-242-1-945,,,1,,,,,,,,,,,,306,account,3月分支払,credit,7584692,ISO4217:JPY,,,,,,,131,普通預金,OrdinaryDeposit
0001-20090430-306-242-1-945,,,1,,,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090430-306-242-1-945,,,1,,,1,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
0001-20090430-308-243-1-947,,,,,,,,243-947,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090430-308-243-1-947,,,0,,,,,,,,,,,,308,account,貸付金返済,debit,40000,ISO4217:JPY,,,,,,,131,普通預金,OrdinaryDeposit
0001-20090430-308-243-1-947,,,0,,,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090430-308-243-1-947,,,0,,,1,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
0001-20090430-308-243-1-947,,,1,,,,,,,,,,,,308,account,貸付金返済,credit,40000,ISO4217:JPY,,,,部門,000,共通部門,183,短期貸付金,ShortTermLoansGross
0001-20090430-313-244-1-949,,,,,,,,244-949,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090430-313-244-1-949,,,0,,,,,,,,,,,,313,account,定期積立金,debit,500000,ISO4217:JPY,,,,部門,000,共通部門,148,定期積金,PeriodicalDeposits
0001-20090430-313-244-1-949,,,1,,,,,,,,,,,,313,account,定期積立金,credit,625000,ISO4217:JPY,,,,,,,131,普通預金,OrdinaryDeposit
0001-20090430-313-244-1-949,,,1,,,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090430-313-244-1-949,,,1,,,1,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
0001-20090430-313-244-1-949,,,2,,,,,,,,,,,,313,account,保険積立金,debit,125000,ISO4217:JPY,,,,部門,000,共通部門,248,保険積立金,PrepaidLifeInsurance
0001-20090430-314-245-1-951,,,,,,,,245-951,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090430-314-245-1-951,,,0,,,,,,,,,,,,314,account,借入金返済,debit,653500,ISO4217:JPY,,,,部門,000,共通部門,321,短期借入金,ShortTermBorrowings
0001-20090430-314-245-1-951,,,1,,,,,,,,,,,,314,account,借入金返済,credit,686175,ISO4217:JPY,,,,,,,121,当座預金,CheckingAccounts
0001-20090430-314-245-1-951,,,1,,,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090430-314-245-1-951,,,1,,,1,,,,,,,,,,,,,,,,,,補助科目,001,みずほ銀行,,,
0001-20090430-314-245-1-951,,,2,,,,,,,,,,,,314,account,利息,debit,32675,ISO4217:JPY,,,,部門,020,東京,821,支払利息,InterestExpense
0001-20090430-36-190-1-841,,,,,,,,190-841,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090430-36-190-1-841,,,0,,,,,,,,,,,,36,account,運賃　ヤマト運輸,debit,1536351,ISO4217:JPY,,,,部門,020,東京,731,運賃,Freightout
0001-20090430-36-190-1-841,,,1,,,,,,,,,,,,36,account,,debit,76817,ISO4217:JPY,,,,部門,020,東京,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090430-36-190-1-841,,,2,,,,,,,,,,,,36,account,運賃　ヤマト運輸,credit,2706408,ISO4217:JPY,,,,部門,000,共通部門,322,未払金,AccountsPayableOther
0001-20090430-36-190-1-841,,,3,,,,,,,,,,,,36,account,運賃　佐川急便,debit,1041181,ISO4217:JPY,,,,部門,020,東京,731,運賃,Freightout
0001-20090430-36-190-1-841,,,4,,,,,,,,,,,,36,account,,debit,52059,ISO4217:JPY,,,,部門,020,東京,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090430-40-191-1-843,,,,,,,,191-843,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090430-40-191-1-843,,,0,,,,,,,,,,,,40,account,広告掲載,debit,47620,ISO4217:JPY,,,,部門,020,東京,732,広告宣伝費,AdvertisingExpense
0001-20090430-40-191-1-843,,,1,,,,,,,,,,,,40,account,,debit,2380,ISO4217:JPY,,,,部門,020,東京,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090430-40-191-1-843,,,2,,,,,,,,,,,,40,account,広告掲載,credit,50000,ISO4217:JPY,,,,部門,000,共通部門,322,未払金,AccountsPayableOther
0001-20090430-49-192-1-845,,,,,,,,192-845,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090430-49-192-1-845,,,0,,,,,,,,,,,,49,account,ガソリン代,debit,155686,ISO4217:JPY,,,,部門,020,東京,740,車両費,VehiclesExpense
0001-20090430-49-192-1-845,,,1,,,,,,,,,,,,49,account,,debit,7784,ISO4217:JPY,,,,部門,020,東京,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090430-49-192-1-845,,,2,,,,,,,,,,,,49,account,ガソリン代,credit,163470,ISO4217:JPY,,,,部門,000,共通部門,322,未払金,AccountsPayableOther
0001-20090430-49-192-1-845,,,3,,,,,,,,,,,,49,account,高速代,debit,3381,ISO4217:JPY,,,,部門,020,東京,740,車両費,VehiclesExpense
0001-20090430-49-192-1-845,,,4,,,,,,,,,,,,49,account,,debit,169,ISO4217:JPY,,,,部門,020,東京,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090430-49-192-1-845,,,5,,,,,,,,,,,,49,account,高速代,credit,4350,ISO4217:JPY,,,,部門,000,共通部門,111,現金,CashHand
0001-20090430-49-192-1-845,,,6,,,,,,,,,,,,49,account,駐車代,debit,762,ISO4217:JPY,,,,部門,020,東京,740,車両費,VehiclesExpense
0001-20090430-49-192-1-845,,,7,,,,,,,,,,,,49,account,,debit,38,ISO4217:JPY,,,,部門,020,東京,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090430-5-189-1-839,,,,,,,,189-839,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090430-5-189-1-839,,,0,,,,,,,,,,,,5,account,広告費,debit,50000,ISO4217:JPY,,,,部門,010,札幌,732,広告宣伝費,AdvertisingExpense
0001-20090430-5-189-1-839,,,1,,,,,,,,,,,,5,account,,debit,2500,ISO4217:JPY,,,,部門,010,札幌,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090430-5-189-1-839,,,2,,,,,,,,,,,,5,account,広告費,credit,52500,ISO4217:JPY,,,,,,,131,普通預金,OrdinaryDeposit
0001-20090430-5-189-1-839,,,2,,,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090430-5-189-1-839,,,2,,,1,,,,,,,,,,,,,,,,,,補助科目,10,北海道　駅前,,,
0001-20090430-55-193-1-847,,,,,,,,193-847,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090430-55-193-1-847,,,0,,,,,,,,,,,,55,account,車両管理費,debit,23810,ISO4217:JPY,,,,部門,020,東京,740,車両費,VehiclesExpense
0001-20090430-55-193-1-847,,,1,,,,,,,,,,,,55,account,,debit,1190,ISO4217:JPY,,,,部門,020,東京,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090430-55-193-1-847,,,2,,,,,,,,,,,,55,account,車両管理費,credit,25000,ISO4217:JPY,,,,部門,000,共通部門,111,現金,CashHand
0001-20090430-55-193-1-847,,,3,,,,,,,,,,,,55,account,車両管理費,debit,26667,ISO4217:JPY,,,,部門,020,東京,740,車両費,VehiclesExpense
0001-20090430-55-193-1-847,,,4,,,,,,,,,,,,55,account,,debit,1333,ISO4217:JPY,,,,部門,020,東京,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090430-55-193-1-847,,,5,,,,,,,,,,,,55,account,車両管理費,credit,28000,ISO4217:JPY,,,,部門,000,共通部門,111,現金,CashHand
0001-20090430-55-193-1-847,,,6,,,,,,,,,,,,55,account,高速代,debit,7667,ISO4217:JPY,,,,部門,020,東京,740,車両費,VehiclesExpense
0001-20090430-55-193-1-847,,,7,,,,,,,,,,,,55,account,,debit,383,ISO4217:JPY,,,,部門,020,東京,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090430-55-193-1-847,,,8,,,,,,,,,,,,55,account,高速代,credit,8050,ISO4217:JPY,,,,部門,000,共通部門,111,現金,CashHand
0001-20090430-60-194-1-849,,,,,,,,194-849,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090430-60-194-1-849,,,0,,,,,,,,,,,,60,account,旅費,debit,9286,ISO4217:JPY,,,,部門,020,東京,726,旅費交通費,TravelingExpense
0001-20090430-60-194-1-849,,,1,,,,,,,,,,,,60,account,,debit,464,ISO4217:JPY,,,,部門,020,東京,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
0001-20090430-60-194-1-849,,,2,,,,,,,,,,,,60,account,旅費,credit,9750,ISO4217:JPY,,,,部門,000,共通部門,111,現金,CashHand
0001-20090430-63-195-1-851,,,,,,,,195-851,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090430-63-195-1-851,,,0,,,,,,,,,,,,63,account,保険料,debit,81000,ISO4217:JPY,,,,部門,020,東京,752,保険料,InsuranceExpense
0001-20090430-63-195-1-851,,,1,,,,,,,,,,,,63,account,保険料,credit,81000,ISO4217:JPY,,,,,,,131,普通預金,OrdinaryDeposit
0001-20090430-63-195-1-851,,,1,,,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
0001-20090430-63-195-1-851,,,1,,,1,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
0001-20090430-66-196-1-853,,,,,,,,196-853,pca,2008-08-19,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,,,,,,,,,,,,,,,
0001-20090430-66-196-1-853,,,0,,,,,,,,,,,,66,account,リース料,debit,199858,ISO4217:JPY,,,,部門,020,東京,744,リース料,LeaseExpense
0001-20090430-66-196-1-853,,,1,,,,,,,,,,,,66,account,,debit,9992,ISO4217:JPY,,,,部門,020,東京,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes
